"Name:","walk_127_1_1"
"EXPERIMENT TIME:","15/03/2024 20:21"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","86"

"Time [sec]","ACC X","ACC Y","ACC Z","GYRO X","GYRO Y","GYRO Z"
"0.0","-0.63","1.33","-10.9","-0.07","0.04","0.02"
"0.05","-0.47","1.57","-10.87","-0.05","0.02","0.03"
"0.1","-0.59","1.26","-10.75","-0.04","0.02","-0.0"
"0.15","-0.71","1.45","-10.83","-0.08","0.04","0.05"
"0.2","-0.47","1.65","-10.79","-0.1","0.05","0.04"
"0.25","-0.43","1.77","-10.79","-0.11","0.05","0.06"
"0.3","-0.82","1.77","-11.06","-0.12","0.02","0.06"
"0.35","-1.33","2.08","-10.75","-0.18","-0.04","0.16"
"0.4","-1.8","2.2","-11.02","-0.18","-0.11","0.14"
"0.45","-1.33","2.28","-10.47","-0.19","-0.07","0.09"
"0.5","-0.94","2.51","-10.67","-0.18","0.1","0.08"
"0.55","-0.67","1.8","-10.32","-0.2","0.21","-0.01"
"0.6","-1.14","1.41","-10.9","-0.24","0.2","0.14"
"0.65","-1.57","1.53","-10.43","-0.42","0.17","0.29"
"0.7","-1.57","2.63","-11.22","-0.17","0.21","0.37"
"0.75","-1.57","1.69","-10.32","0.08","0.23","0.21"
"0.9","-1.92","3.02","-11.1","-0.07","-0.18","0.49"
"0.95","-0.51","3.92","-10.67","0.01","-0.09","0.1"
"1.0","2.2","3.45","-9.02","0.44","0.01","-0.43"
"1.05","-0.12","-0.9","-13.49","0.76","0.39","-0.46"
"1.1","-0.9","1.29","-14.91","0.05","0.02","0.41"
"1.15","-1.22","2.04","-10.83","0.19","-0.09","-0.15"
"1.2","-0.82","0.86","-8.2","0.51","0.08","-0.37"
"1.25","-0.47","0.78","-8.9","0.5","0.21","-0.51"
"1.3","-1.22","-0.43","-9.18","0.18","0.4","-0.5"
"1.35","-1.45","0.2","-11.61","0.05","0.27","-0.42"
"1.4","-1.8","-0.82","-9.3","-0.13","0.12","-0.45"
"1.45","-1.96","0.04","-11.14","-0.16","0.27","-0.26"
"1.5","-1.45","-0.63","-12.0","-0.09","0.16","-0.57"
"1.55","-0.63","-1.41","-14.2","0.4","-0.1","-0.41"
"1.6","-0.12","1.1","-13.14","-0.46","-0.57","-0.03"
"1.65","2.47","4.04","-12.51","-0.66","-0.38","-0.03"
"1.7","2.08","2.51","-8.39","0.1","-0.19","-0.41"
"1.75","0.39","0.9","-8.08","0.11","0.28","-0.22"
"1.8","-0.43","2.0","-12.79","-0.08","0.42","0.05"
"1.85","0.31","1.33","-8.51","-0.22","0.2","-0.26"
"1.9","-0.08","1.49","-10.16","-0.02","0.46","-0.05"
"1.95","-1.14","0.86","-10.0","-0.46","0.4","0.2"
"2.0","-0.71","3.45","-10.59","-0.59","0.39","0.39"
"2.05","-1.29","1.65","-10.51","-0.05","0.27","-0.18"
"2.1","-1.57","1.53","-11.22","-0.17","0.13","0.18"
"2.15","-1.06","2.43","-11.22","-0.25","-0.02","0.17"
"2.2","-1.22","2.98","-12.98","-0.24","-0.1","0.14"
"2.25","-0.43","1.02","-15.57","0.09","-0.17","0.22"
"2.3","1.92","6.12","-11.1","-0.62","-0.52","0.31"
"2.35","3.37","0.78","-8.9","0.74","-0.3","-1.01"
"2.4","1.61","-1.33","-14.75","0.26","-0.1","0.29"
"2.45","0.24","2.82","-11.85","-0.09","-0.52","0.47"
"2.5","-1.02","1.37","-9.89","0.18","-0.32","0.16"
"2.55","-0.9","0.31","-7.22","0.51","-0.33","-0.02"
"2.6","-0.98","0.35","-7.65","0.47","-0.01","0.01"
"2.65","-0.94","0.71","-8.24","-0.07","-0.05","-0.07"
"2.7","-1.69","-0.27","-8.9","0.11","0.21","-0.44"
"2.75","-1.1","-0.43","-12.32","-0.07","0.33","-0.64"
"2.8","0.08","0.12","-14.59","-0.17","0.09","-0.56"
"2.85","-3.73","-4.9","-20.01","1.39","-0.49","-0.63"
"2.9","1.65","6.47","-8.28","-1.75","-1.17","1.08"
"2.95","4.39","2.75","-9.14","0.37","-0.0","-0.59"
"3.0","1.37","-3.41","-10.63","0.61","0.54","0.13"
"3.05","-0.98","2.28","-11.22","-0.62","0.44","1.33"
"3.1","-0.59","3.1","-7.22","-0.37","0.29","0.44"
"3.15","-0.04","0.31","-8.08","-0.14","0.57","0.33"
"3.2","-0.39","0.63","-10.75","-0.53","0.5","0.79"
"3.25","-1.77","2.39","-10.28","-0.94","0.21","1.31"
"3.3","-2.31","3.88","-11.38","-0.16","0.2","0.65"
"3.35","-2.12","2.16","-11.85","0.13","0.11","0.47"
"3.4","-0.31","2.9","-11.45","0.0","-0.09","0.35"
"3.45","-0.78","-0.35","-12.55","-0.06","-0.27","0.35"
"3.5","1.29","5.81","-13.02","-1.09","-0.4","1.22"
"3.55","4.31","6.59","-11.53","0.0","-0.12","0.09"
"3.6","0.75","-4.51","-15.61","1.21","0.06","-0.96"
"3.65","0.31","2.59","-10.94","-0.39","-0.52","0.63"
"3.7","-1.26","2.43","-8.59","-0.04","-0.35","0.34"
"5.051","-0.63","-0.78","-9.1","0.2","0.28","-0.45"
"5.101","-0.71","0.08","-8.75","0.58","0.32","-0.61"
"6.122","-1.1","2.47","-9.65","-0.08","-0.4","1.0"
"7.276","0.82","-6.51","-10.94","1.64","0.03","-2.08"
"7.326","0.24","-2.47","-13.06","-0.29","-0.17","0.77"
"7.376","-0.04","2.75","-8.98","-0.33","-0.52","0.42"
"7.426","-1.26","0.71","-7.96","0.06","-0.4","-0.14"
"7.476","-1.49","-0.47","-7.61","0.2","-0.26","-0.29"
"7.526","-0.55","0.08","-7.3","-0.04","0.17","-0.4"
"7.576","-1.02","-0.35","-11.06","0.23","0.55","-0.51"
"7.626","-1.73","-0.08","-11.1","-0.04","0.2","-0.69"
"7.676","-0.55","2.9","-10.47","-0.56","0.36","-0.65"
"7.726","-0.98","-0.47","-13.42","0.57","0.09","-1.69"
"7.776","-1.53","-2.75","-13.93","0.82","-0.41","-1.45"
"7.826","2.9","6.71","-10.32","-1.71","-0.58","-0.23"
"7.876","1.57","3.22","-13.45","0.47","0.3","-1.63"
"7.926","0.16","0.75","-10.4","0.02","0.15","-1.29"
"7.976","0.35","2.59","-9.34","-0.47","0.43","-0.97"
"8.026","-0.12","1.57","-8.08","-0.63","0.6","-1.2"
"8.076","0.75","2.67","-9.1","-0.33","0.74","-1.15"
"8.126","0.16","1.65","-10.87","-0.3","0.76","-1.05"
