NAME:,walk_123_4_1,,,,,
EXPERIMENT TIME:,08/03/2024 09:43:18,,,,,
ACTIVITY TYPE:,Walking,,,,,
COUNT OF ACTUAL STEPS:,200,,,,,
,,,,,,
Time [sec],ACC X,ACC Y,ACC Z,GYRO X,GYRO Y,GYRO Z
.0000,-12.59,2.90,1.37,0.16,-0.06,-0.05
.0820,-12.28,2.12,4.24,-0.34,0.42,-0.00
.1640,-10.04,5.77,1.96,0.50,0.71,0.04
.2460,-9.30,3.80,4.08,-0.56,-0.18,0.07
.3280,-8.79,3.80,3.37,-0.06,-0.42,-0.16
.4100,-7.34,1.92,3.02,-0.15,-0.40,0.03
.4920,-8.32,2.67,2.63,-0.15,-0.34,0.16
.5740,-9.41,2.86,2.82,0.26,0.08,0.24
.6560,-10.83,2.16,0.86,0.42,0.04,0.03
.7380,-12.36,4.39,2.90,0.42,-0.17,-0.33
.8200,-9.65,4.04,6.32,-1.05,0.02,-0.88
.9020,-10.00,4.24,3.92,0.03,0.13,-0.03
.9840,-8.32,2.98,2.59,0.13,0.07,0.22
1.0660,-7.22,2.51,1.61,0.28,0.12,0.28
1.1480,-7.30,2.55,0.86,-0.06,-0.04,0.14
1.2300,-10.08,2.59,1.10,-0.20,-0.17,-0.15
1.3120,-12.55,2.67,0.39,-0.01,0.03,-0.10
1.3940,-11.06,5.02,4.98,-0.16,0.47,0.30
1.4760,-6.75,3.06,1.88,0.45,0.72,-0.24
1.5580,-8.12,3.65,3.96,-0.27,-0.40,0.18
1.6400,-8.20,3.30,3.65,0.33,-0.53,-0.37
1.7220,-7.61,1.45,3.14,0.43,-0.53,-0.07
1.8040,-8.51,2.79,2.79,0.09,-0.30,0.17
1.8860,-9.18,3.53,2.55,0.62,-0.03,0.21
1.9680,-12.04,1.73,0.90,0.67,-0.02,-0.03
2.0500,-11.38,2.63,1.73,0.47,-0.00,-0.23
2.1320,-10.04,3.80,6.28,-1.27,0.09,-0.72
2.2140,-10.28,5.14,4.20,0.05,0.12,-0.34
2.2960,-8.32,1.84,2.31,-0.18,0.48,0.46
2.3780,-6.51,3.02,2.55,-0.83,0.35,0.73
2.4600,-7.30,3.49,1.69,-0.55,0.20,0.27
2.5420,-9.38,2.63,1.29,-0.44,0.03,-0.14
2.6240,-12.87,2.08,-0.08,0.08,0.13,0.09
2.7060,-10.94,5.45,5.81,-0.00,0.26,0.23
2.7880,-6.51,3.49,3.61,0.45,0.76,0.04
2.8700,-7.26,3.73,2.98,-0.32,-0.42,0.07
2.9520,-7.61,2.94,3.45,0.21,-0.60,-0.28
3.0340,-7.57,1.77,3.06,0.02,-0.47,0.05
3.1160,-7.96,3.14,2.90,-0.01,-0.16,0.09
3.1980,-9.89,2.55,2.94,0.51,0.19,0.16
3.2800,-11.61,2.51,0.94,0.28,0.18,-0.12
3.3620,-10.67,5.49,5.30,-0.26,0.13,-0.43
3.4440,-8.59,4.71,5.18,-0.60,0.24,-0.55
3.5260,-11.14,3.49,4.31,0.28,0.29,0.22
3.6080,-6.79,2.67,2.00,-0.43,0.44,0.45
3.6900,-7.10,2.98,1.84,-0.17,0.06,0.42
3.7720,-8.04,2.08,1.02,-0.33,0.01,0.01
3.8540,-13.81,4.08,1.77,-0.42,0.04,0.03
3.9360,-16.08,5.69,4.35,0.32,0.26,-0.03
4.0180,-7.65,3.84,3.14,-0.19,0.55,0.14
4.1000,-7.49,3.80,3.80,-0.41,-0.34,0.22
4.1820,-8.12,2.94,4.35,-0.12,-0.51,-0.19
4.2640,-6.83,2.39,3.57,-0.22,-0.36,0.24
4.3460,-8.24,3.53,2.75,0.04,-0.20,0.18
4.4280,-9.22,2.16,1.61,0.64,0.06,0.05
4.5100,-12.24,2.75,0.71,0.44,0.06,-0.16
4.5920,-10.00,4.71,6.16,-0.94,0.20,-0.66
4.6740,-10.63,5.22,5.30,-0.47,0.17,-0.51
4.7560,-8.47,3.02,3.37,0.15,0.59,0.32
4.8380,-7.06,2.47,2.43,-0.13,0.24,0.46
4.9200,-6.79,2.39,1.10,-0.20,0.06,0.25
5.0020,-9.61,2.31,0.59,-0.54,0.01,-0.26
5.0840,-13.10,3.26,0.04,-0.23,-0.01,0.14
5.1660,-15.26,8.90,7.37,0.36,-0.28,0.20
5.2480,-7.65,2.28,4.75,0.03,0.01,0.11
5.3300,-9.06,3.80,3.77,-0.29,-0.51,-0.08
5.4120,-7.53,2.00,3.06,0.02,-0.43,-0.20
5.4940,-7.06,2.08,2.90,-0.26,-0.32,0.21
5.5760,-9.06,3.30,2.31,0.17,0.01,0.13
5.6580,-10.47,2.24,1.80,0.67,-0.10,0.21
5.7400,-13.30,3.61,3.41,0.48,-0.06,-0.26
5.8220,-9.92,3.88,5.77,-1.21,0.18,-0.86
5.9040,-10.04,5.41,4.00,-0.30,0.16,-0.40
5.9860,-7.81,2.90,2.51,0.18,0.31,0.37
6.0680,-6.94,3.02,1.53,-0.07,0.13,0.51
6.1500,-7.37,2.04,0.90,-0.09,-0.07,0.15
6.2320,-10.28,2.12,1.18,-0.24,-0.12,-0.16
6.3140,-12.63,3.14,-0.12,-0.17,0.07,-0.01
6.3960,-14.67,8.28,6.75,0.13,-0.25,0.08
6.4780,-8.47,2.86,4.39,0.41,0.49,0.01
6.5600,-7.45,4.47,3.73,-0.25,-0.40,0.16
6.6420,-7.88,3.14,3.61,0.51,-0.75,-0.45
6.7240,-7.18,2.24,3.18,0.21,-0.48,0.05
6.8060,-9.06,3.06,2.51,0.42,-0.34,-0.02
6.8880,-9.26,2.16,2.16,0.67,0.09,0.00
6.9700,-12.12,2.20,1.10,0.49,0.04,-0.19
7.0520,-10.87,5.18,5.45,-0.52,0.09,-0.63
7.1340,-9.14,5.61,5.26,-0.72,0.34,-0.57
7.2160,-8.59,3.26,3.61,0.53,0.24,0.23
7.2980,-6.94,2.12,1.96,0.18,0.16,0.35
7.3800,-7.37,2.35,0.86,-0.01,0.10,0.19
7.4620,-9.34,1.65,0.27,-0.20,0.08,-0.20
7.5440,-12.75,3.57,0.43,-0.48,0.06,0.15
7.6260,-13.89,7.10,4.00,0.13,0.00,0.06
7.7080,-9.49,4.63,4.67,-0.02,0.49,0.41
7.7900,-7.73,3.30,3.41,-0.24,-0.33,0.03
7.8720,-8.28,3.57,3.84,0.32,-0.75,-0.38
7.9540,-7.22,1.29,2.47,0.31,-0.49,-0.01
8.0360,-7.61,2.90,2.59,-0.05,-0.17,0.21
8.1180,-9.38,3.41,2.71,0.63,0.16,0.17
8.2000,-12.59,1.65,0.94,0.46,0.03,-0.14
8.2820,-11.34,4.39,3.57,-0.21,0.26,-0.20
8.3640,-8.87,5.49,5.81,-0.96,0.11,-0.79
