"Name:","walk_127_4_1"
"EXPERIMENT TIME:","15/03/2024 20:26"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","87"

"Time [sec]","ACC X","ACC Y","ACC Z","GYRO X","GYRO Y","GYRO Z"
"0.0","-0.55","1.84","-10.71","0.02","0.09","-0.11"
"0.05","-0.31","2.08","-11.06","-0.0","0.14","-0.1"
"0.1","-0.63","1.33","-12.08","0.06","0.15","-0.13"
"0.15","-1.1","1.92","-11.38","-0.06","0.01","-0.03"
"0.2","-1.14","2.04","-10.63","0.06","-0.01","-0.21"
"0.25","-1.06","1.65","-10.67","0.16","0.03","-0.28"
"0.3","-1.02","1.53","-10.75","0.14","0.04","-0.3"
"0.35","-1.02","1.73","-10.63","0.2","0.09","-0.4"
"0.4","-1.37","0.98","-10.94","0.19","0.08","-0.47"
"0.45","-1.37","1.06","-10.36","0.0","0.04","-0.36"
"0.5","-1.49","1.26","-10.67","0.03","0.09","-0.46"
"0.55","-1.37","0.82","-9.81","-0.02","0.21","-0.51"
"0.6","-1.41","1.18","-10.87","0.12","0.41","-0.56"
"0.65","-1.33","-0.08","-9.65","-0.12","0.26","-0.64"
"0.8","-2.12","-0.43","-12.43","0.03","0.22","-0.46"
"0.85","-1.02","-0.04","-15.34","-0.02","-0.2","-0.26"
"0.9","1.61","4.24","-15.1","-0.88","-0.47","0.49"
"0.95","-0.35","2.16","-9.61","0.03","-0.49","-0.01"
"1.0","0.98","4.98","-5.45","-0.27","-0.04","0.07"
"1.05","0.08","2.0","-11.45","0.15","0.77","-0.45"
"1.1","0.55","2.75","-10.43","-0.18","0.31","-0.0"
"1.15","0.08","2.79","-9.49","-0.23","0.36","0.01"
"1.2","-0.2","2.16","-9.77","-0.19","0.36","-0.03"
"1.25","-0.2","2.55","-9.41","-0.31","0.47","0.16"
"1.3","-0.24","3.22","-10.79","-0.23","0.58","0.07"
"1.35","-0.63","2.43","-10.36","-0.17","0.49","-0.0"
"1.4","-0.9","2.47","-10.4","-0.07","0.38","0.0"
"1.45","-0.86","2.39","-11.06","0.07","0.36","0.12"
"1.5","-0.16","3.06","-10.94","-0.09","0.08","0.22"
"1.55","-1.14","2.35","-12.91","-0.01","-0.19","0.4"
"1.6","-1.02","1.88","-15.42","-0.16","-0.53","0.83"
"1.65","1.49","7.41","-13.81","-0.39","-0.66","1.07"
"1.7","4.51","5.18","-10.4","0.49","-0.64","-0.7"
"1.75","3.26","-0.71","-7.49","1.15","0.16","-1.42"
"1.8","0.43","-0.55","-11.89","0.83","0.13","-0.41"
"1.85","-0.9","-0.9","-11.26","0.18","-0.34","0.17"
"1.9","-0.04","2.0","-8.71","-0.14","-0.49","0.44"
"1.95","-0.55","0.78","-8.47","0.02","-0.17","-0.09"
"2.0","-0.82","0.04","-9.45","-0.06","0.05","-0.11"
"2.05","-0.47","1.33","-8.79","-0.26","0.12","-0.12"
"2.1","-1.02","0.59","-9.77","-0.28","0.43","-0.41"
"2.15","-1.65","0.12","-12.16","-0.31","0.41","-0.56"
"2.2","-1.22","0.47","-13.06","-0.48","0.18","-0.63"
"2.25","-1.69","-0.67","-14.59","0.05","-0.34","-0.7"
"2.3","0.2","1.49","-16.32","0.31","-0.68","0.01"
"2.35","4.28","7.85","-11.53","-2.04","-1.19","0.73"
"2.4","1.06","3.41","-8.67","0.94","-0.54","-0.55"
"2.45","-0.35","2.2","-6.51","-0.21","0.24","-0.01"
"2.5","-0.63","2.63","-9.89","-0.4","0.39","0.32"
"5.882","-0.12","4.67","-14.28","-0.45","-0.37","1.04"
"5.932","2.71","5.57","-10.87","-0.21","0.01","0.02"
"5.982","1.8","-0.43","-12.43","0.97","0.41","-0.73"
"6.032","0.63","0.16","-9.85","0.16","-0.08","0.47"
"6.082","-0.31","2.04","-11.02","-0.03","-0.19","0.66"
"6.132","-0.82","1.96","-9.96","-0.08","-0.32","0.37"
"6.182","-0.75","1.45","-9.14","0.24","-0.16","-0.1"
"6.232","-0.71","0.86","-10.12","0.29","0.07","-0.29"
"6.282","-0.78","1.02","-10.36","0.12","0.1","-0.39"
"6.332","-1.14","1.06","-9.65","0.31","0.22","-0.64"
"6.382","-1.29","0.27","-9.02","0.28","0.27","-0.96"
"6.432","-0.82","-0.31","-10.2","0.38","0.6","-1.06"
"6.482","-0.27","0.08","-13.06","0.3","0.41","-1.13"
"6.532","0.08","-4.43","-14.08","0.61","-0.11","-0.88"
"6.582","2.35","3.53","-14.59","-0.37","-0.69","0.02"
"6.632","3.22","3.02","-10.67","-1.2","-0.54","-0.28"
"6.682","1.49","0.63","-9.49","1.03","-0.09","-0.23"
"6.732","0.82","0.86","-10.51","0.08","0.08","0.87"
"6.782","1.33","2.47","-11.22","-0.44","-0.25","0.95"
"6.832","1.65","1.96","-7.18","-0.26","0.05","0.86"
"6.882","1.29","1.53","-11.92","0.04","0.46","1.25"
"6.932","0.39","1.14","-11.57","-0.55","-0.13","1.82"
"6.982","0.63","2.51","-10.9","-0.74","-0.39","2.19"
"7.032","0.9","3.37","-10.16","-0.23","-0.33","2.14"
"7.082","0.71","2.43","-10.16","0.11","-0.2","2.15"
"7.132","0.51","2.47","-10.67","-0.08","-0.35","2.61"
"7.182","-0.08","3.69","-10.87","-0.36","-0.56","3.18"
"7.232","0.0","4.12","-10.04","-0.46","-1.04","3.32"
"7.282","2.12","3.14","-9.73","0.01","-0.58","2.95"
"7.332","1.45","1.1","-17.14","1.11","0.3","2.29"
"7.382","1.8","2.39","-9.49","-0.72","-0.63","2.43"
"7.432","-0.63","1.22","-10.16","0.13","-0.18","2.08"
"7.482","-0.08","1.53","-9.26","0.31","-0.12","2.23"
"7.532","-0.24","0.39","-10.47","0.44","0.0","2.13"
"7.582","0.08","1.02","-11.34","0.14","-0.19","2.45"
"7.632","0.0","2.2","-10.51","0.01","-0.26","2.09"
"7.682","-0.9","0.82","-10.75","0.07","-0.14","1.69"
"7.732","-1.29","-0.12","-10.59","0.02","-0.21","1.53"
"7.882","-1.69","0.16","-9.96","-0.09","-0.14","1.14"
"7.932","-1.77","0.35","-10.36","-0.14","-0.04","0.68"
"7.982","-1.22","-1.96","-12.0","0.18","0.09","0.09"
"8.032","1.18","-1.33","-14.51","0.51","-0.1","0.2"
"8.082","1.77","1.29","-15.38","-0.51","-0.56","1.04"
"8.132","0.86","3.65","-11.22","0.11","-0.82","1.37"
"8.182","0.55","3.8","-7.06","-0.52","-0.82","1.2"
"8.232","0.78","4.63","-8.51","-0.01","0.24","1.15"
"8.282","-0.08","3.22","-12.28","-0.1","0.1","0.85"
"8.332","-0.16","1.77","-9.3","-0.34","-0.1","1.25"
"8.382","0.2","3.65","-11.1","-0.35","-0.17","1.62"
"8.432","-0.47","2.79","-11.22","-0.27","-0.18","1.47"
"8.482","-0.9","3.77","-10.36","-0.49","-0.34","1.6"
"8.532","-1.22","2.98","-9.92","-0.32","-0.16","1.35"
"8.582","-1.41","3.18","-11.14","-0.07","-0.05","1.41"
"8.632","-2.47","3.33","-9.45","-0.12","-0.15","1.17"
"8.682","-2.31","3.65","-10.75","0.03","-0.11","0.79"
"8.732","-2.47","2.55","-10.0","0.3","-0.19","0.19"
"8.782","-2.63","2.86","-10.43","0.09","-0.09","0.22"
"8.832","-2.04","3.57","-10.2","-0.05","-0.11","0.11"
