NAME:,walk_125_1_2.csv,,,,,
EXPERIMENT TIME:,12/03/2024 7:16,,,,,
ACTIVITY TYPE:,Walking,,,,,
COUNT OF ACTUAL STEPS: ,30,,,,,
,,,,,,
Time [sec],ACC X,ACC Y,ACC Z,GYRO X,GYRO Y,GYRO Z
0,9.57,-0.12,-0.63,0.27,0.01,-0.05
0.05999756,9.61,0.43,-0.59,0.19,0.11,-0.04
0.11999512,9.53,-0.04,-0.43,-0.21,-0.01,-0.1
0.19000244,9.53,0,-0.51,0.1,0.05,-0.08
0.25,9.3,0.47,-1.1,-0.8,0.5,0.08
0.30999756,9.92,0.35,0.24,-1.19,0.43,0.03
0.36999512,9.61,-0.47,0.24,-0.78,0.37,0.05
0.43000793,9.41,-0.39,0.71,-0.31,0.17,0.14
0.5,9.34,-1.14,0.55,-0.13,-0.26,-0.12
0.55999756,8.83,-1.41,0.35,1.18,-0.61,-0.13
0.6199951,10.04,1.14,-1.29,2.63,-0.6,0.36
0.68000793,9.89,2.59,-1.18,0.57,0.33,0.37
0.7400055,9.96,-1.22,-0.08,-2.78,0.31,0.31
0.80999756,11.22,-4.16,1.49,-1.47,0.24,0.23
0.8699951,8.59,-1.61,0.47,1.82,0.46,0.17
0.93000793,8.04,0,-0.12,1.62,0.49,0.09
0.9900055,8.63,-1.37,1.06,-0.73,0.13,0.01
1.050003,9.22,-2.75,1.77,-0.04,0.49,-0.07
1.1199951,8,-1.18,2.67,1.18,0.24,-0.1
1.1800079,8.94,-1.1,1.49,0.9,-0.07,-0.39
1.2400055,7.53,-3.37,2.59,-0.56,0.11,-0.36
1.300003,12.28,-2.04,4.04,0.69,-0.87,-0.04
1.3600006,15.57,4,-3.22,5.74,1.12,-0.94
1.4300079,5.81,2.39,-2.59,-1.69,0.74,0.74
1.4900055,11.61,-1.49,-1.92,-4.86,-2.71,-0.34
1.550003,10.24,-4.47,0.67,-2.39,1.14,0.58
1.6100006,6.98,-0.9,-1.53,2.53,0.13,0.58
1.6699982,9.57,0.78,-2.31,1.55,-1.58,0.04
1.7400055,8.24,0.51,-1.33,-0.65,0.36,0
1.800003,8.63,1.06,-0.63,0.29,0.03,0.32
1.8600006,8.9,-0.31,-0.67,-1.55,0.14,-0.22
1.9199982,8.79,-1.92,-1.41,-1.74,0.57,-0.28
1.9799957,11.22,-0.86,-1.18,-0.22,-0.49,-0.55
2.050003,10.28,-1.73,-0.43,-1.67,0.3,-0.76
2.1100006,13.73,0.2,-1.92,0.19,-0.79,0.02
2.1699982,11.14,-3.77,-3.33,-1.05,-0.09,-0.22
2.2299957,11.06,0.35,-0.82,3.66,-0.19,1.15
2.2899933,9.65,2.98,-2.75,4.24,1.7,0.38
2.3600006,7.61,1.02,-0.67,-1.87,0.53,0.27
2.4199982,8.32,-2,0.75,-1.65,0.19,0.43
2.4799957,5.96,-1.02,0.04,1.86,0.81,0.31
2.5399933,7.1,0.86,-0.94,3.37,0.01,0.44
2.600006,10.24,-0.27,-0.39,-0.43,-0.73,-0.16
2.6699982,11.1,-4.43,0.63,-2.27,0.67,-0.31
2.7299957,7.18,-4.82,2.59,1.67,0.32,0
2.7899933,20.01,5.14,-3.49,4.38,-1.97,-0.43
2.850006,5.1,4.43,-3.57,4.21,2.81,-1.36
2.9100037,3.06,-0.75,-0.9,-4.56,1.84,-0.05
2.9799957,10.32,-1.02,-0.12,-2.55,-5.15,-0.51
3.0399933,11.73,0.55,-2.59,2.41,0.91,0.19
3.100006,5.37,2.16,-0.98,1.42,0.93,-0.41
3.1600037,7.41,0.27,-0.67,-2.08,-0.87,-0.19
3.2200012,10.28,-0.2,0.2,-1.44,-0.88,-0.7
3.2899933,8.83,-0.24,-1.1,-0.07,0.71,-0.5
3.350006,9.49,-0.78,-1.49,-1.15,0.04,-0.26
3.4100037,10.43,-2.47,-0.51,-2.42,-0.38,-0.3
3.4700012,13.1,-3.41,-2.35,-0.62,-0.48,0.12
3.5299988,12.24,2.31,-0.94,3.14,-1.64,0.63
3.600006,15.49,4.24,-4.59,4.2,0.64,0.76
3.6600037,5.88,-0.35,-1.29,-3.83,2.51,-0.44
3.7200012,6.83,-3.02,2.04,-2.2,-0.16,0.83
3.7799988,7.14,-0.39,-0.43,3.68,0.1,0.14
3.8399963,7.3,1.37,-1.73,5.05,0.56,0.53
3.9100037,7.1,0.78,-0.16,0.24,-0.1,-0.21
3.9700012,11.45,-2.63,1.69,-2.73,-0.93,-0.5
4.029999,9.53,-5.18,2.63,0.71,0.85,0.11
4.0899963,12.24,-0.16,-1.96,1.81,-0.46,-0.15
4.149994,12,6.75,-1.14,8,0.88,-1.69
4.220001,1.65,0.31,-1.53,-2.97,2.85,0.28
4.279999,8.04,-0.94,2.71,-3.31,-2.22,-0.08
4.3399963,13.22,2.12,-2.59,3.28,-3.83,-0.06
4.399994,7.61,2.43,-2.55,-0.35,1.49,-0.03
4.4600067,5.96,-0.75,-1.22,-3.02,0.31,-0.53
4.529999,10.4,-1.61,0.12,-1.94,-1.45,-0.2
