NAME:,run_123_2_1.csv,,,,,
EXPERIMENT TIME:,08/03/2024 09:40:56,,,,,
ACTIVITY TYPE:,Running,,,,,
COUNT OF ACTUAL STEPS:,160,,,,,
,,,,,,
Time [sec],ACC X,ACC Y,ACC Z,GYRO X,GYRO Y,GYRO Z
.0000,-15.97,2.47,4.12,1.25,-0.76,-0.14
.0820,-15.18,6.75,6.71,-0.47,-1.21,0.17
.1640,-10.79,1.61,3.73,-0.19,-0.58,-0.27
.2460,-4.67,1.10,1.02,-0.61,0.61,0.39
.3280,0.98,3.73,5.73,-0.11,0.46,-0.75
.4100,-20.01,10.55,13.81,-0.13,-1.38,-0.31
.4920,-17.30,5.81,5.41,0.69,-0.35,0.55
.5740,-3.30,-0.82,-0.90,0.61,0.65,0.50
.6560,-0.78,2.86,0.43,0.21,-0.10,-0.26
.7380,2.59,7.81,11.49,0.58,0.38,-1.01
.8200,-18.99,6.59,6.16,0.30,0.23,-0.06
.9020,-15.77,7.06,4.90,-0.11,-0.80,0.48
.9840,-7.69,4.00,0.75,-0.51,0.26,0.26
1.0660,1.26,0.35,0.90,0.09,0.28,-0.25
1.1480,0.98,7.85,11.53,0.70,-0.38,-0.99
1.2300,-15.57,6.79,5.37,0.58,0.35,0.00
1.3120,-15.30,4.59,3.33,0.46,0.20,0.95
1.3940,0.08,-2.35,-1.96,0.15,0.29,0.45
1.4760,0.67,0.67,-1.53,0.32,0.08,-0.96
1.5580,-19.10,-0.20,5.06,1.56,1.98,0.05
1.6400,-13.34,7.30,4.08,-0.97,-0.55,0.31
1.7220,-11.61,0.24,2.59,-0.02,-0.17,-0.44
1.8040,-4.86,2.43,0.08,-0.49,0.87,0.41
1.8860,1.14,0.75,0.35,-0.40,0.28,-0.36
1.9680,-20.01,11.10,9.34,-1.70,-0.65,-0.78
2.0500,-17.30,2.31,4.94,1.12,-0.10,0.23
2.1320,-12.20,1.33,1.57,1.27,-0.02,0.51
2.2140,0.31,1.96,-0.16,0.09,0.05,0.26
2.2960,-0.94,1.57,0.78,0.46,0.22,-0.68
2.3780,-16.71,7.18,9.10,0.27,-0.60,0.64
2.4600,-15.93,5.92,4.35,-0.08,-1.04,0.09
2.5420,-8.24,3.73,1.69,-0.27,0.18,0.17
2.6240,0.78,0.51,0.39,-0.06,0.39,0.12
2.7060,0.94,8.47,3.73,0.09,-0.48,-0.78
2.7880,-20.01,9.92,8.67,0.28,0.39,-0.35
2.8700,-15.10,4.67,2.94,0.58,0.37,1.33
2.9520,1.06,-0.43,-1.37,0.19,0.26,0.61
3.0340,-0.90,0.86,0.39,0.38,0.10,-0.57
3.1160,-18.79,2.20,7.41,0.92,1.44,-0.08
3.1980,-16.24,6.39,3.73,-1.31,-1.05,0.01
3.2800,-14.04,1.49,3.37,-0.70,-0.01,-0.16
3.3620,-1.41,1.37,0.59,-0.72,1.32,0.47
3.4440,0.51,1.88,0.08,-0.39,0.67,-0.49
3.5260,-18.75,11.81,9.77,-1.69,-0.75,-0.54
3.6080,-19.93,1.57,4.51,1.30,-0.10,0.00
3.6900,-8.79,-0.51,2.04,1.09,-0.29,0.33
3.7720,1.88,1.33,-1.57,0.23,0.41,-0.10
3.8540,-1.22,-0.78,0.43,0.36,0.06,-0.89
3.9360,-17.61,7.30,7.41,0.03,0.24,1.24
4.0180,-20.01,5.57,3.53,-0.07,-1.65,-0.16
4.1000,-12.20,4.51,2.47,-0.81,0.01,0.28
4.1820,1.10,0.00,1.92,-0.34,0.39,0.79
4.2640,-0.04,0.24,2.35,-0.27,0.36,-0.81
4.3460,-20.01,13.10,16.59,-0.40,-1.71,0.29
4.4280,-18.63,2.71,4.08,0.82,0.05,0.92
4.5100,-1.02,-1.65,-1.69,0.76,1.00,0.31
4.5920,-0.98,1.49,0.31,-0.10,-0.17,-0.16
4.6740,2.79,20.01,20.01,-0.29,-0.69,-0.76
4.7560,-18.12,9.34,3.65,-1.13,-0.28,0.06
4.8380,-13.81,0.75,5.26,0.13,-0.76,-0.08
4.9200,-0.12,1.06,1.80,-0.56,0.93,0.93
5.0020,-0.24,-1.22,0.39,-0.01,0.34,-0.98
5.0840,-20.01,17.02,15.06,-1.84,-0.20,-0.11
5.1660,-20.01,1.37,4.51,1.31,0.26,0.62
5.2480,-0.20,-1.18,-1.37,0.73,0.65,0.20
5.3300,-0.86,2.98,0.90,0.24,-0.18,-0.42
5.4120,-1.14,19.10,20.01,-0.40,-1.17,-0.50
5.4940,-17.46,8.36,2.51,-1.29,-0.10,0.61
5.5760,-15.30,0.71,2.86,-0.24,-0.17,0.08
5.6580,-1.06,1.41,2.04,-0.71,1.12,0.71
5.7400,0.24,-0.71,0.31,-0.23,0.32,-0.98
5.8220,-20.01,15.10,15.81,-1.57,-0.50,0.54
5.9040,-18.36,1.10,3.88,1.17,0.46,0.55
5.9860,1.53,-0.98,-1.84,0.20,0.53,0.43
6.0680,-0.20,2.67,0.55,-0.04,-0.05,-0.49
6.1500,-20.01,4.63,-4.00,-0.07,-1.82,-0.19
6.2320,-19.93,7.77,2.51,-1.17,-0.52,-0.48
6.3140,-9.85,2.31,3.80,-0.38,-0.18,0.11
6.3960,1.57,0.63,0.04,-0.25,0.65,0.61
6.4780,0.75,0.24,4.16,-0.06,0.38,-1.33
6.5600,-20.01,14.67,8.94,0.98,0.30,0.59
6.6420,-14.98,2.55,5.02,0.58,0.32,0.98
6.7240,4.98,-0.55,-1.37,0.62,0.59,0.24
6.8060,1.14,0.75,0.51,-0.02,-0.00,-0.92
6.8880,-18.67,5.33,1.26,1.61,1.53,1.40
6.9700,-17.26,6.04,3.02,-0.97,-0.53,-0.44
7.0520,-6.00,3.02,2.98,-0.64,0.67,0.62
7.1340,3.22,0.43,-0.67,-0.32,0.59,-0.07
7.2160,3.06,8.39,9.61,-0.38,-2.77,-0.72
7.2980,-20.01,1.18,6.43,1.98,-0.62,-1.14
7.3800,-6.08,-0.67,-1.53,0.37,0.28,0.36
7.4620,1.45,0.00,-0.12,0.45,0.03,0.06
7.5440,0.08,2.51,0.51,-0.29,0.63,-0.88
7.6260,-20.01,4.31,5.30,-0.08,0.20,0.82
7.7080,-17.18,2.79,3.84,-0.23,-0.34,0.33
7.7900,-2.55,2.47,2.75,-0.57,0.79,0.80
7.8720,1.96,-0.39,0.35,0.13,0.49,-0.89
7.9540,-6.24,4.12,9.57,-0.61,-1.74,-0.56
8.0360,-20.01,1.18,4.04,1.53,-0.53,-0.53
8.1180,-2.82,0.75,-0.90,-0.07,0.80,0.63
8.2000,0.04,2.04,-0.67,0.49,0.15,-0.31
8.2820,1.80,20.01,20.01,-0.70,-0.33,-0.74
8.3640,-17.85,5.45,2.75,-1.08,0.09,0.19
8.4460,-15.10,0.86,3.14,-0.54,-0.19,0.25
8.5280,-1.26,0.82,3.33,-0.55,0.94,0.79
8.6100,1.29,0.98,0.90,-0.52,0.59,-1.00
8.6920,-20.01,16.08,12.91,-2.25,-1.17,-0.54
8.7740,-20.01,-0.12,4.63,1.38,0.01,0.36
8.8560,-2.82,-1.29,-0.94,0.84,0.06,0.26
8.9380,-0.51,2.04,0.51,0.15,0.14,-0.03
9.0200,-11.92,16.91,1.26,0.02,-0.37,-0.42
9.1020,-18.63,3.96,1.45,-1.48,0.14,-0.19
9.1840,-11.96,2.94,3.37,-0.83,0.06,-0.02
9.2660,-0.90,-1.53,3.02,-0.41,1.13,1.21
9.3480,0.86,-0.20,0.55,-0.75,0.76,-0.60
9.4300,-20.01,12.59,10.12,-2.25,-0.81,-0.78
9.5120,-20.01,1.69,3.41,0.79,0.16,0.26
9.5940,-4.86,-0.31,-0.71,0.83,0.65,0.26
9.6760,-0.51,2.75,1.41,-0.11,0.33,0.03
9.7580,4.39,12.20,16.12,0.18,0.12,-0.89
9.8400,-16.67,2.28,2.94,-0.75,0.41,0.79
9.9220,-17.22,1.10,2.47,-0.57,-0.35,0.48
10.0040,-3.14,0.98,1.18,-1.03,1.85,0.80
10.0860,1.53,1.22,0.43,-0.93,0.76,-0.34
10.1680,-14.00,10.12,6.39,-1.67,-0.16,-1.10
10.2500,-19.50,2.63,2.94,0.69,-0.08,0.30
10.3320,-7.02,-1.26,0.04,0.75,0.20,0.40
10.4140,1.37,1.96,1.18,-0.41,0.21,0.06
10.4960,2.79,9.30,12.55,0.21,-0.24,-1.14
10.5780,-18.44,2.67,4.59,-1.31,0.56,1.05
10.6600,-17.89,1.61,3.37,-0.34,-0.21,0.24
10.7420,-3.30,1.92,0.20,-1.01,1.67,0.76
10.8240,2.04,0.27,0.24,-0.95,0.66,-0.35
10.9060,-11.85,8.08,7.85,-0.24,-2.14,-0.23
10.9880,-20.01,3.06,4.51,0.81,-0.32,-0.73
11.0700,-8.63,1.14,1.80,0.25,0.45,0.42
11.1520,2.20,4.79,2.08,-0.35,0.25,0.33
11.2340,-0.75,5.06,6.83,0.37,0.47,-1.14
11.3160,-18.16,4.31,5.92,-1.19,0.34,0.94
11.3980,-16.04,2.16,3.22,-1.42,-0.02,0.96
11.4800,-4.35,2.43,1.84,-1.32,1.62,0.92
11.5620,2.31,0.90,0.86,-0.90,1.17,0.12
11.6440,-3.02,4.51,-2.51,-0.15,-2.12,-0.62
11.7260,-19.97,3.30,4.28,-0.02,0.43,-0.29
11.8080,-14.20,3.37,1.73,-0.56,1.23,1.22
11.8900,3.22,0.63,2.24,-1.12,1.11,0.87
11.9720,0.08,0.63,-0.90,0.04,0.50,-0.65
12.0540,-14.63,7.61,-0.75,0.35,0.28,1.62
12.1360,-19.42,6.67,5.45,-2.29,-1.10,0.56
12.2180,-10.51,1.80,4.94,-1.55,0.16,0.25
12.3000,1.02,-0.20,1.57,-1.03,1.06,1.05
12.3820,0.59,0.94,2.98,-0.49,1.09,-0.72
12.4640,-20.01,10.90,12.98,-0.91,-0.46,0.45
