"NAME:","run_122_1_1.csv"
"EXPERIMENT TIME:","15/03/2024 23:59:43"
"ACTIVITY TYPE:","Running"
"COUNT OF ACTUAL STEPS:","162"
""
"Time [sec]","ACC X","ACC Y","ACC Z","GYRO X","GYRO Y","GYRO Z"
"0.0","-0.39","10.3","-2.08","0.01","0.01","-0.00"
"1.199","0.08","10.7","-2.75","-0.23","-0.10","0.04"
"1.259","0.00","10.0","-2.08","-0.31","0.02","0.19"
"1.330","-0.04","9.73","-2.16","-0.45","-0.16","0.13"
"2.269","-0.12","20.0","-9.92","2.37","0.18","1.23"
"2.330","-3.02","6.39","-0.86","0.28","-0.66","1.92"
"2.389","8.24","-3.84","-2.24","1.77","-0.74","-0.27"
"2.449","-6.32","6.83","4.20","0.62","-0.23","-0.82"
"2.519","5.18","19.8","-4.00","1.05","-1.38","1.59"
"2.580","-0.08","16.3","-5.18","-0.07","0.88","-0.47"
"2.639","2.98","18.8","-7.14","-1.41","-0.65","-0.91"
"2.709","1.06","3.61","-0.67","-0.21","2.49","-1.31"
"2.769","-4.79","-1.92","2.94","1.01","0.28","0.00"
"2.830","2.16","6.28","1.77","-0.52","0.45","-0.01"
"2.900","-12.5","20.0","-1.26","-1.53","0.23","-1.28"
"2.959","0.08","20.0","-4.71","0.44","-0.92","1.12"
"3.019","-2.51","11.9","-3.49","0.12","-0.53","1.69"
"3.150","-5.18","1.10","-0.63","0.64","-0.54","-0.36"
"3.209","-2.94","20.0","-12.7","2.51","-2.78","0.95"
"3.269","2.67","14.0","-6.35","-0.92","0.99","-0.35"
"3.339","-3.53","15.2","-7.45","-1.72","0.22","-0.97"
"3.400","1.45","3.30","0.90","0.09","1.95","-1.74"
"3.459","2.16","-3.69","0.94","1.72","0.89","0.94"
"3.529","3.57","6.63","2.86","-0.97","1.24","0.53"
"3.589","-19.2","18.9","-7.81","2.01","-1.04","-1.66"
"3.650","1.53","20.0","-8.28","0.52","-1.13","1.16"
"3.720","-1.29","4.24","-3.41","1.75","-1.20","1.58"
"3.779","4.08","-2.94","3.02","1.61","-0.23","-0.58"
"3.839","-5.30","13.6","7.37","-0.17","-0.59","-0.38"
"3.900","17.4","20.0","-14.5","1.88","-0.83","1.65"
"3.970","-5.53","19.7","-9.77","-1.56","1.25","-1.02"
"4.089","-9.41","2.86","4.79","-0.74","1.01","-1.77"
"4.159","0.90","0.24","-1.69","0.71","0.29","0.32"
"4.220","-1.96","9.61","3.33","-2.00","0.91","-0.55"
"4.279","-4.86","16.6","3.02","-1.92","-1.13","0.24"
"4.349","1.33","17.3","-9.96","1.32","-1.23","1.34"
"4.409","4.43","-2.35","-0.75","3.17","-0.61","1.77"
"4.470","-6.39","-0.39","5.53","0.49","0.24","-1.42"
"4.529","-5.96","15.5","18.0","-1.59","-1.51","0.40"
"4.599","16.8","20.0","-14.7","2.24","-0.40","1.13"
"4.659","-7.14","18.0","-9.06","-0.76","1.00","-0.82"
"4.720","6.59","10.9","-10.2","-1.11","-0.49","-1.65"
"4.790","-13.0","-1.53","9.53","-1.65","0.84","-0.85"
"4.849","3.80","0.90","-1.49","0.61","0.59","0.51"
"4.909","1.69","15.6","3.96","-2.00","1.34","-0.74"
"4.979","-7.49","18.1","-1.02","-0.45","-0.52","0.37"
"5.040","0.16","16.0","-8.79","1.20","-0.15","1.28"
"5.099","0.55","-2.00","2.63","2.12","-0.41","1.53"
"5.159","-1.69","0.59","3.22","0.80","-0.20","-0.52"
"5.229","-0.82","12.9","-1.88","0.34","-1.03","-0.11"
"5.290","15.4","20.0","-20.0","6.85","-1.56","1.75"
"5.349","-5.18","19.1","-13.1","-1.53","1.39","-1.28"
