"NAME:","walk_126_1_1.csv"
"EXPERIMENT TIME:","24/03/2024 15:36"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","80"
""
"Time [sec]","ACC X","ACC Y","ACC Z","GYRO X","GYRO Y","GYRO Z"
"14.39","1.10","-3.30","-9.69","0.01","-0.02","0.04"
"14.49","1.26","-3.14","-9.81","0.07","0.07","-0.01"
"14.59","1.18","-3.14","-9.89","0.00","-0.02","-0.05"
"14.69","1.49","-3.06","-9.81","-0.03","-0.03","-0.12"
"14.80","1.33","-3.18","-9.61","-0.04","-0.03","0.03"
"14.90","1.80","-2.86","-9.49","-0.10","0.09","0.12"
"15.00","1.06","-1.92","-9.73","-0.03","-0.08","0.27"
"15.10","0.71","-1.37","-10.12","-0.16","-0.07","0.95"
"15.20","-0.86","-1.26","-9.57","-0.00","-0.30","1.05"
"15.31","0.47","-2.12","-9.81","0.03","-0.04","0.37"
"15.41","0.59","-3.30","-10.51","0.30","-0.20","0.51"
"15.51","0.98","-1.88","-9.61","0.07","-0.38","-0.57"
"15.61","0.04","-0.39","-11.02","0.17","-0.34","0.04"
"15.71","1.61","-6.08","-13.06","-0.25","0.17","0.97"
"15.82","2.04","-4.98","-12.91","-0.74","2.82","0.85"
"15.92","2.59","-2.71","-7.61","0.01","1.62","-1.69"
"16.02","3.41","-0.24","-7.57","-0.30","0.88","0.25"
"16.12","2.12","-3.77","-6.51","-0.51","0.01","2.58"
"16.22","3.65","1.22","-7.53","-0.17","-1.01","-1.14"
"16.33","10.47","-0.78","-11.06","-0.24","0.16","-0.69"
"16.43","2.39","-4.59","-12.16","-0.64","0.06","0.80"
"16.53","-3.22","-4.67","-5.81","-0.23","0.19","-0.91"
"16.63","1.02","-4.67","-8.83","0.83","-1.86","2.62"
"16.73","-0.39","-3.45","-9.57","0.38","-1.47","0.06"
"16.84","1.33","0.51","-9.38","0.26","-0.95","1.12"
"16.94","2.16","-1.88","-9.53","0.23","-0.85","0.89"
"17.04","-0.24","-0.43","-8.87","0.14","-0.20","-0.52"
"17.14","1.26","-0.35","-13.49","-0.27","-0.31","-0.64"
"17.24","2.51","-5.10","-12.16","-0.63","2.52","0.31"
"17.35","-0.51","-5.33","-7.96","0.06","2.39","-1.70"
"17.45","2.51","-2.67","-7.85","-0.06","1.61","0.41"
"17.55","1.37","-1.92","-5.37","-0.32","-0.27","1.31"
"17.65","9.81","-0.90","-14.67","1.01","-2.57","-3.91"
"17.75","3.26","-3.49","-9.53","-1.85","1.92","2.71"
"17.86","5.61","-6.98","-9.30","-0.02","-0.43","1.40"
"17.96","-2.04","0.39","-9.06","1.11","-1.16","0.88"
"18.06","4.20","-0.59","-9.49","1.20","-1.81","-3.61"
"18.16","2.16","0.00","-10.08","0.66","-1.60","-1.73"
"18.26","1.02","1.80","-9.49","0.59","-1.16","-0.02"
"18.37","1.02","-1.65","-10.71","-0.99","-0.26","-0.32"
"18.47","-1.57","1.61","-11.30","0.03","-0.20","0.25"
"18.57","5.33","-2.39","-15.97","-0.61","0.77","1.69"
