NAME:,run_121_4_1.csv,,,,,
EXPERIMENT TIME:,18/03/2024 16:58,,,,,
ACTIVITY TYPE:,Running,,,,,
COUNT OF ACTUAL STEPS:,133,,,,,
,,,,,,
Time [sec],ACC X,ACC Y,ACC Z,GYRO X,GYRO Y,GYRO Z
0.023453,-2.24,-8.16,3.73,-0.01,0.03,-0.03
0.101475,-2.24,-8.16,3.8,-0.01,0.03,-0.01
0.202599,-2.24,-8.2,3.77,-0.03,0.02,-0.02
0.320345,-2.2,-8.24,3.73,-0.03,-0.01,-0.02
0.417823,-2.28,-8.24,3.73,-0.04,0.01,-0.03
0.516358,-2.28,-8.2,3.57,-0.05,-0.01,-0.05
0.61559,-2.2,-8.04,3.69,-0.07,-0.06,-0.05
0.723215,-2.31,-8.16,4.04,-0.08,0.01,-0.09
0.836687,-2.43,-8.2,4.2,-0.06,-0.02,-0.06
0.924528,-1.41,-7.53,3.65,-0.1,0.05,-0.11
1.031432,-1.96,-8.24,4.86,0,-0.13,-0.15
1.146177,-2.79,-7.81,4.9,0.16,-0.8,-0.52
1.251502,-0.47,-6.63,5.77,0.82,-1,-0.4
1.367161,-0.59,-6.71,5.84,0.41,-1.53,-0.25
1.451562,1.65,-6.32,7.41,0.09,-0.96,0
1.563681,0.04,-4.35,5.96,-0.53,-0.22,0.39
1.671718,1.77,-6.12,1.8,-0.78,0.51,-0.42
1.766867,1.45,-18.67,9.06,-2.17,1.67,-0.02
1.850925,-5.65,-7.18,9.92,1.21,2.74,1.55
1.952766,-1.33,-0.67,-0.47,0.07,-0.63,0.01
2.055706,0.71,0.71,-2.79,-0.53,-0.04,-0.91
2.152901,-2.35,-20.01,19.97,3.61,0.97,-1.77
2.254607,0.31,-11.38,5.57,1.13,-1.01,-0.18
2.369581,-2.12,0.24,-0.35,-0.24,1.46,-0.06
2.45617,0.24,1.45,-2.79,-0.85,0.76,0.08
2.593482,0.04,-20.01,15.49,-0.32,-1.52,0.62
2.664135,-9.65,-13.02,11.92,-0.38,1.77,0.88
2.773445,-2.55,-0.24,-1.45,0.06,-0.85,0.07
2.866713,0.43,1.45,-3.53,-0.83,-0.74,-0.27
2.962291,2.2,-8.51,-6.16,0.55,0.05,0.88
3.07523,-13.1,-10.24,16.91,1.39,-2.02,0.65
3.249525,-1.84,-1.22,0.75,-0.46,0.79,0.01
3.28538,-0.24,0.67,-1.33,0.15,0.86,0.02
3.380177,-0.43,-8.2,1.84,0.37,0.48,2.13
3.494741,-12.63,-6.71,11.18,-1.31,-0.16,0.6
3.567675,-2.12,0.04,-1.92,1.2,-0.1,0.05
3.677516,1.61,1.96,-5.41,-1.54,-0.5,-0.53
3.770284,3.92,-8.12,-7.14,2.21,-0.08,2.57
3.920605,-4.86,-9.57,8.04,-0.53,-0.27,-0.59
3.972529,-3.77,4.08,-2.79,-0.56,1.15,0.88
4.096014,0.12,1.69,-2.63,-1.24,1.13,-0.16
4.196827,-20.01,-20.01,20.01,2.86,-1.89,2.72
4.309413,-5.18,-12.71,8.87,-0.73,-0.79,-0.17
4.398338,-1.06,1.73,0.63,0.23,1.52,-0.75
4.503215,1.18,1.02,-0.59,-1.84,-0.53,-1.52
4.654333,0.55,-4.71,-0.9,0.99,0.89,1.29
4.708136,-20.01,-7.18,17.34,0.15,-1.86,0.59
4.803922,0.75,-1.02,0.12,0.21,0.56,-0.97
4.911594,2.08,2.43,-2.35,-0.45,0.49,-0.46
5.01947,-0.12,-9.57,3.37,0.79,0.45,0.76
5.128495,-18.36,-10.2,9.49,0.53,1.43,0.83
5.206893,-2.35,-0.27,-0.04,1.2,0.4,-0.51
5.333469,0.12,0.94,-2.2,-1.02,-0.26,-1.23
5.444499,1.88,-6.51,-5.57,2.26,0.45,0.77
5.540814,-20.01,-7.14,17.46,0.7,-1.64,0.49
5.615472,-0.86,-2.16,0.04,0.13,0.81,-0.2
5.740017,0.9,4.08,-4.79,0.71,0.7,0.69
5.810924,-1.61,-12.12,7.65,-0.39,1.6,-0.2
5.946312,-6.83,-18.32,6.67,-1.33,0.04,0.7
6.030943,-3.84,-1.69,5.96,1.42,1.1,-0.48
6.162553,1.14,0.71,-4.04,-1.42,-0.85,-0.29
6.259784,0.67,-3.14,-0.9,-0.59,-0.24,-0.63
6.348246,-6.9,-12.83,10.94,0.02,0.42,-1.17
6.494689,-0.35,-9.41,-0.31,-0.38,0.41,-0.98
6.548326,-1.22,1.96,-2.35,1.49,1.34,0.8
6.632698,1.14,-2.63,-2.82,-0.77,1.12,-0.43
6.782951,-13.96,-20.01,8.59,-2.16,1.24,1.56
6.879411,-5.33,-3.53,7.69,0.48,0.63,-0.38
6.964272,0.86,1.14,-3.1,-0.74,-0.58,-0.04
