NAME:,walk_123_1_1,,,,,
36.0800,-6.75,4.00,1.73,0.87,0.61,0.06
36.1620,-8.67,4.51,4.75,-0.33,-0.52,0.13
36.2440,-6.63,2.35,2.63,0.12,-0.40,-0.16
36.3260,-7.14,2.24,2.75,0.05,-0.29,0.15
36.4080,-8.47,2.94,3.02,0.38,-0.07,0.28
36.4900,-12.32,2.75,1.69,0.53,0.03,-0.02
36.5720,-12.00,2.86,2.20,0.40,0.11,-0.19
36.6540,-6.55,3.84,5.88,-1.55,0.35,-0.86
36.7360,-13.02,6.20,5.10,-0.16,0.34,-0.03
36.8180,-6.04,1.73,1.45,-0.44,0.71,0.34
36.9000,-5.45,1.57,1.14,-0.57,0.16,0.60
36.9820,-8.00,2.55,0.78,-0.73,-0.00,0.06
37.0640,-14.04,3.14,2.47,-0.42,-0.13,-0.07
37.1460,-11.41,2.51,6.00,0.02,0.46,0.09
37.2280,-4.47,4.47,1.29,0.73,0.67,0.13
37.3100,-7.81,4.24,4.59,-0.29,-0.56,0.04
37.3920,-7.37,2.94,3.10,0.10,-0.41,-0.14
37.4740,-7.30,1.69,2.67,0.06,-0.29,0.10
37.5560,-8.00,3.02,2.55,0.37,-0.15,0.25
37.6380,-11.34,1.41,1.26,0.55,0.07,0.06
37.7200,-12.71,4.86,2.79,0.27,0.15,-0.28
37.8020,-7.81,4.63,6.08,-1.30,0.33,-0.97
37.8840,-13.85,6.67,4.98,-0.19,-0.02,-0.08
37.9660,-6.51,1.92,1.61,-0.17,0.34,0.30
38.0480,-4.79,1.57,0.86,-0.27,0.12,0.58
38.1300,-6.90,2.82,1.10,-0.66,-0.12,0.01
38.2120,-13.77,3.84,2.55,-0.26,-0.23,-0.22
38.2940,-13.65,2.82,7.26,0.04,0.27,0.09
38.3760,-4.39,3.02,1.77,0.67,0.91,-0.06
38.4580,-8.16,4.79,4.39,-0.17,-0.49,0.15
38.5400,-7.49,2.90,3.37,0.14,-0.45,-0.25
38.6220,-6.79,1.41,2.39,0.07,-0.16,0.14
38.7040,-8.08,2.90,2.75,0.29,-0.13,0.19
38.7860,-11.10,2.47,1.10,0.58,0.01,0.19
38.8680,-12.79,3.18,1.33,0.40,-0.04,-0.24
38.9500,-7.34,5.30,6.51,-1.45,0.54,-0.82
39.0320,-12.91,6.51,5.30,-0.03,0.06,-0.09
39.1140,-6.71,1.80,1.45,0.04,0.47,0.26
39.1960,-5.22,2.04,0.75,-0.20,0.12,0.42
39.2780,-6.59,1.73,0.43,-0.71,-0.10,0.02
39.3600,-12.55,3.45,2.94,-0.54,0.01,-0.41
39.4420,-14.36,-1.02,-0.51,0.13,0.47,0.02
39.5240,-10.43,11.61,7.37,1.09,-0.62,0.58
39.6060,-7.81,3.41,4.75,-0.26,-0.29,-0.10
39.6880,-8.43,3.84,3.41,0.41,-0.53,-0.22
39.7700,-6.16,1.22,2.51,0.41,-0.37,-0.06
39.8520,-8.08,2.59,2.55,0.47,-0.29,0.34
39.9340,-11.26,2.35,1.96,0.68,0.06,0.10
40.0160,-12.36,4.04,1.29,0.15,-0.06,-0.15
40.0980,-7.73,4.39,6.63,-0.83,0.45,-0.90
40.1800,-12.83,7.18,5.49,-0.68,-0.08,-0.43
40.2620,-7.18,1.33,2.16,0.21,0.53,0.37
40.3440,-4.94,2.04,0.86,-0.13,0.26,0.57
40.4260,-6.43,2.16,0.43,-0.51,-0.18,0.09
40.5080,-11.92,3.26,2.79,-0.37,-0.09,-0.43
40.5900,-14.40,3.06,6.67,0.40,0.19,0.02
40.6720,-6.75,5.02,2.16,0.55,0.79,0.17
40.7540,-8.16,3.80,5.14,-0.14,-0.38,0.29
40.8360,-7.57,3.10,3.45,0.05,-0.57,-0.22
40.9180,-6.08,1.02,2.55,0.05,-0.26,0.13
41.0000,-8.24,3.10,3.14,0.13,-0.27,0.35
41.0820,-11.41,2.63,1.77,0.54,0.17,0.15
41.1640,-12.28,3.61,1.49,0.08,0.16,-0.17
41.2460,-7.65,5.45,6.75,-0.62,0.65,-0.79
41.3280,-13.38,6.16,5.22,-0.37,0.05,-0.38
41.4100,-6.75,1.49,1.92,0.02,0.50,0.33
41.4920,-5.10,2.35,0.75,-0.16,0.13,0.50
41.5740,-6.55,1.88,0.39,-0.66,0.00,0.16
41.6560,-11.92,3.61,2.98,-0.68,-0.09,-0.27
41.7380,-15.18,4.63,8.20,0.62,-0.10,0.03
41.8200,-2.71,1.45,1.61,0.73,1.24,-0.18
41.9020,-7.77,5.33,4.55,-0.35,-0.46,0.35
41.9840,-6.71,2.39,2.51,0.15,-0.26,-0.34
42.0660,-7.49,1.65,2.71,0.06,-0.25,0.10
42.1480,-7.88,2.35,2.31,0.20,-0.07,0.25
42.2300,-10.40,3.06,1.92,0.39,0.09,0.25
42.3120,-13.18,4.47,2.98,0.26,0.03,-0.23
42.3940,-8.98,5.41,6.47,-1.13,0.13,-0.97
42.4760,-12.47,6.28,5.18,-0.23,-0.03,-0.27
42.5580,-5.61,2.04,1.61,0.28,0.32,0.29
42.6400,-5.92,1.84,0.94,0.09,-0.01,0.33
42.7220,-7.65,2.24,0.67,-0.46,-0.20,0.19
42.8040,-11.38,4.67,2.35,-0.61,-0.07,-0.28
42.8860,-13.73,3.26,7.10,0.49,0.08,-0.05
42.9680,-6.24,3.45,2.63,0.70,1.11,-0.01
43.0500,-7.49,4.75,4.24,-0.37,-0.29,0.29
43.1320,-7.41,2.90,3.14,0.15,-0.43,-0.21
43.2140,-6.12,1.14,2.35,0.05,-0.15,0.18
43.2960,-8.55,2.67,2.82,0.23,-0.35,0.38
43.3780,-11.85,2.35,1.84,0.61,0.13,0.18
43.4600,-12.28,6.39,5.18,0.06,0.13,-0.30
43.5420,-7.69,4.86,5.69,-0.46,0.35,-1.24
43.6240,-14.71,5.33,5.73,0.03,-0.12,0.06
43.7060,-5.73,1.84,0.82,-0.05,0.50,0.32
43.7880,-4.63,1.65,0.94,-0.30,0.12,0.37
43.8700,-7.26,2.67,0.86,-0.46,-0.16,0.04
43.9520,-14.36,4.63,2.28,-0.24,-0.37,-0.15
44.0340,-14.20,-2.16,-0.75,0.12,0.58,-0.03
44.1160,-10.51,8.71,5.02,1.30,0.59,0.43
44.1980,-9.49,4.39,5.49,-0.78,-0.23,0.07
44.2800,-8.24,3.41,3.57,0.16,-0.37,-0.17
44.3620,-6.16,1.61,2.43,0.05,-0.30,0.02
44.4440,-7.81,2.71,2.55,0.30,-0.32,0.35
44.5260,-10.59,3.26,2.28,0.78,0.24,0.20
44.6080,-12.32,3.10,1.22,0.31,0.00,-0.19
44.6900,-8.12,3.88,6.83,-0.54,0.59,-0.80
44.7720,-13.81,7.77,5.81,-0.76,-0.05,-0.85
44.8540,-7.61,1.06,2.16,0.08,0.52,0.29
44.9360,-6.47,2.39,0.98,-0.16,0.16,0.46
45.0180,-5.73,1.80,0.82,-0.72,-0.04,0.24
45.1000,-10.32,2.00,1.49,-0.61,-0.14,-0.11
45.1820,-12.75,3.22,0.43,-0.39,-0.11,0.02
45.2640,-8.43,4.55,7.30,-0.83,0.66,0.18
45.3460,-8.98,3.77,5.53,1.08,0.91,0.04
45.4280,-8.71,4.94,4.86,-0.70,-0.24,0.07
45.5100,-8.12,1.84,3.37,-0.14,-0.09,0.11
