NAME:,walk_123_1_1,,,,,
9.0200,-9.69,2.08,1.92,0.61,-0.20,0.47
9.1020,-11.34,1.18,0.63,0.13,0.03,-0.12
9.1840,-10.16,5.73,7.45,-0.75,0.38,-0.99
9.2660,-12.75,6.24,4.59,-0.11,0.14,-0.69
9.3480,-7.45,1.77,1.96,0.05,0.46,0.18
9.4300,-6.75,2.04,0.82,-0.06,0.03,0.24
9.5120,-6.51,1.26,0.04,-0.45,-0.11,0.19
9.5940,-9.49,2.67,0.94,-0.70,0.23,-0.24
9.6760,-11.89,2.51,-1.84,0.27,0.16,0.23
9.7580,-14.71,9.14,7.14,1.17,-1.34,0.38
9.8400,-8.79,3.65,5.30,-0.35,0.18,0.01
9.9220,-8.36,4.79,3.80,0.14,-0.50,-0.06
10.0040,-6.55,1.26,1.69,0.33,-0.30,-0.05
10.0860,-7.18,1.88,2.04,0.21,-0.24,0.41
10.1680,-9.81,2.47,1.88,0.63,-0.04,0.31
10.2500,-10.51,3.37,0.94,-0.01,0.24,-0.26
10.3320,-9.85,4.35,6.59,-0.31,0.61,-1.00
10.4140,-13.42,5.41,5.30,0.08,-0.13,-0.54
10.4960,-7.22,2.35,2.00,-0.24,0.42,0.20
10.5780,-5.92,1.88,0.98,-0.17,0.01,0.45
10.6600,-6.16,1.29,0.12,-0.45,-0.09,0.10
10.7420,-9.85,2.63,2.79,-0.78,0.13,-0.12
10.8240,-14.12,0.59,0.39,0.45,0.51,-0.02
10.9060,-9.57,5.84,4.75,1.13,0.04,0.61
10.9880,-8.75,4.28,6.47,-0.73,-0.23,-0.08
11.0700,-7.81,3.65,3.33,0.60,-0.49,-0.14
11.1520,-7.14,1.18,1.84,0.29,-0.28,-0.01
11.2340,-7.02,1.61,1.65,0.31,-0.12,0.48
11.3160,-10.71,2.82,2.20,0.62,-0.16,0.40
11.3980,-11.96,4.31,2.55,-0.04,0.27,-0.22
11.4800,-8.90,6.24,7.88,-1.15,0.41,-1.06
11.5620,-13.22,5.33,4.63,0.11,-0.05,-0.43
11.6440,-6.47,2.08,1.69,-0.38,0.47,0.24
11.7260,-5.81,1.80,0.78,-0.17,0.07,0.41
11.8080,-6.75,1.61,0.20,-0.61,-0.07,0.18
11.8900,-10.75,3.73,3.26,-0.64,-0.07,-0.19
11.9720,-12.59,-0.75,-0.67,0.48,0.40,0.05
12.0540,-13.22,11.22,7.65,1.00,-0.92,0.70
12.1360,-9.18,4.82,5.53,-0.68,0.15,-0.04
12.2180,-7.65,3.02,3.22,0.56,-0.35,-0.24
12.3000,-6.59,1.37,1.96,0.26,-0.29,0.06
12.3820,-7.02,1.96,1.73,0.41,-0.27,0.40
12.4640,-10.32,2.71,1.69,0.73,-0.20,0.26
12.5460,-11.96,4.00,1.41,-0.01,0.16,-0.30
12.6280,-11.53,8.39,6.75,-0.96,0.27,-1.33
12.7100,-14.32,3.41,4.00,0.63,0.07,-0.37
12.7920,-7.06,1.65,1.61,-0.42,0.43,0.30
12.8740,-5.14,1.73,0.47,-0.23,-0.08,0.43
12.9560,-7.26,0.86,-0.31,-0.59,-0.04,0.13
13.0380,-12.71,4.98,2.39,-0.55,-0.17,-0.28
13.1200,-10.79,0.24,3.26,-0.03,0.71,0.02
13.2020,-7.61,5.14,4.98,1.08,0.05,0.58
13.2840,-9.81,5.06,5.96,-0.77,-0.11,0.03
13.3660,-7.37,2.08,2.51,0.64,-0.23,-0.30
13.4480,-6.86,1.10,1.80,0.11,-0.26,0.15
13.5300,-6.90,2.20,1.69,0.15,-0.22,0.49
13.6120,-11.18,2.82,0.59,0.80,-0.21,0.21
13.6940,-12.43,7.22,3.30,-0.31,0.18,-0.37
13.7760,-12.47,7.10,7.30,-0.43,0.32,-1.17
13.8580,-12.20,2.31,3.49,0.28,0.25,-0.21
13.9400,-5.92,1.69,1.26,-0.37,0.45,0.39
14.0220,-5.69,2.16,0.78,-0.47,-0.12,0.36
14.1040,-8.75,1.88,-0.35,-0.63,-0.12,0.05
14.1860,-14.91,4.94,2.31,-0.30,-0.49,-0.01
14.2680,-12.98,4.79,7.65,0.36,-0.12,0.20
14.3500,-8.71,2.16,4.63,0.08,0.88,-0.06
14.4320,-7.77,5.22,4.39,-0.24,-0.42,0.01
14.5140,-5.77,0.94,2.28,0.15,-0.21,-0.10
14.5960,-7.85,2.12,2.00,0.08,-0.24,0.43
14.6780,-9.10,2.63,2.67,0.38,0.05,0.43
14.7600,-11.61,1.26,0.43,0.22,0.09,-0.11
14.8420,-9.85,6.20,5.18,0.11,0.32,-0.48
14.9240,-15.30,6.94,7.30,-0.87,0.04,-1.07
15.0060,-7.85,1.61,1.88,0.09,0.63,0.04
15.0880,-6.20,2.28,1.18,-0.36,0.02,0.44
15.1700,-5.92,1.57,0.35,-0.28,-0.27,0.24
15.2520,-9.65,2.20,1.18,-0.62,-0.04,0.04
15.3340,-12.59,1.57,-0.75,0.05,0.00,-0.05
15.4160,-16.99,9.18,9.02,0.72,-1.16,0.49
15.4980,-9.41,5.02,5.57,-0.52,0.11,0.03
15.5800,-8.39,3.65,3.33,0.39,-0.54,-0.20
15.6620,-5.96,1.02,1.80,0.32,-0.30,0.02
15.7440,-7.14,2.12,1.77,0.32,-0.23,0.42
15.8260,-10.47,1.29,1.92,0.60,-0.16,0.21
15.9080,-10.67,3.02,0.47,-0.21,0.28,-0.16
15.9900,-10.67,6.55,8.28,-0.63,0.41,-1.04
16.0720,-12.91,5.06,4.86,0.39,-0.21,-0.39
16.1540,-7.26,2.28,2.28,-0.28,0.36,0.25
16.2360,-5.53,1.80,0.86,0.01,-0.09,0.45
16.3180,-6.28,1.53,0.16,-0.48,-0.15,0.06
16.4000,-10.79,3.77,2.79,-0.45,-0.01,-0.34
16.4820,-12.00,1.69,3.96,0.43,0.44,-0.07
16.5640,-7.53,5.57,4.63,1.08,0.51,0.26
16.6460,-8.94,5.33,5.57,-0.51,-0.05,0.07
16.7280,-6.94,2.47,2.55,0.57,-0.44,-0.14
16.8100,-6.20,1.84,2.04,0.26,-0.40,0.14
16.8920,-7.45,2.47,2.24,0.47,-0.27,0.52
16.9740,-11.26,2.12,1.10,0.58,-0.09,0.08
17.0560,-11.30,5.10,2.24,-0.14,0.29,-0.17
17.1380,-8.79,6.67,7.92,-1.23,0.39,-1.02
17.2200,-12.51,4.43,3.96,0.38,-0.10,-0.50
17.3020,-7.41,2.08,1.84,-0.33,0.30,0.20
17.3840,-6.16,2.12,0.63,-0.27,-0.13,0.38
17.4660,-6.90,1.88,-0.12,-0.52,-0.04,0.09
17.5480,-10.67,3.45,3.14,-0.65,-0.10,-0.14
17.6300,-13.14,0.27,-0.27,0.49,0.47,-0.02
17.7120,-6.75,5.18,4.04,0.82,0.71,0.40
17.7940,-10.51,6.20,6.16,-0.42,-0.24,-0.03
17.8760,-6.75,2.39,2.59,0.55,-0.30,-0.16
17.9580,-7.53,2.04,2.00,0.19,-0.38,0.21
18.0400,-6.90,2.00,1.06,0.34,-0.25,0.35
18.1220,-10.83,3.18,0.98,0.73,-0.18,0.07
18.2040,-11.81,7.02,3.22,0.18,0.13,-0.48
18.2860,-12.98,7.65,7.92,-0.82,0.31,-1.13
18.3680,-12.59,3.45,3.69,0.11,0.34,-0.26
18.4500,-6.32,2.28,1.77,-0.08,0.19,0.30
18.5320,-6.00,1.96,0.51,-0.12,-0.16,0.30
18.6140,-8.24,1.73,-0.35,-0.40,-0.09,0.02
18.6960,-12.43,4.12,2.31,-0.45,-0.11,-0.16
18.7780,-12.36,2.75,4.75,0.20,0.15,0.11
18.8600,-6.55,3.22,3.41,0.84,1.08,0.02
18.9420,-8.36,5.37,4.82,-0.46,-0.34,0.17
19.0240,-6.86,2.90,2.90,0.34,-0.40,-0.14
19.1060,-7.10,1.96,2.24,0.22,-0.38,0.14
19.1880,-8.79,2.04,2.00,0.45,-0.21,0.36
19.2700,-9.81,2.67,1.53,0.44,-0.12,0.17
19.3520,-11.69,4.47,2.94,0.05,0.14,-0.16
19.4340,-9.02,5.65,6.90,-0.89,0.26,-0.96
19.5160,-12.94,5.30,4.55,0.01,0.02,-0.57
19.5980,-6.51,1.88,1.49,-0.24,0.49,0.13
19.6800,-6.20,2.28,1.10,-0.26,0.01,0.42
19.7620,-6.75,1.41,0.24,-0.50,-0.07,0.20
19.8440,-9.69,3.06,3.10,-0.66,0.02,-0.04
19.9260,-13.73,2.31,1.06,0.34,0.14,0.15
20.0080,-11.61,6.39,2.31,0.96,0.64,0.32
20.0900,-8.63,5.81,5.45,-0.61,-0.04,0.40
20.1720,-8.24,3.45,3.57,0.28,-0.49,-0.22
20.2540,-6.71,1.57,2.28,0.14,-0.26,0.13
20.3360,-7.41,2.35,2.00,0.21,-0.27,0.33
20.4180,-9.45,2.51,2.08,0.83,-0.04,0.16
20.5000,-11.06,2.79,0.12,0.18,0.10,-0.15
20.5820,-9.06,6.55,8.59,-0.97,0.46,-0.89
20.6640,-12.75,6.35,4.79,0.06,-0.03,-0.61
20.7460,-6.98,2.00,1.80,-0.11,0.42,0.23
20.8280,-6.08,1.96,0.71,-0.07,-0.07,0.42
20.9100,-6.28,1.14,0.16,-0.41,-0.14,0.08
20.9920,-9.81,2.35,1.88,-0.70,0.26,-0.18
21.0740,-13.14,0.86,-0.35,0.46,0.45,0.13
21.1560,-12.79,11.14,7.92,0.64,-0.20,0.56
21.2380,-7.30,4.20,5.02,-0.51,0.15,0.15
21.3200,-8.75,3.80,3.69,0.37,-0.57,-0.20
21.4020,-6.32,1.18,2.08,0.26,-0.27,0.05
21.4840,-7.57,2.20,1.96,0.37,-0.28,0.39
21.5660,-9.34,1.53,2.04,0.63,0.00,0.17
21.6480,-10.87,2.12,0.51,0.24,0.05,-0.08
21.7300,-8.20,5.92,5.65,-0.84,0.64,-0.76
21.8120,-12.98,6.71,5.69,0.00,0.03,-0.71
21.8940,-8.08,1.92,2.20,-0.04,0.48,0.10
21.9760,-7.18,2.35,1.37,-0.44,0.15,0.43
22.0580,-5.84,1.61,0.31,-0.39,-0.15,0.25
22.1400,-8.83,2.20,0.82,-0.63,0.12,-0.13
22.2220,-12.91,2.59,1.22,0.12,0.32,0.14
22.3040,-12.71,5.18,2.08,0.69,0.43,0.38
22.3860,-9.69,5.18,6.71,-0.66,-0.24,0.21
22.4680,-7.53,3.92,3.49,-0.16,-0.34,0.12
22.5500,-6.83,1.29,2.08,0.06,-0.28,0.18
22.6320,-6.12,1.84,1.96,-0.18,-0.16,0.48
22.7140,-10.32,3.18,2.16,0.69,-0.03,0.44
22.7960,-11.10,1.61,0.98,-0.09,0.25,-0.14
22.8780,-8.67,6.51,6.94,-0.76,0.62,-0.59
22.9600,-12.40,6.12,5.73,-0.37,0.09,-0.62
23.0420,-7.57,2.12,2.31,-0.50,0.73,0.23
23.1240,-6.20,2.31,1.49,-0.53,0.17,0.51
23.2060,-6.16,1.69,0.94,-0.77,-0.02,0.25
23.2880,-9.10,3.41,2.12,-0.97,0.14,-0.00
23.3700,-13.45,1.02,-0.82,0.07,0.42,0.14
23.4520,-17.50,11.02,10.75,-0.10,-1.69,0.64
23.5340,-8.24,2.90,5.41,-0.65,0.71,-0.02
23.6160,-8.43,5.33,4.75,-0.06,-0.50,0.16
23.6980,-6.67,1.02,2.55,0.05,-0.11,0.09
23.7800,-6.83,2.16,1.69,-0.00,-0.09,0.52
23.8620,-9.10,2.90,2.67,0.42,-0.17,0.51
23.9440,-12.28,1.37,0.71,0.72,0.14,0.04
24.0260,-10.79,4.67,5.41,-0.65,0.51,-0.38
24.1080,-10.79,7.88,6.71,-1.48,0.61,-0.55
24.1900,-8.43,1.92,2.51,-0.30,0.54,0.29
24.2720,-6.71,2.16,1.57,-1.21,0.44,0.85
24.3540,-6.47,3.22,2.16,-1.39,0.13,0.60
24.4360,-9.22,1.33,0.94,-0.96,0.07,0.02
24.5180,-12.71,3.41,1.65,-0.67,-0.12,0.13
24.6000,-12.00,3.45,4.94,-0.78,0.50,-0.03
24.6820,-6.16,3.53,3.18,0.41,1.05,-0.05
24.7640,-8.51,5.84,4.90,-0.59,-0.44,-0.03
24.8460,-6.28,1.61,2.28,0.18,-0.20,-0.22
24.9280,-6.59,2.08,2.31,-0.01,-0.32,0.21
25.0100,-8.43,2.59,2.04,0.40,-0.37,0.47
25.0920,-11.02,1.73,1.29,0.61,0.12,-0.06
25.1740,-11.34,7.53,5.10,0.06,0.18,-0.55
25.2560,-13.61,7.73,7.61,-1.20,0.12,-1.17
25.3380,-9.92,2.51,3.10,0.29,0.67,0.08
25.4200,-5.61,2.31,0.94,-0.58,0.37,0.47
25.5020,-5.81,1.57,0.67,-0.46,-0.13,0.30
25.5840,-9.26,2.51,0.31,-0.88,-0.06,-0.15
25.6660,-14.00,2.04,-1.14,0.27,0.04,0.06
25.7480,-17.69,11.49,12.36,0.14,-1.32,0.55
25.8300,-7.69,1.02,4.59,-0.35,0.72,0.02
25.9120,-8.32,4.98,4.00,-0.20,-0.74,-0.19
25.9940,-5.37,0.98,2.12,-0.06,-0.31,0.08
26.0760,-8.39,3.18,3.33,0.13,-0.32,0.54
26.1580,-11.38,1.69,0.71,0.61,0.30,-0.03
26.2400,-12.43,3.41,1.77,0.18,-0.03,-0.20
26.3220,-8.24,4.90,6.28,-1.48,0.65,-0.79
26.4040,-13.61,6.35,5.65,-0.23,0.13,-0.11
26.4860,-6.28,1.73,1.92,-0.21,0.65,0.35
26.5680,-4.94,2.16,1.33,-0.26,0.16,0.57
26.6500,-7.02,2.47,0.51,-0.63,0.07,0.00
26.7320,-12.63,2.71,2.35,-0.52,0.02,-0.34
26.8140,-11.34,0.08,0.63,0.15,0.61,-0.04
26.8960,-8.67,10.08,5.92,0.93,-0.63,0.57
26.9780,-8.12,3.18,4.43,-0.34,-0.27,-0.14
27.0600,-7.65,3.26,3.14,0.38,-0.51,-0.14
27.1420,-6.35,1.61,2.75,0.31,-0.47,-0.09
27.2240,-8.28,3.41,3.26,0.62,-0.32,0.29
27.3060,-11.69,1.53,0.47,0.67,0.11,-0.12
27.3880,-11.65,4.00,1.26,0.19,-0.05,-0.11
27.4700,-7.49,4.59,6.16,-0.78,0.58,-0.89
27.5520,-13.45,6.28,5.37,-0.57,0.11,-0.24
27.6340,-6.98,1.88,1.92,-0.09,0.51,0.27
27.7160,-5.53,1.96,0.86,-0.15,0.11,0.63
27.7980,-6.86,1.92,0.39,-0.66,0.03,0.16
27.8800,-11.92,2.71,2.47,-0.40,0.02,-0.19
27.9620,-13.96,1.49,0.94,0.06,0.35,0.13
28.0440,-8.04,6.24,3.06,0.41,0.16,0.33
28.1260,-8.32,3.57,5.10,-0.38,-0.31,0.14
28.2080,-8.32,3.77,3.53,-0.08,-0.53,-0.06
28.2900,-6.35,1.84,2.75,-0.08,-0.28,0.20
28.3720,-8.16,3.02,2.86,0.25,-0.16,0.38
28.4540,-10.67,2.98,1.77,0.48,0.24,0.21
28.5360,-12.67,3.26,2.28,0.41,0.22,-0.21
28.6180,-9.14,3.73,6.20,-1.35,0.33,-0.67
28.7000,-11.57,6.75,4.47,-0.62,0.31,-0.12
28.7820,-6.63,2.00,2.12,-0.32,0.55,0.36
28.8640,-5.41,2.63,1.18,-0.57,0.22,0.64
28.9460,-7.30,2.16,1.02,-0.68,0.08,0.11
29.0280,-12.24,2.82,1.96,-0.54,0.05,-0.23
29.1100,-12.98,-0.12,-1.14,0.00,0.34,0.06
29.1920,-14.28,11.92,6.67,0.38,-1.00,0.35
29.2740,-8.51,2.67,4.16,-0.14,-0.10,-0.07
29.3560,-8.47,3.92,3.69,0.04,-0.64,-0.14
29.4380,-5.73,1.57,2.67,0.07,-0.43,0.01
29.5200,-8.16,3.18,3.14,0.37,-0.19,0.20
29.6020,-10.71,1.45,0.82,0.61,-0.01,0.02
29.6840,-12.28,4.12,2.55,0.31,0.09,-0.27
29.7660,-8.71,4.24,6.39,-1.28,0.38,-0.98
29.8480,-13.38,6.04,5.26,-0.09,0.12,-0.10
29.9300,-6.28,1.73,1.77,-0.24,0.51,0.34
30.0120,-4.39,1.84,0.98,-0.46,0.20,0.61
30.0940,-7.34,2.86,0.55,-0.68,0.09,-0.06
30.1760,-14.24,4.20,2.31,-0.32,-0.19,0.02
30.2580,-10.47,4.31,5.73,-0.04,0.55,-0.02
30.3400,-5.45,4.55,1.84,0.89,0.66,0.06
30.4220,-8.00,4.90,5.02,-0.34,-0.63,-0.00
30.5040,-6.51,2.63,2.82,0.36,-0.43,-0.21
30.5860,-7.30,2.04,3.14,0.22,-0.42,0.10
30.6680,-9.18,2.16,1.61,0.60,0.03,0.16
30.7500,-11.41,2.86,1.73,0.29,-0.02,0.05
30.8320,-12.32,4.31,1.06,0.54,0.10,-0.38
30.9140,-8.24,5.26,7.06,-1.38,0.42,-0.81
30.9960,-12.83,6.35,4.86,-0.09,0.17,-0.20
31.0780,-6.32,1.61,1.57,-0.07,0.51,0.37
31.1600,-5.37,1.80,0.71,-0.34,0.13,0.68
31.2420,-7.69,2.90,0.51,-0.59,-0.05,0.05
31.3240,-13.22,2.63,2.08,-0.29,-0.05,-0.20
31.4060,-10.94,-1.29,0.00,0.06,0.61,0.00
31.4880,-8.28,9.45,5.22,1.05,-0.21,0.47
31.5700,-8.47,3.45,4.63,-0.14,-0.30,-0.13
31.6520,-7.96,3.30,3.37,0.46,-0.60,-0.23
31.7340,-6.04,1.80,2.67,0.26,-0.50,-0.03
31.8160,-8.43,2.55,2.75,0.63,-0.33,0.20
31.8980,-11.06,2.55,0.67,0.54,0.04,0.03
31.9800,-12.16,4.86,1.84,0.30,0.03,-0.25
32.0620,-8.04,4.39,7.53,-1.02,0.31,-0.98
32.1440,-13.06,5.69,5.06,-0.16,0.03,-0.12
32.2260,-6.16,1.92,1.77,-0.14,0.49,0.39
32.3080,-4.82,1.96,0.82,-0.18,0.09,0.58
32.3900,-7.65,2.00,0.67,-0.62,0.10,0.12
32.4720,-13.69,2.86,2.82,-0.42,-0.13,-0.18
32.5540,-12.71,1.61,3.41,-0.02,0.52,0.06
32.6360,-4.86,4.39,0.90,0.85,0.52,0.13
32.7180,-8.98,4.59,4.94,-0.35,-0.61,0.09
32.8000,-7.49,3.14,3.37,0.08,-0.51,-0.14
32.8820,-6.71,2.28,3.14,-0.03,-0.41,0.15
32.9640,-8.36,2.43,2.31,0.48,-0.01,0.20
33.0460,-11.30,2.39,1.61,0.31,0.06,0.14
33.1280,-12.28,4.82,2.86,0.41,0.27,-0.45
33.2100,-7.88,4.04,6.63,-1.29,0.44,-0.85
33.2920,-13.38,6.83,5.26,-0.10,0.14,-0.05
33.3740,-6.04,1.77,1.53,-0.30,0.45,0.38
33.4560,-4.90,1.61,1.22,-0.45,0.17,0.64
33.5380,-7.10,2.71,0.82,-0.73,0.07,-0.03
33.6200,-13.57,3.14,2.67,-0.38,-0.11,-0.24
33.7020,-13.73,0.63,2.08,-0.02,0.36,0.11
33.7840,-8.75,5.22,2.12,0.99,0.35,0.18
33.8660,-9.61,4.24,5.06,-0.15,-0.38,0.00
33.9480,-7.57,3.26,3.45,0.36,-0.50,-0.25
34.0300,-6.24,1.88,3.10,0.28,-0.45,-0.03
34.1120,-8.94,2.94,3.30,0.72,-0.27,0.16
34.1940,-11.14,1.80,0.47,0.49,-0.00,0.01
34.2760,-13.22,5.33,3.02,0.38,-0.14,-0.22
34.3580,-8.94,4.08,5.77,-0.85,0.39,-0.99
34.4400,-12.83,6.32,4.98,-0.15,0.14,-0.07
34.5220,-6.12,1.88,1.53,0.08,0.39,0.36
34.6040,-5.10,1.84,0.71,-0.16,0.09,0.53
34.6860,-7.10,2.31,0.47,-0.58,-0.04,0.12
34.7680,-12.59,4.71,2.43,-0.43,-0.17,-0.22
34.8500,-14.83,0.63,1.02,0.38,0.29,0.06
34.9320,-10.63,8.08,3.30,0.92,-0.08,0.40
35.0140,-8.83,3.45,4.98,-0.44,-0.48,0.07
35.0960,-7.41,3.33,3.06,-0.17,-0.47,-0.01
35.1780,-6.47,2.47,2.67,-0.04,-0.34,0.08
35.2600,-8.32,2.67,2.51,0.44,0.07,0.23
35.3420,-11.10,1.88,1.37,0.48,0.09,0.04
35.4240,-12.94,5.45,2.71,0.27,0.11,-0.26
35.5060,-9.85,4.94,6.59,-1.01,0.12,-0.88
35.5880,-12.47,6.39,4.43,0.18,0.11,-0.11
35.6700,-5.69,1.73,1.96,0.28,0.21,0.31
35.7520,-5.10,1.96,0.55,-0.01,0.07,0.45
35.8340,-8.12,3.06,0.94,-0.25,-0.10,-0.09
35.9160,-12.12,3.37,1.57,-0.30,-0.16,-0.34
35.9980,-11.53,3.33,6.67,0.29,0.27,0.05
