NAME:,walk_125_3_2.csv,,,,,
3.9700012,11.14,-8.32,-12.47,1.26,0.28,0.89
4.029999,10,0.98,-6,3.55,-0.91,0.57
4.0899963,12.51,-0.04,-10.08,6.16,0.15,-0.69
4.149994,6.2,-0.82,-4.67,-3.13,-0.05,-1.94
4.2100067,4.94,-1.96,-2.28,-4.07,0.37,0.19
4.279999,6.2,-2.59,-0.9,0.44,-0.09,0.06
4.3399963,7.53,-0.24,-2.12,3.17,-1.43,-0.67
4.399994,12.2,-0.16,-7.06,3.01,-0.46,0.21
4.4600067,11.77,0.9,-6.39,2.01,-0.1,-0.55
4.5200043,12.71,-1.57,-11.45,-0.55,-0.28,-0.63
4.5899963,8.43,-3.73,-6.12,-1.87,0.19,-0.91
4.649994,8.36,-3.26,-5.33,-3.62,1.29,0.44
4.7100067,10.16,-1.37,-3.02,3.73,-0.92,1.34
4.7700043,3.57,1.8,-3.8,2.35,2.16,-1.69
4.830002,4.63,1.06,-3.45,-0.75,-0.03,1.32
4.899994,8.51,-0.51,-3.61,-3.04,-1.94,1.05
4.9600067,13.02,-4.63,-6.98,-3.95,-0.54,1.12
5.0200043,9.34,-4.12,-4.24,-3.33,1.38,0.25
5.080002,11.81,-7.49,-10.75,0.92,-0.72,1.17
5.1399994,9.85,0.16,-6.43,4.07,0.35,0.26
5.2100067,9.3,-0.71,-8.87,6.63,0.35,0.28
5.2700043,7.02,0.16,-3.92,-1.82,-0.46,-1.96
5.330002,6.04,-2.82,-2.82,-3.95,0.18,0.47
5.3899994,6.94,-2.31,-1.14,0.05,-0.23,-0.18
5.449997,6.35,-0.55,-2.79,2.71,-0.84,-0.68
5.5200043,10.83,-1.02,-7.3,1.39,-1.62,0.54
5.580002,10.67,1.1,-2.35,0.71,0.33,-0.38
5.6399994,11.3,-1.18,-6,-0.25,0,-0.7
5.699997,10.43,-1.61,-8.55,0.66,-0.34,-0.88
5.7599945,5.88,-3.65,-5.88,-1.76,1.19,-1.08
5.830002,9.02,-0.75,-2.04,-1.08,0.12,0.54
5.8899994,11.73,-0.63,-5.69,3.78,-0.84,0.37
5.949997,4.59,1.53,-3.88,1.35,1.8,-0.26
6.0099945,5.73,0.27,-3.65,-0.77,-0.26,1.45
6.069992,8.08,-0.63,-3.92,-2.68,-1.19,0.67
6.1399994,11.45,-4.94,-4.35,-3.81,-0.28,0.62
6.199997,13.45,-5.37,-7.85,-4.99,1.29,0.5
6.2599945,10.9,-5.41,-5.77,1.21,-0.32,1.33
6.319992,7.88,1.29,-8.04,7.18,0.54,-0.32
6.380005,8.71,1.06,-3.92,4.19,0.23,-0.99
6.449997,6.79,-1.33,-4.9,-4.2,-0.53,-0.95
6.5099945,6.67,-3.14,-2.82,-4.17,-0.11,-0.09
6.569992,7.49,-2.04,-1.45,1.28,-0.69,-0.2
6.630005,8,0.08,-1.84,3.41,-1.2,-0.3
6.699997,11.14,1.18,-4.9,1.87,0.3,-0.22
6.7599945,12.12,-1.88,-6.12,-0.43,0.19,-0.61
6.819992,11.81,-2.63,-9.65,-1.38,-0.7,-0.94
6.880005,7.02,-5.49,-6.35,-1.73,1.37,-1.16
6.9400024,7.65,0,-0.04,-1.5,0.82,0.73
7.0099945,13.34,0.27,-6.79,4.7,-1.56,1.04
7.069992,3.61,1.69,-3.53,1.73,2.12,-1.1
7.130005,5.3,-0.2,-3.26,-1.89,-0.22,0.8
7.1900024,10.47,-1.84,-2.75,-3.37,-3.04,0.47
7.25,14.24,-6.43,-2.98,-2.92,0.79,1.35
7.319992,9.38,-3.02,-4.86,0.08,2.31,0.15
7.380005,8.32,-4,-7.85,1.54,-1.35,0.76
7.4400024,9.69,1.26,-5.06,3.22,-0.27,0.13
7.5,8.67,-0.94,-6.39,2.59,0.3,-1.7
7.5599976,6.67,-2.2,-3.61,-2.68,0.26,-0.06
7.619995,7.34,-2.43,-1.41,-0.07,0.18,-0.36
7.6900024,5.73,-0.35,-3.37,3.59,-0.66,-0.91
7.75,8.67,1.37,-3.73,1.8,-1.33,-0.01
7.8099976,11.73,0.39,-3.84,0.29,0.02,-0.06
7.869995,12.71,-2.47,-7.26,0.08,0.22,-0.46
7.9299927,11.14,-0.94,-10.32,0.51,-0.62,-0.59
8,6.04,-3.49,-4.75,-2.07,0.7,-0.96
8.059998,9.06,-0.2,-0.71,-1.43,0.4,1.14
8.119995,8.43,-0.98,-6.32,3.6,0.05,-0.06
8.179993,4.12,0.86,-4,0.87,1.85,-0.29
8.2400055,5.41,-0.75,-2.28,-1.88,-0.64,1.07
8.309998,13.22,-2.2,-5.96,-3.07,-1.88,0.9
8.369995,10.47,-4.67,-3.22,-2.13,1.29,0.06
8.429993,9.06,-4.79,-7.34,0.08,1.21,0.57
8.4900055,7.57,-2.12,-5.69,0.3,-1.17,0.23
8.679993,3.61,-1.8,-2.51,-1.77,0.89,-0.33
8.7400055,5.3,-0.75,-0.78,1.24,-0.85,-0.15
8.800003,8.59,-0.39,-2.31,3.76,-2.32,-0.3
8.869995,12.36,0.51,-8.16,2.3,0.09,0.16
8.929993,8.79,1.33,-3.77,0.78,0.29,-0.31
8.9900055,12.87,-2.43,-10.4,-1.8,-1.23,-0.26
9.050003,8.63,-3.61,-5.14,-1.02,0.63,-0.87
9.110001,7.02,-1.88,-4.94,-3.13,1.66,-0.83
9.169998,7.92,-1.06,-3.1,2.69,-1.17,2.45
9.2400055,4.28,0.86,-4.55,1.75,1.87,-1
9.300003,4.24,-0.35,-4.31,-1.44,1.3,0.57
9.360001,7.57,-2,-2.59,-3.48,-2.44,0.81
9.419998,17.26,-6.12,-5.57,-3.89,-0.32,1.54
9.479996,9.18,-3.61,-7.14,-0.93,2.46,-0.04
9.550003,10.36,-4.24,-9.34,2.01,-1.23,0.93
9.610001,8.24,2.04,-5.73,3.87,1.01,-0.44
9.669998,8.16,-0.67,-6.47,3.41,0.4,-0.75
9.729996,6.24,-1.14,-4.28,-4.05,-0.49,-0.45
9.800003,7.53,-3.18,-2.39,-3.6,-0.05,0.45
9.860001,7.53,-1.77,-2.12,1.92,-0.94,-0.7
9.919998,8.24,-0.43,-3.37,2.71,-0.5,-0.45
9.979996,9.38,0.12,-3.22,1.52,0.37,-0.2
10.039993,13.89,-1.49,-9.85,-0.18,-0.62,-0.2
10.100006,11.57,-2.59,-8.98,-0.24,-0.66,-0.61
10.169998,5.92,-4.47,-5.88,-2.35,1.66,-1.32
10.229996,8.08,0.47,-0.2,-1.21,0.69,0.79
10.289993,12.43,-0.67,-7.1,3.75,-0.88,0.49
10.350006,4.16,1.14,-3.26,-0.04,1.67,-0.14
10.410004,5.37,-0.16,-2.43,-1.68,-0.38,0.65
10.479996,11.22,-1.02,-6.43,-1.65,-1.36,0.67
10.539993,12,-5.65,-6.59,-4.13,-0.24,0.56
10.600006,12.4,-6.9,-8.16,-2.24,0.73,1.98
10.660004,10.94,-1.53,-4.2,3.5,-0.29,0.33
10.729996,7.73,0.27,-8.47,6.99,0.57,-0.26
10.789993,6.47,1.29,-3.45,0.2,0.07,-1.79
10.850006,6.71,-2.31,-3.61,-4.29,-0.57,0.53
10.910004,8.59,-2.98,-0.43,-1.57,-0.33,0.22
10.970001,8.28,-1.1,-1.8,2.61,-0.33,-0.71
11.029999,9.81,-0.31,-3.84,1.67,0.4,-0.4
11.100006,10.36,-1.8,-5.02,-0.2,-0.18,-0.24
11.160004,13.3,-2.12,-7.37,1.01,-1.46,-0.69
11.220001,6.71,-2.2,-4.9,-0.8,1.35,-1.23
11.279999,8.79,-0.63,-3.02,0.24,-0.11,0.97
11.350006,9.14,-0.67,-5.18,1.25,0.4,0.43
11.410004,4.16,-0.47,-3.3,-0.27,1.74,0.39
11.470001,5.73,-0.86,-2.2,-0.76,-0.8,0.45
11.529999,14.32,-2.28,-5.49,-2.43,-1.32,0.87
11.589996,11.14,-4.75,-3.3,-2.73,0.71,0.46
11.649994,10.9,-6.39,-9.22,0.1,0.24,0.61
11.720001,10.08,-0.47,-5.69,1.58,-0.79,0.52
11.779999,9.96,-0.27,-7.3,4.21,-0.54,-0.77
11.839996,6.55,-0.63,-3.14,-2.37,0.75,-0.88
11.899994,4.47,-2.24,-2.16,-1.46,0.65,-0.07
11.960007,5.57,-1.1,-1.73,1.72,-1.17,-0.22
12.029999,9.69,-0.86,-3.84,2.62,-1.86,-0.28
12.089996,12.47,1.37,-5.26,1.72,0.34,-0.04
12.149994,12.59,-1.02,-14.16,-0.39,0.38,-0.93
12.210007,7.53,-3.65,-5.22,-1.67,0.18,-0.51
12.270004,7.81,-2.86,-4.9,-3.29,0.94,-0.63
12.339996,10.36,-1.02,-3.57,3.57,-0.75,1.51
12.399994,3.77,1.37,-3.53,2.07,1.45,-1.14
12.460007,4.04,0.08,-2.59,-1.27,0.85,0.63
12.520004,8,-1.92,-3.92,-3.11,-2,0.63
12.710007,7.26,-1.06,-6.2,2.09,-0.19,0.07
12.770004,13.49,0.16,-8,4.44,-1.76,1.06
12.830002,7.34,-0.24,-4.16,-0.41,1.09,-2.41
12.889999,4.16,-2.79,-3.88,-3.94,0.72,-0.22
12.960007,4.55,-2.55,-0.08,-0.57,0.51,0.17
13.020004,6.98,-1.06,-2.24,3.38,-2.29,-0.23
13.080002,14.12,0.08,-7.45,3.82,-1.22,-0.32
13.139999,12.08,-1.02,-9.69,1.57,0.89,-0.54
13.199997,10.83,-1.77,-7.53,-1.13,-0.85,-0.1
13.270004,8.24,-5.41,-6.86,-2.86,0.56,-0.59
13.330002,10.59,-1.14,-1.22,-0.05,0.76,2.09
13.389999,4.94,-0.39,-5.26,3.46,0.73,-0.11
13.449997,3.77,1.37,-2.79,0.92,1.6,-0.38
13.520004,6.35,-0.31,-3.18,-2.93,-1.07,0.7
13.580002,12.91,-3.96,-5.69,-3.92,-1.24,1.11
13.639999,13.45,-4.94,-5.37,-2.97,1.03,0.79
13.699997,9.92,-5.26,-8.59,1.33,0.28,1.01
13.7599945,8.94,1.22,-7.57,4.52,-0.24,0.15
13.830002,9.3,0.86,-5.92,3.49,0.3,-0.71
13.889999,7.26,-0.94,-4.67,-4.16,-0.33,-0.67
13.949997,6.08,-3.18,-2.04,-3.83,0.76,0.61
14.0099945,6.71,-1.84,-0.78,0.96,-0.5,-0.23
14.069992,10.2,-0.71,-3.84,2.96,-1.77,-0.44
14.130005,10.94,0.39,-2.75,1.24,0.7,-0.28
14.199997,11.53,-1.18,-9.26,0.31,0.28,-0.55
14.2599945,10,-1.14,-8.32,-0.17,-0.56,-0.44
14.319992,8.04,-3.73,-6.59,-2.28,0.72,-0.45
14.380005,9.92,-1.77,-2.55,-1.33,0.42,1.71
14.449997,4.39,-0.16,-4.24,2.57,1,-0.47
14.5099945,3.69,0.94,-2.43,0.4,1.46,-0.18
14.569992,7.3,-0.24,-3.73,-2.05,-1.27,1.04
14.630005,14.63,-2.94,-3.77,-3.86,-0.32,1.18
14.690002,10.75,-4.24,-5.81,-3.56,1.43,0.7
14.7599945,7.34,-4.35,-6.32,-0.47,-0.23,0.57
14.819992,11.26,-0.51,-6.43,3.24,-1.16,0.49
14.880005,11.18,0.71,-6,1.3,0.09,-1.92
14.940002,4.9,-1.37,-2.59,-1.5,1.51,-0.31
15,4.04,-1.53,-1.84,-0.5,0.8,-0.63
15.059998,5.92,-1.57,-1.69,1.66,-1.83,-0.07
15.130005,13.3,-0.31,-5.92,2.66,-1.2,-0.03
15.190002,11.69,-0.08,-7.18,2.5,0.19,-0.58
15.25,11.1,-2.31,-8.67,-1.26,-0.81,-0.38
15.309998,8.28,-3.18,-5.02,-1.13,0.5,-1.11
15.380005,10.12,-1.69,-3.02,-1.13,0.44,0.71
15.440002,6.75,-0.08,-4.47,3.46,0.72,0.34
15.5,3.49,1.26,-3.49,0.79,1.75,-0.39
15.559998,5.26,-0.2,-2.79,-2.05,-0.65,0.72
15.619995,10.75,-2.59,-5.61,-3.57,-1.4,0.99
15.679993,15.65,-6.39,-6.28,-3.54,-0.07,0.98
15.75,9.65,-5.69,-7.73,-0.33,1.26,0.71
15.809998,7.69,0.04,-4.35,2.75,-0.77,0.06
15.869995,12,0.63,-6.98,4.32,-1.06,-0.54
15.929993,8.63,-0.31,-4.43,-1.83,0.84,-0.6
15.9900055,3.92,-1.49,-1.61,-1.71,1.19,-0.44
16.059998,5.1,-1.02,-0.24,0.88,-0.74,-0.19
16.119995,12.51,-0.47,-4.59,1.98,-2.18,0.06
16.179993,12.36,0.67,-5.22,1.12,0.39,-0.25
16.240005,12.24,-0.27,-11.3,0.42,-0.22,-0.86
16.309998,9.38,-3.41,-7.34,-1.34,0.07,0.2
16.369995,8.2,-2.51,-4.86,-3.2,1.41,-0.13
16.429993,7.61,-1.33,-3.02,1.56,-0.82,1.32
16.490005,4.71,0.67,-3.69,1.22,1.62,-0.66
16.550003,4.59,-0.31,-2.16,-1.71,0.02,0.69
16.61,10.16,-2.16,-4.35,-2.78,-1.54,0.8
16.679993,14.12,-3.73,-1.14,-2.41,0.52,0.61
16.740005,9.06,-3.33,-8.08,0.3,1.69,0.29
16.800003,7.65,-0.27,-4.51,0.11,-1.05,0.36
16.86,13.69,-0.12,-7.57,4.3,-0.91,0.12
16.919998,6.86,0,-3.88,-1.08,1.11,-1.96
16.990005,3.88,-1.88,-3.02,-2.25,0.74,-0.07
17.050003,4.82,-1.57,-0.31,-0.26,-0.07,-0.25
17.11,9.85,-1.14,-3.57,2.75,-2.2,-0.08
17.169998,12.94,0.9,-6.2,2.8,0.51,-0.4
17.229996,11.18,-1.57,-9.1,-0.16,0.52,-0.59
17.300003,10.94,-3.45,-7.53,-1.85,-1.07,-0.57
17.36,7.45,-4.35,-4.82,-1.98,1.1,-0.63
17.419998,9.69,-0.94,-2.55,1.02,-0.03,1.72
17.479996,5.14,0.43,-5.3,3.74,1.09,-0.8
17.550003,3.37,1.18,-3.49,-0.63,1.55,0.05
17.61,6.24,-0.67,-3.06,-2.72,-1.43,1.08
17.669998,15.26,-3.49,-6.39,-3.85,-1.4,1.32
17.729996,10.79,-5.02,-6.9,-3.34,1.16,0.33
17.789993,10.47,-4.94,-6.12,0.59,-1.07,1.31
17.86,7.57,0.59,-6.9,4.67,1.05,-0.65
17.919998,8.43,0.12,-7.53,5.06,0.26,-0.14
17.979996,8,-0.08,-4.51,-2.61,-0.6,-0.63
18.039993,6.39,-3.77,-3.26,-4.52,0.35,0.52
18.100006,6.83,-1.73,-0.31,0.23,-0.28,-0.08
18.160004,8.87,-1.61,-4.39,2,-1.45,-0.73
18.229996,11.85,-1.84,-4.35,1.15,-0.01,-0.03
18.289993,9.41,-1.49,-5.33,1.19,0.05,-0.52
18.350006,9.92,-1.18,-11.92,1.62,-0.58,-0.1
18.410004,8.39,-1.77,-5.69,-0.71,0.71,-0.61
18.479996,10.55,-2.47,-5.73,-5.75,0.39,0.29
18.539993,8.04,-3.18,-3.1,0.04,0.14,0.9
18.600006,4.59,-0.9,-2.75,1.06,1.42,-0.26
18.660004,9.49,2.08,-1.26,1.25,-0.94,0.92
18.720001,8.43,-1.61,-3.96,-2.16,1.01,-0.45
18.789993,10.67,-4.94,-6.32,-3.23,-0.97,0.62
18.850006,10.28,-5.88,-7.34,-1.69,0.17,0.67
18.910004,11.22,-0.59,-5.26,3.73,0.16,0.06
18.970001,11.34,0.78,-6.43,6.47,-0.28,-0.92
19.029999,4.75,0.63,-3.14,-0.54,0.74,-0.48
19.100006,3.53,-1.53,-2.31,-1.98,0.17,-0.56
19.160004,7.02,-1.49,-0.04,-0.74,-1.78,0.37
19.220001,12.47,-1.41,-6.47,3.45,-0.82,-0.51
19.279999,12.36,0.47,-8.75,2.3,-0.38,-0.46
19.339996,10.75,-1.84,-8.71,-1.15,-0.64,-0.27
19.399994,8.47,-5.73,-5.88,-3.18,0.8,-0.61
19.470001,10.63,-0.94,-0.98,-0.55,0.37,1.65
19.529999,4.24,-0.63,-5.22,4.06,1.46,-0.32
19.589996,3.61,1.8,-3.18,1.9,2.2,-0.41
19.649994,6.47,0.39,-2.31,-2.56,-1.26,1.21
19.710007,14.28,-2.75,-5.41,-5.41,-0.97,1.47
19.899994,8.59,-0.12,-4.63,1.79,-1.09,0.37
19.960007,16,-1.61,-8.08,3.6,-0.92,-0.16
20.020004,5.14,-0.55,-2.12,-1.88,1.69,-1.4
20.089996,3.73,-1.96,-1.96,-0.39,0.76,-0.33
20.149994,5.45,-1.22,-0.27,1.86,-1.8,-0.37
20.210007,11.69,-0.31,-4.12,2.64,-1.98,-0.14
20.270004,11.26,1.61,-4.12,2.3,0.21,-0.46
20.330002,12.83,-1.1,-12.12,-0.92,-0.11,-0.58
20.399994,9.49,-4.24,-6.63,-1.62,0.72,-0.6
20.460007,10,-0.67,-3.65,-2.18,0.74,0.58
20.520004,6.28,-0.78,-4.16,3.75,0.13,0.66
20.580002,3.53,0.55,-4.82,0.68,1.55,-0.56
20.64,5.26,-1.06,-3.33,-2.27,-0.34,1.21
20.710007,12.55,-1.41,-2.39,-4.19,-2.28,1.06
20.770004,12.43,-6.55,-2.12,-3.71,1.91,0.54
20.830002,9.18,-4.04,-5.69,1.91,0.64,0.34
20.89,12.67,0.35,-6.2,3.08,-1.5,0.6
20.949997,11.26,1.73,-8.63,5.95,0.26,0.39
21.020004,6.47,-0.75,-2.79,-2.07,0.49,-2.29
21.080002,4.67,-2.94,-5.14,-6.13,-0.24,-0.25
21.14,9.1,-5.3,2.12,-1.03,0.05,0.25
21.199997,7.49,0.04,-3.14,4.47,-1.51,-0.6
21.270004,11.02,1.73,-8.24,3.88,-1.04,-0.66
21.330002,9.85,-0.71,-6,0.06,0.46,-0.32
21.39,12.94,-2.43,-8.94,-2,-1.17,-0.38
21.449997,7.85,-6.08,-6.28,-1.94,1.35,-0.77
21.509995,7.53,0.16,0.24,-1.08,1.91,0.59
21.569992,10.67,-0.35,-5.77,4.97,-0.93,1.19
21.64,4.39,1.96,-3.37,1.77,1.33,-0.95
21.699997,6.04,-0.55,-2.82,-2.71,-0.55,0.62
21.759995,10.04,-2.31,-3.8,-3.94,-1.02,0.81
21.819992,10.63,-5.45,-3.3,-3.15,0.01,0.41
21.880005,11.38,-4.47,-6.12,-0.21,0.76,0.87
21.949997,8.47,-3.22,-7.26,-0.03,0.11,1.02
22.009995,13.57,-0.43,-7.34,3.61,-1.48,0.81
22.069992,7.53,-0.75,-5.14,0.48,1.04,-2.77
22.130005,4.43,-2,-2.28,-2.19,0.65,0.21
22.199997,6.16,-1.88,-1.1,-0.16,0.07,-0.17
22.259995,8.16,-0.31,-2.35,2.77,-1.94,-0.39
22.319992,13.65,0.39,-4.75,1.37,-0.7,0.04
22.380005,7.53,-0.31,-4.35,0.27,1.89,-0.55
22.440002,10.71,-1.53,-8.08,-1.01,-1.1,-0.21
22.509995,15.49,-2.63,-9.77,0.06,-1.87,0.55
22.569992,4.47,-2.31,-4.39,-1.19,2.38,-1.32
22.630005,6.98,1.14,-2.16,-0.33,0.47,0.64
22.690002,11.14,-0.04,-7.14,0.94,-0.78,0.61
22.75,5.77,-1.14,-3.3,-2.29,1.15,0.96
22.809998,8.16,-1.14,-0.27,-1.64,-0.65,0.61
22.880005,10.63,-4.12,-5.26,-1.66,0.23,0.25
22.940002,7.1,-1.26,-2.71,-1,1.09,0.17
23,11.57,-5.53,-14.59,2.39,-0.02,0.96
23.059998,15.42,1.22,-6,-0.91,-2.99,2.32
23.130005,8.08,-0.43,-6.43,0.37,2.46,-2.4
23.190002,3.53,-1.49,-3.77,-3.93,2.47,-1.46
23.25,3.26,-1.18,0.08,-3.23,0.65,0.28
23.309998,7.49,-1.22,-1.45,1.94,-3.46,0.39
23.369995,18.12,-1.33,-4.35,3.29,-2.79,-0.02
23.429993,9.06,1.06,-3.88,0.52,2.71,-0.69
23.5,11.73,0.24,-14.2,0.23,1.22,-0.03
23.559998,9.92,0.08,-5.3,0.32,-1.89,1.49
23.619995,8.67,-3.37,-6.51,-5.02,1.86,0.21
23.679993,6.2,-1.49,-2.16,-1.73,0.84,1.16
23.740005,4.43,-0.78,-5.69,0.29,0.96,0.29
23.809998,6.59,-0.86,-3.41,-1.19,-0.08,0.97
23.869995,11.92,-3.73,-4.86,-3.82,-0.78,1.31
23.929993,13.1,-3.22,-0.27,-2.01,0.91,0.99
23.990005,10.32,-3.41,-10.32,2.13,1.3,0.13
24.050003,10.9,0.98,-5.61,-0.73,-0.5,0.61
24.119995,8.67,-1.53,-5.96,2.58,0.21,0.4
24.179993,8.16,-1.61,-4.28,-3.77,-0.2,-0.6
24.240005,5.53,-3.53,-2,-1.85,1.4,0.12
24.300003,4.08,-0.59,-1.06,1.2,0.19,-0.9
24.36,9.02,-0.51,-2.28,2.6,-2.39,0.09
24.429993,16.08,1.57,-6.55,3.34,0.16,-1.05
24.490005,8.94,-1.22,-12.12,-0.1,1.56,-0.81
24.550003,7.57,-0.82,-5.22,-0.76,-0.6,0.5
24.61,9.57,-4.08,-6.08,-2.93,-0.09,0.48
24.679993,9.92,-1.92,-3.65,-0.56,1.21,1.71
24.740005,3.18,-0.47,-4.94,1.31,2.12,-0.35
24.800003,3.65,0.35,-2.63,-0.47,1.75,0.04
24.86,6.94,-1.1,-3.41,-3.06,-1.98,1.03
24.919998,18.55,-6.39,-5.88,-5.39,-1.27,2.2
24.979996,10.75,-4.67,-6.16,-2.21,3.02,0.73
25.050003,6.51,-4.31,-7.3,1.89,-0.22,-0.62
25.11,10.9,1.18,-7.22,5,-1.51,1.15
25.169998,8.63,-0.2,-5.73,2.15,0.07,-2.45
25.229996,3.3,-1.8,-3.49,-3.52,0.97,-0.72
25.289993,4.35,-2.63,-1.33,-1.46,0.55,-0.41
25.479996,11.38,1.77,-5.88,1.68,0.18,-0.79
25.539993,12,-0.9,-13.3,-2.18,1.01,-0.53
25.61,7.85,-0.82,-4.16,0.4,-0.63,-0.01
25.669998,8.16,-3.3,-6.16,-4.46,0.59,-0.03
25.729996,8.28,-1.8,-1.96,1.61,-0.18,1.94
25.789993,4.12,-0.27,-4.71,1.3,1.36,-0.65
25.850006,5.37,-0.43,-3.1,-0.78,0.18,0.98
25.919998,10,-1.77,-3.02,-2.73,-1.3,0.88
25.979996,11.06,-3.61,-2,-2.73,1.04,0.35
26.039993,11.85,-4.67,-10.43,0.2,0.75,0.24
26.100006,13.69,-1.96,-5.33,1.03,-1.01,0.76
26.160004,7.69,1.14,-7.37,5.28,0.99,0.05
26.220001,6.08,0,-2.59,1.02,0.32,-1.03
26.289993,5.57,-1.84,-5.33,-4.77,-1.06,-0.32
26.350006,7.18,-4.35,0.2,-2.21,0.78,0.44
26.410004,6.32,-1.18,-1.61,3.01,-0.84,-0.82
26.470001,12.91,-0.39,-6.24,3.11,-1.86,-0.21
26.539993,13.42,-0.78,-9.45,1.51,0.11,-0.56
26.600006,11.61,-2.55,-8.75,-0.87,-0.14,-0.49
26.660004,5.81,-4,-4.98,-2.46,1.09,-0.56
26.720001,7.85,-1.96,-1.69,-2.75,0.49,0.89
26.779999,8.24,-1.65,-3.57,3.01,-0.94,0.88
26.850006,4.9,1.14,-3.73,2.65,1.55,-0.55
26.910004,6.04,0.71,-2.55,-0.59,-0.18,0.51
26.970001,10.63,-2.43,-5.77,-3.69,-0.79,0.89
27.029999,12.75,-5.37,-2.86,-3.88,-0.19,0.59
