NAME:,walk_124_4_2,,,,,
EXPERIMENT TIME:,20/03/2024 10:33,,,,,
ACTIVITY TYPE:,Walking,,,,,
COUNT OF ACTUAL STEPS:,97,,,,,
,,,,,,
Time [sec],ACC X,ACC Y,ACC Z,GYRO X,GYRO Y,GYRO Z
0,1.84,10.08,1.61,-0.02,0.02,0.14
0.110107,1.22,9.92,1.65,-0.1,-0.05,-0.01
0.210083,1.14,10.2,2,-0.29,0.11,-0.08
0.310059,2.16,10.12,2.35,0.1,0,-0.28
0.410034,1.02,9.49,3.73,-0.34,0.04,0.02
0.51001,-2.94,11.49,2.08,-0.55,-0.02,-0.26
0.619995,-0.51,7.22,3.41,-0.05,-0.69,0.14
0.720093,-2.28,8.71,3.65,0.52,-0.26,0.29
0.820068,-2.24,9.14,4.59,0.19,-0.08,-0.04
0.920044,1.33,11.69,5.96,-0.29,0.06,-0.47
1.02002,2.67,10.63,2.43,-0.08,0.18,0.13
1.130005,1.61,9.77,1.53,0.57,0.32,0.1
1.230103,1.22,7.53,1.14,0.73,0.19,0.27
1.330078,-0.51,7.88,1.77,0.1,-0.05,0.19
1.430054,0.78,9.14,2.55,0.01,0.14,0.23
1.530029,-1.49,11.49,4.24,0.5,0.83,0.39
1.640015,4.59,13.89,-2.94,0.94,0.77,-0.2
1.73999,3.1,9.65,0.82,0.36,-0.25,-0.23
1.840088,0.24,9.96,-0.35,-0.8,-0.26,-0.49
2.150024,0.67,10.83,4.9,-0.19,-0.7,0.07
2.450073,2.2,8.28,1.73,0.73,-0.03,0.56
2.550049,-1.26,9.14,1.06,0.65,0.57,0.31
2.660034,-1.29,9.3,-0.43,0.48,0.19,0.09
3.170044,0.43,7.49,0.71,-0.45,-0.07,-0.36
3.27002,1.06,6.2,2.98,-0.02,0.02,-0.06
3.570068,3.22,8.59,0.51,-0.4,0.28,-0.29
4.590088,-0.9,7.1,1.53,-0.06,-1.28,-0.04
5.100098,-0.27,8.16,0.82,0.36,-0.67,0.2
5.200073,-1.22,9.22,1.26,0.41,-0.47,0.18
5.310059,-0.47,9.1,0.35,0.14,-0.41,-0.04
5.410034,-0.04,10.16,3.37,0.27,-0.17,0.22
5.51001,-0.82,12.98,-1.18,0.27,0.19,-0.37
5.610107,2,10.43,0.55,0.22,-1.05,-0.55
5.710083,0.08,9.69,-0.12,-0.47,-1.31,-0.83
5.820068,0.2,9.22,1.77,-0.35,-2.35,-0.38
5.920044,-1.33,9.3,2.47,0.09,-1.91,-0.51
6.02002,-1.77,9.92,2.94,-0.26,-1.66,-0.31
6.119995,-2.35,8.83,4.16,-0.37,-1.56,-0.56
6.220093,0.08,12.59,2.63,-0.49,-1.47,-1.17
6.330078,2,10,0.59,0.49,-1.07,-0.38
6.430054,0.43,9.22,1.53,0.62,-0.85,-0.21
6.530029,-1.26,9.49,0.86,0.32,-0.28,0.01
6.630005,-0.82,8.79,1.41,0.34,-0.42,0.16
6.73999,-0.55,10.08,0.63,0.32,-0.23,0.24
6.840088,-2.47,11.22,2.04,0.13,0.02,0.12
6.940063,1.22,14.4,-2.35,-0.08,-1.01,-0.44
7.040039,-0.47,10.71,0.31,-0.32,-2.04,-0.72
7.140015,0.2,9.1,-0.27,-0.48,-2.69,-0.86
7.25,-0.55,10.75,0.08,-0.21,-2.67,-0.96
7.350098,0.59,9.1,0.2,-0.12,-2.9,-0.82
7.450073,-0.67,9.22,1.22,-0.19,-2.29,-0.37
7.550049,-1.29,9.65,2.82,-0.25,-1.86,-0.57
7.650024,1.26,14.32,1.18,-0.15,-1.02,-0.79
7.76001,0.82,8.2,0.82,-0.47,-0.55,-0.67
7.860107,0.24,9.57,1.1,0.54,-1.18,-0.43
7.960083,-0.31,9.3,0.39,0.42,-1.12,-0.17
8.060059,-0.78,9.34,0.86,0.58,-0.93,-0.02
8.160034,-0.24,10.9,0.75,0.36,-0.14,0.45
8.27002,-0.51,11.02,2.31,0.17,0.27,0.03
8.369995,2.51,13.77,-1.29,0.19,0.14,-0.74
8.470093,1.02,8.55,2.04,-0.03,0.19,-0.2
8.570068,0.63,9.85,0.51,-0.74,-0.23,-0.16
8.670044,0.31,9.02,2.86,-0.51,-0.79,0.07
8.780029,-0.75,8.47,2.67,0.28,0.34,0.47
8.880005,-0.51,9.45,2.39,0.34,0.13,-0.13
8.980103,2.79,12.47,2,0.31,-0.23,0.62
9.080078,4.31,13.42,1.22,-0.08,0.38,0.31
9.180054,2.35,9.65,0.55,0.43,1.1,0.13
9.290039,1.92,8.79,0.24,0.5,1.12,0.38
9.390015,0.78,9.96,0.08,0.28,0.78,0.48
9.48999,-0.08,9.89,0.71,0.28,0.52,0.26
9.590088,0.12,9.89,1.84,0.02,0.08,0.14
9.690063,-1.06,11.89,3.1,0.43,0.66,0.53
9.800049,3.69,12.32,-1.84,0.1,0.12,-0.09
9.900024,0.12,11.96,-0.67,-0.26,-0.48,-0.5
