NAME:,walk_121_3_1.csv,,,,,
9.296262,6.59,-10.9,-0.47,-1.47,1.12,-0.69
9.406234,-1.18,-16.08,1.29,-0.85,2.52,0.8
9.503037,2.9,-4.28,1.37,-0.52,1.2,-0.22
9.609137,-2.24,-5.26,1.53,0.09,0.59,-0.45
9.769916,-2.08,-7.81,10.98,-0.8,-0.57,-0.21
9.838589,1.69,-12.32,10.9,1,0.33,0.34
9.921117,5.65,-15.53,2.12,-0.28,-1.05,-0.73
10.00722,1.06,-3.45,3.06,-0.34,-0.23,0.01
10.118409,-1.53,-4.31,0.43,0.75,-1.67,0.57
10.204937,2.55,-5.33,6.9,-0.67,0.75,0.59
10.308695,-1.96,-10.47,13.22,0.18,-1.24,-0.1
10.428069,7.06,-6.79,2.82,0,1.03,-0.32
10.514929,-0.51,-7.96,2.71,0.17,0.8,0.59
10.62322,1.37,-2.9,2.75,-0.17,1.81,-0.47
10.718894,-3.88,-6.55,1.29,-0.1,0,-0.49
10.814849,-1.1,-10.43,10,-0.07,0.08,-0.07
10.94098,1.22,-13.69,2.24,1.18,0.68,-0.16
11.04533,6.55,-10.43,1.1,-1.06,-0.37,-0.62
11.135786,-3.33,-2.82,2.2,1.52,-1.91,0.38
11.229275,4.16,-2.71,0.86,0.1,-0.75,0.36
11.339745,0.2,-10.87,15.53,0.33,-0.22,0.62
11.42789,7.18,-10.28,-1.06,0.28,0.16,0.06
11.547466,2.04,-15.65,-0.67,-1.38,2.94,0.28
11.643785,1.88,-3.02,1.29,-0.43,1.01,-0.12
11.758123,-1.8,-3.88,3.22,0.12,0.64,-0.46
11.853506,-3.14,-7.53,8.08,-0.68,-0.64,-0.39
11.961841,1.92,-12.55,11.18,0.54,0.34,0.28
12.048913,4.67,-12.98,-0.94,0.31,-1.34,-1.18
12.148803,2.35,-3.3,3.65,-0.31,0.01,-0.16
12.247772,-0.27,-3.77,-1.45,0.85,-1.74,0.49
12.35034,2.43,-4.39,6.79,-0.79,0.07,0.61
12.455098,2,-13.26,11.92,0.16,-1.56,-0.05
12.549325,6.55,-7.34,4.79,-0.42,1.5,-0.07
12.645209,-0.24,-6.2,1.77,0.07,0.57,0.71
12.76664,1.57,-2.63,2.94,0.02,1.6,-0.27
12.876956,-3.88,-6.71,1.37,-0.14,-0.02,-0.5
12.970625,-2.55,-12.2,8.24,0.34,0.29,0.14
13.079156,0.71,-9.34,2.31,1.12,0.9,-0.47
13.183692,7.73,-9.57,1.45,-0.56,-0.06,-0.38
13.279953,-2.63,-3.1,2.79,1.26,-1.69,0.46
13.369739,2.59,-4.28,1.77,-0.14,-0.74,0.44
13.465725,-0.43,-10.36,11.81,0.54,-0.14,0.42
13.573423,6.55,-11.77,-1.1,-0.4,0.22,-0.39
13.676248,0.94,-16.36,1.26,-1.35,2.72,0.38
13.774315,1.69,-3.41,1.06,-0.27,0.63,-0.16
13.870861,-2.12,-3.96,4.71,0.05,0.68,-0.56
13.988867,-1.69,-8.32,8.39,-0.72,-0.6,-0.17
14.085331,0.35,-13.42,10.36,1.25,0.53,0.29
14.184595,6.43,-16.12,0.43,-0.2,-0.98,-0.53
14.315343,1.1,-3.77,4.12,0.12,-0.28,-0.01
14.424082,-1.29,-3.61,-1.26,0.59,-2.01,0.73
14.512491,2.2,-5.61,7.88,-0.71,0.3,0.71
14.593287,-0.98,-12,15.38,0.34,-1.86,-0.14
14.693117,5.18,-8.43,3.49,0.21,1.07,-0.03
14.832416,0.63,-5.81,1.96,-0.41,0.17,0.46
14.945316,0.63,-2.24,4.39,0.1,1.3,-0.36
15.046912,-4.31,-6,3.53,-0.24,-0.28,-0.55
15.127064,-0.47,-13.3,9.34,0.06,0.21,0.46
15.216129,-0.39,-10.04,0.75,0.91,0.86,-0.58
15.343514,5.18,-7.77,2.82,-0.94,-0.07,-0.32
15.453445,-2.08,-2.94,0.59,1.18,-1.82,0.39
15.557079,3.49,-3.22,1.92,-0.21,-0.61,0.47
15.725014,2.08,-12.87,12.28,0.41,-0.54,0.42
15.774069,7.02,-12.04,-1.92,-1.53,0.45,-0.19
15.8526,1.57,-16.2,1.26,-1.32,2.38,0.76
15.9422,2.16,-3.22,2.28,-0.32,1.13,-0.24
16.0481,-2.39,-4.75,1.77,-0.01,0.53,-0.63
16.153187,-2,-8.98,9.96,-0.81,-0.71,-0.27
16.238614,0.27,-12.87,9.26,0.55,0.37,0.17
16.329579,6.67,-16.2,0.86,0.03,-0.72,-1.09
16.41953,0.12,-4.67,5.53,-0.17,-0.35,-0.1
16.543298,-1.1,-4.35,-1.37,0.45,-2.06,0.6
16.658644,1.53,-6.55,9.02,-0.88,0.53,0.75
16.738347,2.59,-11.77,13.14,0.45,-2.25,-0.01
16.858081,5.73,-7.41,2.04,0.12,1.5,0.05
16.944786,0.39,-5.18,1.45,0.05,0.42,0.67
17.049448,1.02,-2.39,3.84,-0.05,1.45,-0.43
17.176062,-4,-6.86,2.35,-0.25,-0.15,-0.57
17.267762,-1.65,-13.26,7.02,0.29,0.14,0.11
17.391808,-0.63,-13.02,1.33,1.31,1.08,-0.52
17.488014,7.26,-8.94,1.88,-0.53,-0.18,-0.33
17.556811,-2.86,-3.61,1.29,1.3,-2.01,0.36
17.644569,4.31,-2.79,3.06,0.08,-0.47,0.45
17.758789,1.92,-11.65,16.12,0.55,-0.48,0.39
17.849491,6.63,-11.26,-0.82,-0.78,0.74,-0.24
17.96886,-0.08,-16.36,1.26,-1.2,3.2,0.61
18.068686,2.43,-3.33,0.55,-0.54,0.86,-0.16
18.160683,-2.24,-3.96,3.1,0.05,0.89,-0.69
18.276295,-0.59,-9.89,10.59,-0.9,-0.54,-0.38
18.373125,-0.75,-13.14,11.22,0.63,0.45,0.33
18.462848,4.71,-16.4,-1.18,-0.26,-1.29,-1.18
18.56836,1.92,-3.14,2.24,-0.26,0.16,-0.27
18.674091,-0.51,-3.14,-0.59,1.1,-2.23,0.63
18.786333,2.51,-5.73,8.32,-0.44,-0.22,0.73
18.90975,1.92,-10.75,11.49,1.58,-1.82,-0.01
19.004354,4.71,-7.45,7.14,-0.05,0.67,-0.01
19.077156,-1.22,-8.12,2.43,0.52,0.98,0.85
19.274453,1.8,-4.08,1.61,-0.56,1.72,-0.18
19.339904,-2.82,-6.35,1.41,0.06,-0.05,-0.36
19.43484,-1.14,-11.06,10.55,-0.05,0.37,0.12
19.521674,-0.59,-12.47,6.51,1.27,0.45,0.24
19.603246,7.1,-13.42,2.28,-0.49,-0.7,-0.73
19.720036,-2.2,-2.59,5.81,1.29,-1.38,0.24
19.805054,-0.75,-4.35,-0.71,0.3,-1.31,0.59
19.903774,0.39,-7.45,11.41,-0.75,0.25,0.48
19.991816,0.86,-10.67,11.49,1.19,-1.57,0.28
20.105698,6.63,-7.53,3.61,0.37,0.7,0.5
20.213059,0.47,-5.92,2.39,0.21,0.3,0.42
20.322571,0.94,-2.59,2.94,-0.18,1.61,-0.75
20.419371,-2.63,-6.71,2.24,-0.3,-0.65,-0.51
20.523397,-3.45,-10.87,10.04,0.65,0.24,0.14
20.655499,-1.8,-10.36,3.88,1.07,0.28,0.28
20.752162,6.75,-8.51,0.9,-0.1,0.91,-0.77
20.820732,-0.35,-2.2,0.59,-0.02,-1.64,1.15
20.941586,-0.9,-3.77,5.33,-0.18,-0.87,0.8
21.040209,3.06,-10.67,11.65,0.24,-0.65,0.66
21.128269,3.73,-12.63,-4.2,-1.21,0.56,-0.64
21.244747,-0.12,-9.65,2.2,0.52,0.76,-0.03
21.338967,2.63,-1.8,3.22,-0.78,1.23,-0.71
21.442327,-1.49,-5.69,-0.63,-0.14,0.7,-0.78
21.533591,-5.65,-11.77,10.43,-0.75,0.04,-0.25
21.699934,1.33,-12.75,5.26,1.51,1.56,0.21
21.81802,5.65,-15.69,1.37,-0.57,-1.49,-0.23
21.883889,-0.55,-3.14,2.31,-0.32,-0.72,0.1
21.956357,1.8,-3.77,1.1,-0.03,-1.12,0.57
22.050193,-1.33,-11.26,10.75,0.41,-0.08,0.46
22.156052,4.94,-10.75,4.67,1.23,0.09,-0.06
22.260614,2.12,-15.1,0.98,-0.27,1.5,0.41
22.345799,1.33,-4.16,1.8,-0.46,0.49,0.25
22.461906,0.47,-1.77,3.61,-0.18,0.68,-0.52
22.581682,-3.88,-8.59,6.75,-0.26,-0.6,-0.39
22.669164,0.59,-13.22,10.83,0.35,0.16,0.39
22.753217,2.94,-14.51,-2.04,0.01,-0.68,-1.14
22.919089,2.94,-3.45,3.61,-0.12,0.15,-0.15
23.007383,-1.73,-3.57,-1.33,0.7,-1.83,0.5
23.092312,2.86,-4.24,6.71,-0.68,0.08,0.66
23.213187,2.59,-11.77,11.34,0.28,-1.73,-0.01
23.297972,7.57,-8.51,1.14,-0.22,1.65,-0.42
23.38694,0.55,-8.51,2.35,0.19,1.11,0.7
23.485675,1.57,-3.06,2.43,-0.46,0.82,-0.3
23.586625,-3.61,-6.9,1.26,-0.06,-0.06,-0.43
23.684149,-0.82,-11.73,10.32,-0.36,-0.12,0.07
23.823597,-0.04,-12.08,3.73,1.27,1.26,-0.19
23.93944,7.96,-10.94,1.84,-0.99,-0.68,-0.44
24.017702,-4.2,-3.22,4.24,1.64,-2.1,0.44
24.100474,3.22,-2.24,0,0.18,-0.82,0.41
24.256014,-0.35,-10.59,12.79,-0.49,0.28,0.47
24.371394,6.39,-12.51,2.35,1.95,-1.33,0.08
24.442937,3.33,-12.67,-0.24,-0.49,1.41,0.51
24.510846,0.55,-4.71,2.04,-0.58,0.44,0.21
24.593023,-0.78,-3.61,3.61,0.36,1,-0.46
24.692431,-3.1,-7.81,5.61,-0.39,-0.5,-0.4
24.801623,-0.08,-14.24,10.08,0.36,0.31,0.38
24.896108,1.33,-13.34,-0.55,0.38,0.02,-0.94
24.988452,2.98,-4.28,3.69,-0.06,-0.09,-0.05
25.128539,-2.55,-2.86,0.51,0.91,-1.94,0.39
25.2265,4.08,-4.12,4.51,-0.44,-0.07,0.62
25.31452,3.22,-13.14,12.08,0.38,-1.06,0.22
25.473445,5.77,-5.73,-2.12,-1.22,0.92,-0.27
25.554667,0.24,-14.59,2,-0.63,1.9,0.62
25.642244,2.12,-3.49,1.77,-0.38,1.88,-0.28
25.743493,-2.28,-5.65,1.49,0.1,0.33,-0.49
25.832751,-0.71,-8.67,10.59,-0.74,-0.34,-0.15
25.933554,0.2,-12.43,8.87,1.41,0.89,0.27
26.025213,6.55,-14.59,0.39,-0.54,-0.98,-0.63
26.132618,-1.1,-4.59,6.94,0.39,-0.77,0.06
26.226898,0.08,-3.73,-0.71,0.39,-1.78,0.5
26.354852,1.69,-7.92,8.9,-0.84,0.44,0.66
26.464877,1.37,-11.77,12.47,0.77,-1.94,0.11
26.567789,6.2,-8.16,3.53,-0.28,1.51,0.09
26.670878,-0.24,-6.75,1.8,0.38,0.6,0.67
26.751568,1.53,-2.79,3.88,-0.09,1.54,-0.38
26.840138,-4.04,-6.75,1.14,-0.03,-0.02,-0.52
26.941312,-1.1,-11.34,10.67,-0.21,0,-0.06
27.043993,0.75,-11.02,4.55,1.15,0.95,0.06
27.150146,7.3,-11.89,0.82,-1.12,-0.57,-0.53
27.305739,-2.71,-3.06,2.98,1.27,-1.77,0.42
27.391939,2.98,-3.61,0.59,0.29,-1.16,0.38
27.467999,-1.22,-9.89,11.69,-0.31,0.2,0.69
27.556189,8.39,-11.53,2.47,1.2,-1.46,-0.2
27.701266,2.75,-14.32,0.2,-0.51,2.29,0.58
27.81908,1.37,-4.55,1.41,-0.52,0.44,0.15
27.895543,0.51,-2.55,4.47,0.21,0.54,-0.28
27.980976,-3.65,-7.41,6.51,-0.39,-0.62,-0.3
28.072827,1.57,-12.71,10.83,0.04,0.11,0.37
28.175993,-0.24,-12.32,-0.12,0.26,0.21,-0.67
28.271453,2.94,-4.75,4.39,-0.44,0.14,-0.37
28.366325,-2,-3.37,-0.59,0.8,-2.23,0.65
28.488911,3.37,-3.3,3.73,-0.3,-0.13,0.49
28.58088,4.55,-12.51,10.24,0.44,-1.05,0.28
28.676329,6.16,-6.28,-3.14,-1.78,1.11,-0.67
28.778231,-0.16,-13.77,1.53,-0.77,1.94,0.74
28.921115,1.65,-3.06,1.96,-0.22,1.72,-0.21
29.013417,-1.96,-5.3,1.29,0.04,0.21,-0.43
29.094233,-0.86,-9.14,9.06,-0.66,-0.32,-0.32
29.193598,0.98,-11.61,12.24,0.97,0.62,0.26
29.289032,6.59,-15.57,0.12,-0.26,-0.92,-0.8
29.409221,-0.27,-4.16,6.24,0.41,-0.94,0.08
29.496704,-0.78,-4.12,-1.37,0.52,-1.9,0.56
29.57784,2.59,-6.51,7.69,-1.04,0.43,0.69
29.700736,2.12,-12.71,12.16,0.65,-2.23,0.03
29.814808,5.92,-7.81,4.43,-0.15,1.48,0.14
29.918854,0.24,-6.51,2.2,0.35,0.58,0.49
30.014058,1.45,-2.9,3.33,-0.04,1.36,-0.43
30.104419,-3.06,-7.41,1.29,-0.12,0.01,-0.44
30.199477,-0.82,-12.2,8.87,-0.11,-0.09,0.08
30.318979,-0.08,-10.2,4.28,1.31,0.91,-0.02
30.418759,6.9,-11.73,1.49,-0.7,-0.67,-0.5
30.516668,-1.14,-3.84,3.02,0.58,-1.43,0.35
30.60748,2.47,-4,1.29,0.01,-1.28,0.44
30.707027,-1.77,-10.55,12.08,0.13,-0.06,0.61
30.839299,7.45,-11.45,2,0.17,-0.26,-0.28
30.962702,0.16,-16.99,0.31,-1.18,2.92,0.36
31.038587,2.31,-4.2,0.9,-0.35,0.58,-0.04
31.11954,-0.75,-2.08,4.67,0.27,0.74,-0.45
31.232256,-4.12,-7.53,7.22,-0.27,-0.58,-0.3
31.328701,1.45,-13.73,10.87,0.12,-0.02,0.3
31.45869,3.14,-12.67,-1.22,0.15,-0.59,-1.4
31.560919,2.24,-4.08,4.51,-0.01,-0.42,0.01
31.635516,-0.9,-3.92,-1.29,0.51,-2.02,0.47
31.730863,3.45,-4.2,4.75,-0.96,0.23,0.6
31.838866,4.51,-13.42,10.16,0.33,-1.88,-0.05
31.945025,5.53,-7.57,0.04,-0.62,2.07,-0.17
32.032522,-1.1,-9.26,2.98,0.05,0.93,0.6
32.140011,1.22,-3.57,2.39,-0.19,1.84,-0.46
32.247243,-3.53,-6.75,0.27,-0.09,-0.06,-0.46
32.342701,-0.67,-10.2,11.22,-0.51,-0.29,-0.09
32.448093,-0.71,-11.61,5.41,1.29,0.68,0.08
32.637064,7.14,-11.34,0.27,-0.78,-0.58,-0.43
32.716161,-1.45,-3.14,4.43,0.81,-1.6,0.5
32.785833,1.29,-4,-0.82,0.22,-1.34,0.47
32.862003,-0.31,-9.18,11.53,-0.22,0.28,0.8
32.966837,6.08,-11.89,3.06,1.26,-1.25,-0.02
33.074719,1.96,-14.08,0.51,-0.54,2.16,0.58
33.172038,0.31,-4.04,1.02,-0.06,0.34,0.27
33.264447,-0.12,-2.75,4.71,0.06,0.81,-0.4
33.352147,-3.3,-7.65,5.65,-0.29,-0.42,-0.39
33.472078,1.33,-12.59,9.85,0.15,0.1,0.37
33.57605,1.69,-13.22,-0.47,0.22,-0.08,-0.99
33.686371,3.14,-4.31,4.16,-0.06,0.17,-0.19
33.867908,-2.04,-3.88,0.55,0.74,-2.14,0.52
33.968003,4,-3.14,4.43,-0.36,-0.14,0.53
34.036148,5.65,-13.3,8.87,0.29,-1.32,0.16
34.110568,6.24,-11.1,0.12,-1.24,0.83,-0.59
34.208363,0.27,-15.22,1.49,-0.07,2.03,0.76
34.306659,2.75,-3.45,2.16,-0.53,1.3,-0.4
34.401378,-2.98,-5.61,1.88,0.06,0.29,-0.49
34.508049,-1.06,-8.36,9.18,-0.57,-0.36,-0.25
34.605294,-0.12,-11.41,8.63,0.86,0.53,0.21
34.70184,6.59,-13.38,-0.27,-0.36,-0.61,-0.92
34.818809,-2.31,-4.39,6.79,0.52,-1.01,0.06
34.901957,0.16,-3.96,-0.16,0.4,-1.74,0.43
35.064217,0.98,-7.69,8.67,-0.88,0.3,0.79
35.187732,1.06,-11.34,13.34,1.01,-1.89,0.14
35.260442,6.04,-10.63,4.67,1.09,1.2,0.21
35.343914,0.75,-5.37,1.18,-0.19,0.3,0.49
35.434675,0.51,-2.75,3.65,0.15,1.21,-0.37
35.543655,-3.53,-7.37,2.59,-0.36,-0.38,-0.42
35.660291,-1.53,-13.53,7.85,0.27,0.27,0.19
35.757735,-0.55,-9.38,0.27,0.66,0.72,-0.62
35.868384,6.04,-9.85,2.79,-1.05,0.32,-0.55
35.963893,-1.88,-3.8,0.47,0.96,-2.08,0.46
36.055329,3.02,-3.37,2.55,-0.15,-0.39,0.37
36.179247,1.45,-12.63,12.08,0.46,-0.2,0.58
36.266581,6.08,-9.65,-0.27,-1.03,0.36,-0.43
36.347206,0.39,-15.53,0.71,-0.95,2.68,0.75
36.449664,2.2,-3.84,0.98,-0.54,0.6,-0.23
36.552384,-1.61,-4.04,4.12,0.07,0.48,-0.49
36.664511,-1.45,-9.3,9.61,-0.42,-0.37,-0.26
36.747925,1.57,-12.4,9.81,0.97,0.27,0.37
36.867743,6.79,-13.18,0.12,-0.33,-0.88,-0.76
36.969697,-0.51,-3.49,5.22,0.48,-1.09,0.12
37.050045,-0.08,-3.92,-1.1,0.29,-1.53,0.5
37.150885,1.26,-7.26,9.85,-0.47,0.63,0.75
37.256142,2.51,-10.24,9.65,1.28,-1.75,0.09
37.344936,4.39,-10.59,3.49,0.65,0.94,0.3
37.442885,0.43,-5.45,1.96,-0.01,0.22,0.39
37.552838,0.16,-2.24,4.2,-0.03,1.29,-0.46
37.649751,-3.84,-7.02,3.96,-0.23,-0.46,-0.4
37.7566,-1.45,-12.98,8.94,-0.18,-0.07,0.42
37.870701,-1.57,-9.89,0.31,0.45,0.33,-1.02
37.975786,3.96,-5.18,3.65,-0.53,0.21,-0.34
38.069561,-2.16,-4.59,-0.86,0.65,-2.2,0.6
38.165762,3.73,-2.9,3.73,-0.33,-0.09,0.52
38.292764,2.47,-13.61,12.87,0.24,-0.88,0.31
38.42339,5.18,-9.41,-1.18,-1.34,1.38,-0.23
38.494466,0.47,-12.67,1.26,-0.25,1.75,0.62
38.575048,1.33,-3.65,2.67,-0.23,1.7,-0.52
38.672814,-2.98,-5.61,0.86,0.09,0.28,-0.59
38.779885,-0.98,-9.69,9.81,-0.53,-0.29,-0.15
38.880146,-0.51,-12.08,8.75,1.36,0.9,0.13
38.979695,4.9,-13.69,0.35,-0.44,-0.86,-0.47
39.076905,-1.02,-4.24,5.45,0.54,-1.3,0.41
39.195589,0.59,-3.92,-1.41,0.22,-1.47,0.47
39.287615,0.43,-8.59,9.14,-0.45,0.24,0.67
39.416817,0.47,-12.55,11.57,1.34,-2.03,0.11
39.515677,5.22,-8.28,5.33,0.97,0.66,0.51
39.612552,0.2,-4.98,2,-0.2,0.19,0.55
39.721094,0.35,-2.79,5.02,-0.05,0.91,-0.24
39.814461,-3.53,-7.06,3.45,-0.25,-0.41,-0.38
39.89685,-0.12,-11.49,11.77,-0.29,0.06,0.31
39.986876,0.16,-10.71,-1.8,0.52,0.57,-1.02
40.084539,3.84,-6.32,4.55,-0.3,-0.03,-0.23
40.200838,-1.96,-3.73,-1.26,0.72,-2.21,0.51
40.298781,3.8,-2.98,2.82,-0.39,-0.1,0.45
40.433388,4.31,-13.53,9.89,0.51,-0.73,0.26
40.552015,6.75,-11.61,-1.49,-1.38,0.85,-0.44
40.636018,0.47,-15.22,1.53,-1.12,3.09,0.61
40.720565,1.88,-3.8,2.16,-0.2,1.35,-0.17
40.832198,-1.96,-4.59,1.88,0.02,0.59,-0.59
40.920358,-0.59,-9.49,8.75,-0.74,-0.43,-0.29
41.023032,0.04,-12.87,9.49,0.92,0.47,0.33
41.1229,4.59,-15.1,0.27,-0.13,-0.6,-1.18
41.233286,-0.24,-3.26,4.71,0.29,-1.14,0.2
41.325115,-0.39,-3.3,-0.71,0.34,-1.66,0.53
41.427334,1.33,-7.41,7.88,-0.67,0.8,0.75
41.529254,1.49,-12.79,12.36,0.61,-2.01,0.1
41.643326,4.71,-8.59,3.06,0.38,1.32,0.17
41.729135,-0.08,-6.12,1.33,-0.04,0.64,0.21
41.846996,1.33,-2.12,2.71,0,0.88,-0.25
41.936713,-3.3,-7.14,2.67,-0.1,-0.26,-0.44
42.045328,-3.06,-13.26,9.73,-0.07,-0.05,0.35
42.15436,-0.12,-9.73,1.53,1.15,0.82,-0.44
42.262597,4.55,-6.39,2.98,-0.85,-0.02,-0.32
42.349509,-2.28,-3.96,0.71,1.05,-2.11,0.6
42.445401,3.1,-3.49,1.61,-0.12,-0.54,0.37
42.54856,2.98,-12.71,11.73,0.42,-0.12,0.5
42.641663,7.61,-11.96,-2.67,-0.89,0.49,-0.29
42.742667,0.71,-17.34,1.49,-1.15,2.86,0.49
42.838821,2,-3.61,1.57,-0.51,0.71,-0.32
42.992358,-1.41,-4,2.98,0.03,0.48,-0.57
43.095324,-3.02,-8.2,7.96,-0.56,-0.41,-0.37
43.17324,1.18,-12.91,11.85,0.85,0.41,0.42
43.349421,5.14,-15.22,0.47,0.15,-0.84,-1.03
43.417333,1.1,-4,6.12,-0.16,-0.37,-0.05
43.501503,-2,-4.9,-0.08,0.53,-2.09,0.53
43.591773,1.92,-5.49,6.63,-0.96,0.49,0.72
43.687622,2.79,-12.47,12.32,0.39,-2.04,0.19
43.799521,4.43,-7.3,1.92,0.11,1.37,0.08
43.91485,-0.39,-7.02,2.08,0.06,0.63,0.44
44.001101,0.98,-2.75,3.26,-0.19,1.47,-0.42
44.104747,-3.41,-6.51,0.9,0.08,0.11,-0.46
44.197011,-0.12,-9.22,9.61,-0.5,-0.33,-0.11
44.301553,-1.53,-12.2,6.24,1.68,0.96,0.23
