"Name:","run_127_1_1"
"EXPERIMENT TIME:","15/03/2024 20:33"
"ACTIVITY TYPE:","Running"
"COUNT OF ACTUAL STEPS:","159"

"Time [sec]","ACC X","ACC Y","ACC Z","GYRO X","GYRO Y","GYRO Z"
"30.566","-1.8","0.71","-8.94","-0.41","0.9","-0.0"
"30.616","1.57","2.9","-1.37","0.33","-0.49","-0.24"
"30.666","-0.82","-0.04","-11.61","0.22","-0.62","0.52"
"30.716","3.41","6.04","-16.0","-0.19","-0.8","0.2"
"30.766","6.63","1.37","-20.01","0.07","-0.97","-1.2"
"30.816","-2.08","-4.59","-15.77","1.23","-1.15","-0.71"
"30.866","-6.08","-0.43","-14.98","0.19","-0.49","0.86"
"30.916","-3.22","4.31","-9.81","-0.4","-0.59","1.52"
"30.966","-1.45","-0.08","-2.08","0.08","-0.96","-0.29"
"31.016","2.08","-2.67","8.12","-1.23","-0.99","0.0"
"31.066","4.31","1.69","-4.9","-0.08","0.27","-0.33"
"31.116","-3.26","-1.96","-11.45","0.02","0.09","-0.38"
"31.166","-1.22","8.2","-20.01","-0.48","1.08","-0.59"
"31.216","-3.14","1.06","-10.04","-0.17","0.89","-0.75"
"31.266","-1.53","4.31","-17.3","-0.1","2.11","0.35"
"31.316","0.47","3.49","-10.16","0.0","1.4","-0.41"
"31.366","-0.94","-0.27","-4.9","-0.73","0.54","-0.13"
"31.566","8.43","8.43","-20.01","0.86","-0.12","-0.39"
"31.616","-3.33","-5.26","-19.53","0.76","-0.62","-1.2"
"31.666","-5.02","0.27","-19.3","0.0","-0.01","1.15"
"31.716","-1.92","1.49","-5.49","-1.27","-0.41","1.58"
"31.766","2.51","4.47","0.98","-0.92","-0.15","0.75"
"31.816","-1.49","-2.71","3.33","-0.05","-0.13","-1.1"
"31.866","1.57","1.26","-6.39","0.2","0.63","-0.33"
"31.916","-1.29","-0.47","-15.69","0.28","-0.65","-1.11"
"31.966","6.9","11.22","-18.95","-0.4","0.24","0.67"
"32.016","-5.65","-2.12","-19.97","0.14","-0.18","-0.57"
"32.166","-6.39","-4.43","-16.55","-0.41","1.33","0.07"
"32.216","2.75","4.67","1.41","0.24","-0.66","0.01"
"32.266","-0.78","0.2","-4.16","0.44","-0.3","0.18"
"32.316","-0.55","-2.63","-8.0","0.82","-1.66","-0.16"
"32.366","8.98","11.41","-9.77","-0.47","0.08","1.44"
"32.416","1.88","0.16","-20.01","0.43","-0.31","-1.64"
"32.466","-4.43","-2.98","-20.01","0.67","-0.27","-0.44"
"32.516","-5.26","0.39","-16.44","0.28","-0.55","0.6"
"32.566","-2.24","2.2","-6.86","-0.48","-0.78","1.28"
"32.616","0.55","2.35","2.59","-0.55","-0.49","0.16"
"32.666","0.86","-2.0","4.94","-0.1","-0.27","-0.42"
"32.816","6.32","8.16","-20.01","-0.82","1.5","0.49"
"32.866","-6.79","-3.73","-11.1","-0.15","0.45","-0.51"
"32.916","-1.88","4.79","-20.01","0.43","2.36","1.85"
"32.966","2.24","6.35","-10.4","-0.39","1.7","1.12"
"33.016","-2.04","4.98","-14.55","-0.54","0.64","0.23"
"33.066","1.37","3.37","1.18","0.13","-0.85","-1.23"
"33.116","2.94","-2.59","-3.53","0.38","-0.91","-1.16"
"33.166","4.2","-2.04","-4.24","-0.51","-1.29","0.25"
"33.216","5.06","6.63","-5.26","-0.37","0.18","0.11"
"33.266","2.47","5.81","-20.01","0.54","0.05","-0.79"
"33.416","-2.82","0.94","-6.0","-0.63","-0.63","1.56"
"33.466","0.71","6.51","-3.14","0.16","-0.1","1.07"
"33.516","-0.9","1.06","1.57","-0.06","-0.76","-0.87"
"33.566","3.73","0.31","-1.1","0.15","0.2","-0.82"
"33.616","0.24","-2.24","-17.42","0.2","-0.19","-1.44"
"33.666","9.14","16.63","-20.01","-0.84","0.55","2.09"
"33.716","-6.2","-1.06","-18.55","-0.18","-0.11","-2.48"
"33.766","-7.96","-3.22","-15.14","0.17","1.26","-0.86"
"33.816","1.37","5.02","-7.37","-1.07","1.52","1.21"
"33.866","-2.04","2.94","-13.22","0.07","1.56","0.63"
"33.916","-0.16","3.18","-1.41","-0.28","-0.56","-0.67"
"34.066","7.26","4.94","-1.73","-1.25","-1.0","0.55"
"34.216","-5.26","-0.63","-17.1","-0.04","-0.03","0.98"
"34.266","-7.02","-0.35","-16.16","-0.02","-0.54","1.48"
"34.316","2.98","6.51","-0.31","-1.21","-0.58","1.99"
"34.366","1.14","0.47","1.29","0.11","0.01","-0.59"
"34.416","-0.78","-5.3","4.31","-0.18","-0.01","-0.19"
"34.466","2.98","3.8","-8.39","-0.22","0.86","0.34"
"34.516","-4.67","-1.84","-18.16","0.29","-0.58","-0.82"
"34.566","4.04","10.79","-20.01","-0.54","0.76","0.52"
"34.616","-3.8","5.37","-17.5","-0.54","0.72","-0.77"
"34.666","-3.49","2.04","-15.14","-0.4","1.71","-0.43"
"34.716","1.18","2.59","-9.81","-0.84","2.05","0.12"
"34.766","-2.47","1.22","-14.59","-0.23","1.02","1.13"
"34.916","1.77","0.51","-3.37","0.06","-1.86","-0.07"
"34.966","10.71","7.88","-7.3","0.26","0.12","0.91"
"35.972","-9.14","-4.12","-18.48","0.27","-0.76","0.18"
"36.917","0.75","1.33","1.22","0.55","-0.84","1.42"
"39.413","-6.71","0.67","-18.12","0.17","-0.6","1.03"
"39.463","-2.2","-0.27","-6.43","-0.45","-0.96","1.39"
"39.513","-0.75","1.26","0.39","-0.19","-0.28","1.3"
"39.563","1.18","0.9","-3.49","0.37","-0.26","1.01"
"39.613","-1.18","-2.63","-2.59","-0.41","-0.28","0.33"
"39.663","2.79","4.31","-8.63","-1.3","0.35","1.07"
"39.713","-4.08","2.39","-20.01","0.26","0.84","-0.09"
"39.863","1.1","5.22","-9.14","0.25","1.43","0.44"
"39.913","0.08","5.1","-12.28","0.37","0.91","-0.54"
"39.963","-2.82","-1.73","-6.35","0.06","-0.89","-0.91"
"40.113","7.18","13.22","-20.01","0.7","0.57","0.24"
"40.163","-4.04","-1.22","-20.01","0.42","-0.71","-1.38"
"40.213","-3.41","-0.27","-15.93","0.32","-0.65","0.51"
"40.263","-3.49","1.45","-7.85","0.03","-0.57","0.99"
"40.313","-1.45","4.47","-5.69","0.14","0.09","0.78"
"40.363","1.26","-0.16","2.0","-0.32","-0.43","-0.47"
"40.513","-3.3","4.51","-20.01","0.15","0.19","-0.57"
"40.563","0.2","6.12","-11.61","-0.78","0.95","0.09"
"40.613","-1.84","1.77","-10.63","0.18","1.39","-0.23"
"40.663","0.31","4.86","-8.94","-0.33","1.78","0.4"
"40.713","-4.31","0.47","-11.1","-0.4","0.55","-0.3"
"40.763","1.92","4.9","-2.08","-0.59","-0.6","0.02"
"40.813","3.06","0.43","-9.34","0.2","-1.01","-1.28"
"40.863","6.63","1.96","-5.1","0.11","-0.55","-0.24"
"40.913","7.92","6.98","-18.2","0.04","-0.61","-1.63"
"40.963","-2.63","-0.75","-20.01","0.96","-0.92","-1.07"
"41.113","-0.08","0.86","4.2","-0.16","-0.36","-0.13"
"41.163","1.02","-2.9","1.41","0.98","0.5","-0.71"
"41.213","1.06","1.14","-9.1","0.22","0.9","-0.35"
"41.263","-0.94","2.47","-13.85","-0.48","-0.29","-0.74"
"41.313","6.86","15.73","-20.01","-0.18","0.87","0.48"
"41.363","-7.53","-2.94","-19.85","0.2","1.24","-1.99"
