NAME:,walk_111_5_1.csv,,,,,
EXPERIMENT TIME:,20/03/2024 17:59:55,,,,,
ACTIVITY TYPE:,Walking,,,,,
COUNT OF ACTUAL STEPS:,114,,,,,
,,,,,,
Time [sec],ACC X,ACC Y,ACC Z,GYRO X,GYRO Y,GYRO Z
0.07299805,9.52,0.14,-2.25,0.12,0.02,-0.05
0.1459961,9.57,0.14,-2.28,0.12,0.02,-0.05
0.21899414,9.54,0.13,-2.28,0.11,0.03,-0.05
0.2919922,9.54,0.13,-2.28,0.11,0.03,-0.04
0.36499023,9.56,0.16,-2.31,0.11,0.04,-0.03
0.43798828,9.56,0.18,-2.35,0.14,0.04,-0.03
0.5109863,9.51,0.2,-2.33,0.14,0.05,-0.03
0.5839844,9.53,0.16,-2.33,0.13,0.04,-0.03
0.6569824,9.56,0.18,-2.29,0.13,0.03,-0.04
0.72998047,9.55,0.19,-2.33,0.14,0.04,-0.04
0.80303955,9.56,0.16,-2.37,0.13,0.05,-0.03
0.8760376,9.53,0.14,-2.37,0.14,0.04,-0.03
0.94903564,9.53,0.18,-2.34,0.15,0.05,-0.04
1.0220337,9.51,0.21,-2.28,0.13,0.05,-0.04
1.0950317,9.53,0.15,-2.34,0.12,0.04,-0.04
1.1680298,9.54,0.1,-2.26,0.11,0.05,-0.04
1.2410278,9.54,0.13,-2.36,0.13,0.04,-0.04
1.3140259,9.51,0.21,-2.29,0.14,0.05,-0.05
1.3870239,9.53,0.27,-2.29,0.14,0.03,-0.07
1.460022,9.5,0.08,-2.28,0.1,0.01,-0.06
1.53302,9.62,0.07,-2.11,0.1,0.01,-0.01
1.6060181,9.66,0.23,-2.01,0.16,0.09,0.02
1.6790161,9.68,0.52,-1.8,0.13,0.19,0.01
1.7520142,9.47,0.61,-1.69,0.04,0.28,0.01
1.8250122,9.29,0.75,-1.46,0.03,0.26,-0.05
1.8980103,9.6,0.84,-0.53,0.01,0.23,-0.01
1.9710083,9.49,0.6,-0.95,0.13,0.18,0.12
2.0440063,9.21,-0.37,-2.18,0.24,0.23,0.11
2.1170044,9.81,-1.44,-1.05,0.14,0.01,0.15
2.1900024,10.01,-0.87,-0.31,0.22,-0.29,0.16
2.2630005,8.58,-0.38,-0.44,0.25,0.01,0.06
2.3359985,8.68,-1.18,-0.03,-0.23,-0.15,0.06
2.4089966,9.54,-1.54,0.51,-0.12,0.02,-0.14
2.4819946,10.17,-1.62,0.13,-0.13,0.15,-0.15
2.5549927,11.81,-1.93,-0.08,-0.18,0.07,-0.09
2.6279907,13.06,-2.68,-3.31,-0.35,-0.17,0.31
2.7009888,8.21,0.31,-4.57,1.26,0.63,-0.18
2.7739868,7.86,1.77,-1.13,1.17,0.16,-0.36
2.8469849,7.97,-0.92,-0.98,0.25,-0.12,-0.08
2.919983,7.83,0.19,-0.41,0.76,0.21,-0.16
2.992981,8.67,0.24,0.05,0.63,-0.13,0
3.065979,11.15,-0.59,-0.41,0.39,-0.23,0.21
3.139038,12.13,0.72,1.54,0.75,0.11,0.12
3.2120361,11.79,-1.1,-5.33,0.01,0.06,0.12
3.2850342,7.47,-1.44,-2.51,0.03,0.41,0.37
3.3580322,9.92,-0.88,-2.48,0.22,-0.54,0.15
3.4310303,6.14,-0.64,-1.49,0.44,0.28,0.06
3.5040283,8.72,-1.99,-1.31,-0.38,-0.16,0.01
3.5770264,10.23,-2.26,-0.05,-0.14,0,-0.07
3.6500244,10.58,-2.45,0.54,-0.17,0.28,0.08
3.7230225,11.96,-1.51,-3.35,-0.55,0.32,0.14
3.7960205,10.41,-0.44,-4.08,1.13,0.52,-0.14
