NAME:,run_111_2_1.csv,,,,,
EXPERIMENT TIME:,20/03/2024 18:18:13,,,,,
ACTIVITY TYPE:,Running,,,,,
COUNT OF ACTUAL STEPS:,150,,,,,
,,,,,,
Time [sec],ACC X,ACC Y,ACC Z,GYRO X,GYRO Y,GYRO Z
0.07299805,8.99,0.56,-2.35,0.21,-0.23,-0.15
0.1459961,9.58,0.77,-2.39,-0.11,-0.25,-0.15
0.21899414,9.28,0.35,-2.01,-0.42,-0.03,-0.22
0.2919922,10.44,0.28,-1.86,-0.65,0.1,0.1
0.36499023,12.82,0.4,-1.01,-0.24,-0.11,0.07
0.43798828,9.62,-0.03,-5.07,0.34,0.12,-0.04
0.5109863,7.09,-1.11,-2.54,-0.38,0.88,-0.24
0.5839844,14.23,-0.33,-3.45,1.16,-0.02,0.01
0.6569824,10.47,1.69,-2.14,1.07,0.19,-0.19
0.72998047,11.04,1.15,-0.86,1.09,-0.23,-0.22
0.8029785,2.52,2.56,-3.03,0.31,0.01,-1.02
0.87597656,2.35,0.56,-3.82,-1.42,1.28,-0.02
0.9489746,17.44,2.6,-6.69,-1.68,-0.38,0.64
1.0219727,13.44,-1.75,-0.99,-2.22,-0.3,0.19
1.0949707,12.09,0.56,-0.97,-0.85,-0.05,0.59
1.1679688,5.23,0.49,-2.77,0.29,-0.44,0.05
1.2409668,0.34,-0.56,-0.88,-0.46,1.21,0.49
1.3139648,14.42,-0.22,-6.98,0.45,0.37,0.17
1.3869629,15.87,-0.31,-1.67,0.74,-0.19,-0.23
1.4599609,9.85,-1.18,-1.6,1.53,0.01,-0.16
1.532959,9.02,3.01,-1.07,1.06,-0.48,-0.12
1.605957,3.28,0.9,-2.52,0.23,-0.38,-1.04
1.6789551,3.08,1.1,-5.34,-1.27,1.1,-0.51
1.7519531,17.19,0.97,-3.28,-1.67,-0.55,0.7
1.8249512,15.58,-2.22,-1.67,-1.58,-0.41,0.3
1.8979492,10.5,0.16,-1.49,-0.12,-0.24,0.55
1.9709473,5.53,0.31,-1.86,1.13,-1.18,-0.32
2.0439453,-0.08,-0.85,-1.87,0.46,1.06,-0.3
2.1169434,10.57,-0.03,-7.79,0.15,0.72,0.22
2.1899414,16.6,1.56,-2.99,-0.22,-0.03,-0.21
2.2629395,9.36,-1.6,-1.27,1.07,-0.01,-0.35
2.3359375,9.32,2.24,-1.3,1.15,-0.62,-0.32
2.4089355,2.58,1.19,-3.5,0.24,0.07,-0.92
2.4819336,5.05,1.01,-4.44,-1.48,1.51,-0.16
2.5549316,18.63,3.52,-7.26,-1.26,-0.93,0.44
2.6279297,13.58,-2.37,0.23,-1.54,-0.3,0.56
2.7009277,9.45,1.32,-2.23,0.55,-0.31,0.62
2.7739258,1.71,-0.44,-2.09,0.53,-0.16,-0.46
2.8469238,0.56,0.24,-3.59,-0.21,1.48,0.08
2.9199219,15.13,-0.31,-6.87,0.23,-0.04,0.73
2.99292,15.12,-0.5,-0.52,0.53,-0.22,-0.61
3.065918,9.86,-0.07,-1.39,1.14,0.23,0.3
3.138916,5.75,1.85,-1.97,1.15,-0.55,-0.93
3.211914,1.47,1.18,-3.58,-0.25,0.64,-0.94
3.284912,13.08,2.14,-5.83,-0.72,0.17,0.39
3.3579102,16.84,-1.14,-3.23,-0.4,-0.85,-0.25
3.4309082,10.23,-0.93,-0.64,0,0.01,0.67
3.5039062,7.28,0.37,-2.56,1.43,-0.66,-0.26
3.5769043,-0.53,-0.26,-4.07,0.78,0.77,-0.64
3.6499023,10.94,-0.91,-6.47,0.81,0.77,0.48
3.7229004,16.64,-0.69,-3,1.27,-0.68,-0.49
3.7960205,10.53,-0.36,-2.33,2.13,-0.41,-0.82
3.8690186,7.58,1.57,-1.14,1.36,-0.6,-1.09
3.9420166,1.78,1.19,-2.55,0.13,0.4,-1.08
4.0150146,6.98,1.45,-6.83,-1.09,1.23,0.39
4.0880127,18.89,-0.27,-7.32,-0.54,-0.26,0.66
4.1610107,11.99,-2.69,-1.61,0.4,-0.48,0.58
4.234009,10.26,-0.26,-4.69,1.87,-0.72,-0.16
4.307007,2.26,-1.24,-3.28,0.9,0.3,-0.07
4.380005,4.01,-0.76,-1.96,0.63,1.28,0.65
4.453003,16.4,0.07,-7.88,0.84,0.46,0.8
4.526001,11.56,0.03,-1.31,1.56,-0.58,-0.59
4.598999,9.38,-0.52,-2.84,1.07,0.45,0.49
4.671997,5.31,2.07,-3.49,0.24,0.2,-0.46
4.744995,2.83,2.43,-3.22,-1.25,0.75,-0.43
4.817993,16.12,1.86,-7.22,-1.05,-0.86,0.46
4.890991,14.77,-0.16,-3.2,-1.5,-1.13,0.21
4.9639893,9.54,0.63,-2.67,-0.59,-0.02,0.75
5.0369873,4.14,0.15,-2.96,-0.46,0.3,0.26
5.1099854,2.58,-0.01,-4.24,-1.36,1.57,0.73
5.1829834,16.34,2.81,-10.69,-0.73,0.6,0.82
5.2559814,12.59,0.25,1.5,-0.03,-0.5,-0.8
5.3289795,7.98,0.54,-4.18,-0.66,-0.48,-0.24
5.4019775,6.42,2.29,-2.96,-1.44,-0.27,-0.17
5.4749756,4.06,1.99,-5.58,-2.89,0.73,0.32
5.5479736,11.06,3.67,-6.32,-3.91,0.39,1.21
5.6209717,16.78,-0.49,-4.96,-3.06,-0.57,0.79
5.6939697,11.55,0.95,-1.97,-1.12,-0.26,0.41
5.766968,5.92,2.06,-2.94,0.13,-0.33,-0.07
5.839966,2.39,-0.66,-2.26,-0.69,0.75,0.41
5.912964,8.84,2.32,-6.43,-1.44,0.81,0.43
5.985962,16.36,2.15,-6.43,-1.29,-0.33,0.03
6.05896,11.39,1.09,-2.77,-0.22,0.01,-0.09
6.131958,9.43,1.22,-2.56,-0.32,0.01,0.39
6.204956,4.55,1.6,-2.98,-0.7,-0.01,-0.08
6.277954,4.77,2.39,-4.58,-2.77,1.36,0.58
6.350952,10.02,4.75,-6.51,-2.92,-0.18,0.97
6.42395,17.16,-2.28,-4.24,-2.93,-0.81,0.92
6.4969482,10.3,0.37,-1.33,-2.22,-0.22,0.71
6.5699463,7.91,1.37,-2.75,-0.45,-0.86,0.42
6.6429443,4.03,0.26,-2.58,0.12,0.77,0.14
6.7159424,5.61,1.35,-6.03,-0.31,1.23,0.14
6.7889404,16.55,1.35,-6.25,-0.16,-0.05,-0.05
6.8619385,13.53,-1.31,-1.66,-0.06,-0.06,-0.49
6.9349365,9.02,1.26,-2.68,0.9,-0.2,-0.37
7.0079346,5.12,2.43,-3.03,0.94,-0.43,-0.93
7.0809326,2.69,-0.04,-3.51,-1.15,0.78,-0.13
