NAME:,walk_125_3_1.csv,,,,,
EXPERIMENT TIME:,12/03/2024 6:04,,,,,
ACTIVITY TYPE:,Running,,,,,
COUNT OF ACTUAL STEPS: ,20,,,,,
,,,,,,
Time [sec],ACC X,ACC Y,ACC Z,GYRO X,GYRO Y,GYRO Z
0,9.49,-0.59,-1.84,-0.46,-0.2,-0.08
0.070007324,9.3,-0.94,-1.14,-0.31,-0.11,-0.27
0.13000488,9.1,0.16,-1.53,0.55,0.08,-0.43
0.19000244,8.47,0.27,-1.57,0.28,0.01,-0.2
0.25,10.16,-1.18,-1.73,-0.36,-0.14,0.02
0.30999756,9.92,-0.67,-2.31,0.69,0.47,-0.31
0.38000488,9.18,0.16,-0.67,0.46,0.34,-0.56
0.44000244,10.55,-0.39,-1.92,-0.82,-0.27,-0.76
0.5,11.73,-1.61,-2.12,-1.05,-0.34,-0.69
0.55999756,7.37,-2.35,-2.47,-0.9,0.42,-0.75
0.6199951,4.28,1.29,2.28,1.13,0.75,-0.41
0.69000244,12.55,4.39,3.8,3.43,-0.88,1.56
0.75,18.08,9.45,-7.26,7.66,2.18,-0.8
0.80999756,1.92,2.86,2.55,1.56,3.49,-2.38
0.8699951,10.12,3.84,-2.24,-0.36,-2.18,1.61
0.9299927,9.1,1.73,-0.98,-2.39,0.96,0.66
1,4.59,-0.86,1.92,-1.52,1.07,0.91
1.0599976,9.65,-1.45,1.14,-0.95,-1.22,0.75
1.1199951,16.04,-3.3,0.51,-1.84,-0.4,1.4
1.1799927,8.2,-3.18,1.02,0.76,1.23,0.73
1.2400208,0.16,-1.37,0,2.91,1.39,0.72
1.3099976,-1.8,5.33,2.9,3.41,3.48,0.2
1.3699951,20.01,14,18.63,9.44,-4.76,3.23
1.4299927,6.86,1.41,3.53,-8.47,34.81,35.63
1.4900208,20.01,-4.67,2.12,-3.85,-3.32,-1.44
1.5599976,6.86,-3.3,2.24,0.42,1.84,0.13
1.6199951,10,-1.37,-0.51,0.88,-2.12,-1.53
1.6799927,6.98,-0.55,-1.1,-0.14,1.25,-1.5
1.7400208,3.57,-1.45,0.67,-2.62,0.09,-0.8
1.8099976,2.08,-2.04,2.43,-0.16,0.92,0.87
1.8699951,-1.49,-0.43,5.3,5.18,1.16,1.47
1.9299927,20.01,8.98,-9.02,7.45,-6.8,4.99
1.9900208,1.88,2.2,2.31,0.68,6.27,-2.98
2.0500183,7.65,1.37,-0.08,-2.02,-2.85,0
2.119995,18.95,-1.65,-7.02,-4.23,-0.48,2.11
2.1799927,3.1,-3.3,3.22,-3.87,3.48,1.4
2.2400208,0.9,-1.53,1.06,-3.14,1.94,2.07
2.3000183,3.3,-1.45,-0.04,0.77,-1.45,-0.35
2.3600159,-2.31,-0.86,2.12,2.95,-0.56,-0.44
2.4299927,20.01,-4.47,-20.01,11.69,-7.1,3.36
2.4900208,-1.14,-1.22,12.75,-2.09,6.19,-4.38
2.5500183,12.67,1.45,-4.43,-5.08,-4.09,-1.68
2.6100159,19.18,-2.63,-14.71,-1.99,-2.31,-0.83
2.6700134,8.24,-2.79,-2.12,-2.11,-0.16,-0.55
2.7400208,10.2,-2.04,0.9,0.72,-0.42,-2.13
2.8000183,-0.08,-0.16,-0.55,0.25,2.47,-0.5
2.8600159,-3.33,-0.04,-0.71,0.82,4.68,0.45
2.9200134,4.04,-2.43,-3.22,5.55,4.35,2.23
2.980011,20.01,12.08,-15.65,9,-13.37,8.1
3.0500183,6.16,0.2,5.81,-9.34,3.13,-1.11
3.1100159,19.5,-6.2,5.73,-5.63,-2.98,1.88
3.1700134,7.57,-2.59,-0.82,4.76,2.94,0.63
3.230011,0.86,-0.31,1.33,2.71,1.9,1.12
