NAME:,run_123_5_1.csv,,,,,
EXPERIMENT TIME:,12/03/2024 16:48:40,,,,,
ACTIVITY TYPE:,Running,,,,,
COUNT OF ACTUAL STEPS:,122,,,,,
,,,,,,
Time [sec],ACC X,ACC Y,ACC Z,GYRO X,GYRO Y,GYRO Z
.0000,-9.89,-2.28,2.98,0.50,-0.12,-0.37
.0820,-9.92,-0.12,6.24,-0.75,-0.17,-1.00
.1640,-13.73,0.27,7.92,-0.72,0.44,0.15
.2460,-13.73,-0.35,6.24,-0.04,-0.12,0.40
.3280,-9.18,-1.53,2.98,0.75,-0.34,0.44
.4100,-4.12,-2.82,-1.02,0.33,0.37,0.54
.4920,-3.14,0.08,-0.24,-0.00,0.56,-0.38
.5740,-11.61,0.12,7.18,-0.36,0.47,-0.15
.6560,-16.99,-0.35,6.43,-0.01,-1.38,-0.31
.7380,-13.65,-2.79,5.06,0.21,-1.10,-0.55
.8200,-4.86,-0.67,1.37,-0.11,-0.20,0.15
.9020,0.47,1.18,0.78,-0.71,0.67,-0.07
.9840,-15.42,-0.78,9.14,-1.35,1.11,-0.85
1.0660,-17.42,-4.39,6.51,0.43,0.36,0.68
1.1480,-14.32,-3.45,3.57,1.15,-0.05,0.64
1.2300,1.84,4.28,-0.16,0.03,0.34,0.06
1.3120,-0.12,-0.47,-0.71,0.18,0.74,-0.94
1.3940,-20.01,-2.35,-3.02,0.10,0.22,0.75
1.4760,-19.06,1.37,6.83,-0.18,-2.00,-0.10
1.5580,-13.42,-3.88,4.86,0.67,-1.57,-0.61
1.6400,-1.37,-2.86,1.29,-0.09,0.20,0.58
1.7220,1.73,0.43,0.98,-1.41,1.03,0.04
1.8040,-20.01,1.77,11.65,-0.98,-0.28,-1.50
1.8860,-19.14,-4.39,4.98,0.39,0.42,0.82
1.9680,-5.77,-3.41,-0.71,1.17,-0.75,0.53
2.0500,0.94,2.71,-0.16,0.28,0.14,-0.34
