NAME:,run_124_3_1,,,,,
EXPERIMENT TIME:,20/03/2024 10:48,,,,,
ACTIVITY TYPE:,Running,,,,,
COUNT OF ACTUAL STEPS:,161,,,,,
,,,,,,
Time [sec],ACC X,ACC Y,ACC Z,GYRO X,GYRO Y,GYRO Z
3.269989,-1.92,7.45,-3.96,2.53,-1.21,1.49
3.369995,5.45,1.73,3.53,-1.7,-1.82,-0.76
13.76001,14.2,16.95,0.98,1.87,1.66,0.2
13.869995,0.51,-0.12,-5.96,0.53,-0.38,0.88
13.970001,2.04,-2.9,-7.45,-1.36,0.07,-0.95
14.070007,3.53,20.01,-6.47,-3.3,-0.47,0.51
14.169983,4.08,12.04,-0.94,-2.36,0.45,-0.5
14.269989,0.16,-6.98,-6.2,-0.8,-0.39,-1.01
14.369995,6.51,2.43,-0.82,-0.38,-1.28,0.5
14.480011,10.04,20.01,2.67,0.79,-3.86,1.69
14.579987,3.96,9.81,-8.08,3.37,2.17,2.11
14.679993,3.14,-1.14,-1.18,-0.34,-0.55,0.65
14.779999,7.65,6.79,-16.36,-0.38,2.12,-0.69
14.880005,15.18,11.41,3.26,-2.34,-0.97,-1.14
14.98999,-0.12,-7.14,-3.06,-1.41,0.4,-1.88
15.089996,1.96,2,-1.77,1.84,0.23,0.22
15.190002,16.71,4.55,-4.39,-1.17,-2.64,-0.83
15.290009,9.96,14.63,3.33,1.15,0.38,0.89
15.399994,0.75,1.1,-5.33,2.13,-0.58,-0.8
15.5,3.69,0.86,-2.39,-1,-0.22,0.08
15.600006,13.3,9.41,-16.44,-2.92,0.49,-2.07
15.700012,5.96,15.38,-6.94,-2.6,0.77,-3.79
15.799988,-2,-2.47,-1.77,-1.26,-1.04,-0.9
15.910004,3.14,-0.86,-2.31,-0.11,-0.11,0.23
16.01001,-1.73,5.22,-20.01,4.17,-2.32,1.84
16.109985,-2.79,0.63,0,2.05,1.17,-0.47
16.209991,0,-1.29,-5.26,-1.21,-1.93,0.02
16.309998,1.65,4.82,-2.08,-0.01,1.48,-0.45
16.419983,12.59,20.01,4.04,-1.43,-2.34,-0.4
16.519989,0.2,3.77,0.98,0.21,0.75,-1.45
16.619995,-1.53,-7.22,-4.35,0.81,-0.77,-1.18
16.720001,6.55,8.79,-19.97,0.17,2.1,-1.44
16.820007,9.02,20.01,6.24,0.86,0.79,1.99
16.919983,1.14,2.98,-5.77,0.91,-0.16,0.17
17.029999,1.77,-7.34,-6.47,-0.04,-0.89,-0.37
17.130005,12.36,11.49,-20.01,-1.16,2.72,-0.68
17.230011,-0.71,8.51,-4.47,-1.75,1.2,-1.7
17.329987,1.14,-4.75,-2.86,-0.29,0.38,-0.84
17.429993,0.78,16.71,4.04,1.13,-0.81,2.25
17.540009,8.9,20.01,-17.38,2.37,-1.51,2.75
17.639984,2.08,11.34,-8.28,2.42,0.36,2.09
17.73999,-0.98,-1.53,-3.53,0.44,-0.7,0.68
17.839996,3.61,2.98,-4.47,-1.29,0.2,-0.71
17.950012,13.06,17.93,6.71,-0.59,0.43,-1.45
18.049988,0.47,10,-0.86,-0.16,1.23,-1.16
18.149994,-2.75,-10.16,-0.39,-1.66,-1.25,-1.08
18.25,6.94,10.67,-6.67,-2.04,-4.14,0.74
18.350006,8.24,18.01,1.53,0.38,0.63,0.88
18.450012,1.84,4.43,-3.61,1.02,0.27,1.08
18.559998,3.88,0,-6.47,-2.46,-1.81,0.04
18.660004,8.47,20.01,-3.14,-3.19,1.03,0.13
18.76001,6.83,15.26,-5.81,-1.03,1.79,-0.42
18.859985,1.1,-4.94,-8.32,-0.49,-2.03,-0.4
18.959991,6.67,6.08,-20.08,-0.03,-1.74,0.19
19.070007,6.28,19.18,-1.02,-0.25,-0.06,0.09
19.169983,1.41,1.49,-4.82,1.87,-0.51,1.21
19.269989,0.82,-0.75,-4.35,-0.74,-0.61,-0.43
31.419983,4.04,9.45,-4.12,2.46,1.62,1.48
31.519989,-0.04,4.47,-2.79,0.57,-0.33,0.57
31.619995,6.2,1.41,-6.24,-1.46,-1.13,-0.66
31.730011,9.34,20.01,-9.18,-1.64,0.8,0.63
31.829987,0.31,15.14,3.61,0.12,1,-1.55
31.929993,0.16,-3.33,-5.14,-0.06,-0.69,-0.76
32.23999,0.78,15.38,-2.51,2.23,-0.33,1.9
32.339996,1.26,5.1,-3.45,-0.37,0.24,-0.45
32.440002,2.35,8.87,-3.53,-1.72,0.4,-0.23
32.540009,9.41,20.01,2.28,-3.47,0.78,1.9
32.639984,3.84,8,1.53,0.38,2.32,0.28
32.75,-3.57,-5.14,-2.24,-0.53,-0.04,-0.24
32.850006,7.53,-1.26,-3.73,0.52,3.28,1.76
32.950012,14.12,20.01,2.04,2.92,-2.13,0.24
33.049988,2.71,10.32,-3.33,2.59,1.63,-1.14
33.149994,0.31,-1.02,-2.08,-0.35,-1.13,-0.74
33.26001,8.36,17.89,-9.49,-3.24,1.89,-0.66
33.359985,6.47,16.75,6,0.02,0.79,0.09
33.459991,-0.12,6.75,-3.22,-0.54,0.58,-0.92
33.559998,2.43,-8.75,4.67,0.72,0.67,-2.04
33.660004,1.8,20.01,-0.9,0.83,-0.19,0.53
33.769989,5.02,13.93,-0.94,1.64,-0.4,1.37
33.869995,0.9,3.88,0.9,-0.25,0.35,-0.23
33.970001,5.02,1.45,2.39,-1.49,0.23,-1.07
34.070007,9.65,20.01,-4.04,-1.13,0.02,2.12
34.169983,2.2,18.01,1.22,0.34,0.84,-0.77
34.279999,1.22,-7.02,-1.1,-2.07,-1.34,-1.85
34.380005,-2.55,5.73,2.43,1.68,0.78,0.82
34.480011,2.71,20.01,0.63,1.51,-0.84,0.34
34.579987,0.94,8.51,-3.53,3.25,1.39,1.15
34.679993,-1.33,0.24,-1.57,-0.37,-0.72,-0.25
34.790009,9.89,11.49,-7.14,-1.88,0.41,-0.3
34.889984,3.18,17.53,0.63,0.31,2.16,-0.79
35.190002,1.29,18.99,1.65,1.54,-1.6,0.08
35.299988,4.47,13.73,-1.1,1.44,3.82,-0.26
35.399994,-0.55,7.3,0.27,2.06,1.31,0.26
35.5,4.82,-1.33,-6.2,-0.23,0.88,-1.13
35.600006,10.2,20.01,0.35,-0.41,1.72,0.42
35.700012,-1.02,13.61,-1.26,0.3,4.71,-1.77
35.809998,1.02,-5.73,6.39,0.81,0.42,-0.67
36.109985,1.92,10.59,-5.26,2.14,3.56,0.42
36.209991,-0.24,4.2,-0.43,-0.01,0.77,-0.28
36.320007,1.1,2.16,-3.53,-0.61,3.19,-1.47
36.419983,5.57,20.01,0.51,-0.89,1.96,-0.81
36.720001,2.98,5.81,-0.98,1.2,1.07,0.21
38.459991,-4.35,20.01,4.79,-1.7,-0.83,0.47
41.619995,-0.27,20.01,0.98,0.94,0.91,1.3
41.720001,-0.98,7.53,-2.59,2.36,0.19,2.78
41.820007,1.57,-1.22,2.86,-0.71,1.07,-0.45
41.929993,10.16,11.92,-1.65,-1.37,1.24,-0.81
42.029999,6.12,13.77,4.28,-3.05,-0.7,-1.18
42.130005,-1.57,-3.18,-4.31,-2.18,0.98,-1.97
42.230011,-1.26,-6.59,-2.2,1.57,-0.13,0.34
42.329987,15.57,7.45,-0.63,0.6,-1.28,0.44
42.440002,6.98,20.01,6.39,0.47,0.46,0.98
42.540009,0.82,6.08,-1.69,2.43,0.11,1.58
42.639984,0.9,-0.27,-3.88,0.1,-0.49,0.11
42.73999,14.28,13.38,-13.57,-2.3,0.8,0.13
42.839996,10.24,12.55,8.2,0.12,2.66,-1.65
42.950012,-2.31,-1.96,-6.98,-0.84,1.54,-2
43.049988,1.69,-6.39,-2.63,-1.3,-2.5,-0.41
43.149994,5.26,9.14,-12.67,-2.61,-2.92,-1.93
43.25,0.04,20.01,19.93,2.61,-4.77,2.38
43.350006,0.24,4.31,-4.71,2.63,0.32,1.53
43.459991,2.94,-3.73,-7.37,-3.67,-0.82,-0.77
43.559998,11.06,20.01,-18.2,-1.82,3.67,1.22
43.660004,5.57,9.38,-0.47,-2.3,4.33,-2.35
43.76001,-3.8,-3.1,-4.16,-0.32,1.24,-1.98
43.859985,2.75,1.65,-4.94,-0.09,-1.3,0.29
43.970001,8.75,20.01,-19.26,3.24,-1.9,0.22
44.070007,0.82,12.98,1.84,2.4,0.88,1.11
44.169983,2.79,-2.63,-0.43,0.39,-0.47,-0.03
44.269989,4.79,1.8,-1.41,-1.5,-1.45,0.4
44.369995,8.9,20.01,2.28,-1.05,0.88,0.12
45.389984,15.57,16.55,-6.59,-0.74,-3.08,-0.04
45.5,5.41,17.46,7.53,0.53,-2.5,1.4
45.600006,-1.22,16.83,-3.33,1.08,1.36,0.7
45.700012,3.45,-2.63,2.2,-0.21,-1.34,-0.64
45.799988,8.67,20.01,-7.53,-0.09,-0.96,0.05
45.899994,4.82,11.26,2.47,-0.95,-0.75,-0.66
46.01001,-2.12,0.63,-3.33,-1.65,-2.17,-0.45
46.109985,0.78,-2,-2.2,-0.68,-1.18,-0.46
46.209991,6.43,20.01,-3.14,1.74,-1.22,-0.4
46.309998,2.55,8.67,-0.51,0.02,-1.99,0.15
46.410004,-2,6.35,-6.47,0.65,-0.63,0.14
46.519989,5.73,6.32,-10,-2,-0.54,-0.77
46.619995,8.08,19.06,2.12,-0.76,-0.16,-0.29
46.720001,-3.61,8.87,-4.59,-0.06,-0.48,-0.89
46.820007,2.28,-4.67,3.41,-0.56,-0.77,-0.91
47.940002,4,3.26,-5.18,-1.1,-1.02,-0.47
48.049988,6.39,20.01,1.02,-1.78,-1.91,-0.65
48.149994,2.39,14.59,4.51,0.62,0.6,-1.17
50.089996,2.63,1.69,-3.1,0.86,-0.53,0.57
50.190002,2.31,5.26,-4.35,1.34,2.41,-0.11
50.290009,11.73,20.01,-12.08,-1.91,2.15,0.36
50.389984,-0.98,20.01,2.08,-0.75,1.63,-0.18
50.48999,1.96,-1.92,-5.45,-0.57,0,-1.72
50.600006,-0.27,-1.1,8.04,0.67,-0.44,0.11
50.700012,10.87,20.01,-3.14,2.74,-2.58,0.54
50.799988,2.79,14.4,-1.61,2.47,0.94,2.51
50.899994,-1.18,-0.86,0.04,0.03,-0.49,0.35
51,6.55,3.92,-4.59,-0.82,2.32,-0.24
51.109985,12.08,17.57,6.2,-1.74,0.47,-0.93
51.209991,2.47,8.47,3.53,-0.53,0.64,-0.23
51.309998,-2.2,-8.79,1.92,0.01,-0.63,-0.89
51.410004,3.06,8.39,-8.08,2.97,2.14,1.13
51.51001,9.57,13.49,3.96,1.01,-1.68,0.3
51.619995,4.24,13.18,-3.49,1.12,-3.29,2.43
51.720001,5.53,-1.14,-1.57,-0.91,-1.04,-0.86
51.820007,11.81,3.73,-2.24,-0.36,2.36,1.31
51.919983,16.75,7.34,3.57,-0.02,1.77,-0.41
52.019989,-1.06,0.47,-1.41,-1.64,0.58,-1.28
52.130005,-1.8,-3.92,8.24,0.13,-0.27,-0.59
52.230011,16.12,14.2,-2.55,1.86,-1.84,0.97
52.329987,9.02,9.77,3.37,2.92,2.78,-0.1
52.429993,-0.75,8.67,-1.8,2.71,-1.98,2.78
52.529999,1.84,-3.02,-5.96,-1.95,-1.77,-1.82
52.639984,12.75,10.28,-9.92,-1.57,1.99,-1.29
52.73999,10.04,15.57,11.38,-1.63,1.44,-0.29
52.839996,-1.61,-1.92,-4.47,0.06,0.7,-0.37
52.940002,2.2,0.12,-2.47,2.23,2.68,1.4
53.040009,3.92,19.46,7.1,-0.12,-3.6,-1.35
53.149994,9.26,20.01,4.39,-0.64,-3.17,2.53
53.25,-5.41,2.67,0.51,1.46,-0.23,0.8
53.350006,4.16,2.94,-1.1,0.05,0.27,-0.01
53.450012,17.57,13.14,-0.78,-4.97,-1.61,-0.38
53.549988,10.51,3.37,-0.08,4.29,5,0.21
53.660004,-5.02,20.01,7.45,-0.89,-1.03,1.74
53.76001,2.94,-6.67,-7.61,-1.79,-4.09,-2.14
53.859985,10.94,13.45,-5.49,0.89,-1.85,0.38
53.959991,6.94,13.77,7.3,1.37,-1.98,0.52
54.059998,1.65,4.59,-2.31,2.12,1.09,0.47
54.169983,3.49,2.24,-3.14,1.82,2.33,-0.83
54.269989,11.53,20.01,-9.1,-1.94,0.65,-0.72
54.369995,3.02,18.28,2.86,-0.53,2.44,-0.93
54.470001,-2.08,-6.83,-10.04,-0.3,0.6,-1.28
54.570007,2.55,4.79,-8.67,1.82,1.53,0.86
54.679993,4.35,15.97,-2.75,2.26,-2.68,0.72
54.779999,1.49,10.16,-2.04,2.06,-0.87,1.24
54.880005,1.96,-2.43,-1.88,-0.52,-0.72,-1
54.980011,8.71,9.89,-4.75,-2.55,0.12,-0.38
55.079987,9.57,17.42,6.86,-2.38,0.44,1.61
55.48999,6.32,14.44,5.02,1.38,0.56,-0.31
55.589996,3.26,7.18,-2.24,3.63,-1.22,0.37
55.700012,1.57,1.96,-6.79,-0.7,0.13,-1.32
58.139984,4.2,11.41,-6.04,-1.81,1.82,-1.49
59.470001,1.77,7.22,-0.16,1.5,2.39,-0.19
59.570007,1.45,1.69,-3.92,1.4,2.07,0.66
59.669983,0.98,11.02,0.31,-1.98,-0.31,-1.15
59.779999,8.47,20.01,5.37,-1.59,-2.09,2.03
59.880005,-3.02,4.16,-1.06,-0.3,0.88,-1.81
59.980011,1.65,-9.02,-1.61,0.08,-0.58,-1.03
60.079987,1.06,9.65,5.26,1.09,-1.31,0.68
60.179993,2.16,18.4,10.94,-0.91,-2.06,2.64
60.290009,-0.39,7.34,-0.82,3.36,1.84,1.03
60.389984,0.86,0.27,-4.35,-0.29,0.51,0.4
60.48999,1.53,4.71,0.55,-1.03,1.14,-1.52
60.589996,5.14,20.01,18.12,0.08,-3.65,1.11
60.690002,-1.26,12.32,0.24,0.99,2.34,-0.63
60.799988,1.69,-4.35,-6.24,-0.46,0.21,-1.74
60.899994,2.47,4.82,3.84,0.52,-1.74,1.21
61,0.47,20.01,3.57,5,-3.23,2.77
61.100006,-1.61,9.06,0.2,0.99,0.55,0.85
61.200012,0.55,-1.1,-1.92,0.78,-2.17,1.07
61.309998,1.06,4.35,-3.53,-0.77,0.71,-0.25
61.410004,10.75,20.01,1.33,-3.84,-1.87,2.02
61.51001,2.79,7.41,3.18,1.04,1.78,0.61
61.609985,-3.06,-4.28,-4.28,0.82,0.28,-0.9
61.709991,2.79,3.77,-3.65,0.86,-0.84,0.28
61.820007,10.24,20.01,12.67,-0.98,-4.99,-0.08
61.919983,6.79,8.12,1.22,0.65,2.09,0.34
62.019989,0.75,2.16,-3.77,1.62,0.38,0.38
62.119995,3.22,-3.96,-5.45,0.56,0.77,-0.36
62.220001,14.12,20.01,-8.75,-1.93,1.14,0.65
62.329987,-1.33,13.57,2.12,0.09,2.47,-0.99
62.429993,-2.63,-4.39,-2.39,-0.57,0.07,-0.68
62.529999,4,1.92,-1.96,-0.12,-1.63,0.26
62.630005,12.04,10.24,-12.04,-1,0.89,-0.78
62.730011,6.51,20.01,-4.12,-0.81,0.95,0.51
62.839996,0.71,3.57,-1.57,2.23,-0.02,1.65
62.940002,1.33,-2.47,-4.55,0.24,-1.55,0.2
63.040009,-0.43,4.04,2.63,-0.44,1.34,-0.8
63.139984,12.98,20.01,-13.53,-2.41,0.07,1.1
63.23999,4.55,12.59,-4.98,-0.82,1.1,-0.03
63.350006,-0.86,4.35,1.69,-0.84,-0.15,-1.61
63.450012,-1.22,-1.06,0.2,-0.55,-0.34,-0.69
63.549988,7.81,6.67,-6.12,0.3,-0.16,-0.22
63.649994,10.12,20.01,-14.12,1.58,0.98,-0.7
63.75,1.96,12.98,1.77,0.42,2.56,0.73
63.859985,-1.45,5.69,-3.65,1.25,0.47,0.32
63.959991,2.94,3.88,-1.88,-1.07,-2.23,0.67
64.059998,3.49,8.87,1.14,-1.45,-0.31,-0.13
64.160004,19.93,12.55,-12.28,4.93,5,-0.39
64.26001,6.08,10.87,-7.34,0.49,0.54,1.73
64.369995,-1.84,8.59,0.39,0.34,0.25,1.27
