NAME:,walk_123_3_1,,,,,
EXPERIMENT TIME:,08/03/2024 09:45:10,,,,,
ACTIVITY TYPE:,Walking,,,,,
COUNT OF ACTUAL STEPS:,150,,,,,
,,,,,,
Time [sec],ACC X,ACC Y,ACC Z,GYRO X,GYRO Y,GYRO Z
.0000,-11.06,4.00,2.82,0.54,-0.01,-0.34
.0820,-9.92,5.02,5.37,-0.90,0.03,-0.85
.1640,-11.10,3.57,4.12,0.20,0.05,-0.00
.2460,-7.88,2.55,2.24,-0.25,0.39,0.30
.3280,-7.22,2.51,1.49,-0.03,0.15,0.33
.4100,-7.81,2.35,0.75,-0.19,-0.00,0.07
.4920,-9.18,1.96,1.80,-0.47,-0.14,-0.14
.5740,-12.20,1.49,0.43,-0.29,0.13,0.00
.6560,-14.16,3.45,3.61,-0.82,0.36,0.34
.7380,-7.81,2.63,2.82,0.49,1.02,0.02
.8200,-7.61,4.43,4.35,-0.62,-0.16,0.40
.9020,-9.22,3.06,3.53,0.14,-0.54,-0.34
.9840,-7.45,1.37,2.39,0.12,-0.29,0.03
1.0660,-8.47,2.31,2.43,0.09,-0.38,0.28
1.1480,-9.89,2.90,2.71,0.43,0.02,0.40
1.2300,-11.45,1.33,2.67,0.56,-0.04,0.03
1.3120,-11.34,5.18,3.80,-0.06,0.18,-0.26
1.3940,-9.10,4.51,4.90,-0.54,0.21,-0.97
1.4760,-12.47,3.69,3.84,-0.04,-0.04,-0.14
1.5580,-7.02,2.31,2.12,-0.08,0.27,0.35
1.6400,-6.83,2.75,1.45,0.06,0.11,0.47
1.7220,-7.57,2.43,0.98,-0.13,-0.16,0.21
1.8040,-10.20,2.55,1.37,-0.37,-0.19,0.01
1.8860,-13.85,1.96,-0.24,0.09,0.02,-0.24
1.9680,-14.98,7.69,3.10,0.47,-0.32,0.13
2.0500,-9.06,3.22,5.45,0.22,0.22,0.19
2.1320,-7.30,4.51,3.53,-0.29,-0.46,-0.00
2.2140,-7.30,2.12,3.37,0.55,-0.63,-0.35
2.2960,-7.37,2.08,2.79,0.28,-0.33,0.05
2.3780,-9.96,2.94,3.10,0.81,-0.12,0.10
2.4600,-12.04,1.29,0.31,0.45,0.01,-0.03
2.5420,-11.89,4.24,3.02,0.26,-0.18,-0.12
2.6240,-8.63,3.73,6.71,-0.88,0.16,-1.12
2.7060,-12.28,5.49,4.82,-0.26,0.23,-0.10
2.7880,-6.63,1.84,2.00,0.01,0.39,0.32
2.8700,-6.16,2.04,1.22,-0.17,0.29,0.62
2.9520,-6.86,2.12,0.51,-0.67,0.26,0.27
3.0340,-12.20,3.80,3.45,-0.65,-0.08,-0.36
3.1160,-14.87,2.86,3.02,0.21,0.26,0.06
3.1980,-6.67,5.41,1.73,0.54,0.53,0.27
3.2800,-8.47,3.84,5.37,0.09,-0.43,0.06
3.3620,-7.81,4.08,3.96,0.29,-0.89,-0.20
3.4440,-6.59,0.98,3.22,0.54,-0.51,-0.18
3.5260,-8.24,2.75,3.10,0.42,-0.23,0.23
3.6080,-9.92,1.26,1.06,0.51,0.37,0.03
3.6900,-12.36,3.41,2.28,0.00,-0.05,-0.05
3.7720,-8.79,4.94,5.77,-0.61,0.23,-0.72
3.8540,-10.28,5.41,5.84,-0.64,-0.05,-0.47
3.9360,-7.73,2.51,3.26,0.30,0.39,0.29
4.0180,-6.28,2.43,1.29,-0.02,0.37,0.51
