NAME:,walk_124_1_2,,,,,
2.849998,-1.8,12.79,-3.96,-0.1,0.58,-0.78
2.959999,-0.43,13.26,1.69,-0.29,-1.58,-0.85
3.059998,-2.9,8.43,-0.43,-0.13,0.3,-1.07
3.160004,-2.51,6.9,0.71,0.04,-0.11,-0.02
3.260002,-5.02,11.81,0.2,-0.31,0.27,0.65
4.889999,-2.28,10.28,-1.92,-0.01,0.95,0.15
5,0.2,11.34,1.02,-0.06,0.23,0.02
5.099998,-2.2,12.98,1.84,-0.02,1.38,-0.42
8.260002,-2.94,9.06,-0.12,0.2,0.94,0.15
8.360001,-2.71,9.02,-1.73,0.08,0.36,0.03
8.459999,-2.35,11.45,-1.14,-0.09,0.02,-0.03
8.57,-0.67,12.59,-3.45,-0.11,-0.29,-0.57
8.669998,-3.53,10.9,1.65,-0.31,-0.58,-0.64
8.769997,-2.51,9.14,-0.82,-0.2,0.34,-1.05
8.870003,-2.79,8.75,-0.67,0.13,-0.3,0.03
8.970001,-4.12,12.83,-1.49,0.52,-0.15,0.52
9.080002,0.9,11.49,-3.1,0.24,-0.13,0.1
9.18,-0.78,6.79,-0.75,0.01,-0.11,0.1
9.279999,-2.55,9.3,-2.08,0.27,-0.52,0.35
9.379997,-2.71,9.65,-0.39,0.27,0.14,0.23
9.480003,-3.18,9.61,-2.59,0.11,-0.68,0.15
9.589996,-2.31,11.45,-2.28,0.02,-0.42,0.08
9.690002,-0.59,10.04,-1.06,-0.13,0.04,-0.28
9.790001,-1.33,12.28,1.18,0.34,-0.13,-0.36
9.889999,-1.88,7.53,0.98,0.06,-0.43,-0.73
9.989998,-2,8.2,0.12,0.18,-0.47,0.11
10.099998,-3.65,11.77,-0.82,0.2,0.12,0.4
10.199997,-2.31,16.04,-3.65,0.72,0.73,-0.51
10.300003,0.78,7.45,-1.57,-0.06,-0.02,-0.05
10.400002,-1.96,11.06,-2.16,0.3,-0.23,0.57
10.5,-1.65,8.98,-0.63,0.31,0.47,0.23
10.610001,-2,9.49,-2.24,0.03,0.12,0.25
10.709999,-2.39,10.4,-2,0.12,-0.05,0.09
10.809998,-1.1,12.55,-2.55,0.06,0.25,-0.46
10.910004,0.63,11.34,1.57,-0.1,-0.52,-0.46
11.010002,-2.08,8.98,-0.43,-0.15,0.07,-0.85
11.120003,-2.86,8.08,-0.16,0,-0.43,-0.14
11.220001,-3.37,9.69,0.39,0.14,-0.04,0.42
11.32,-7.26,14.12,3.26,-0.15,0.17,0.15
11.419998,0.75,11.38,-3.77,-0.1,-0.41,-0.15
11.519997,-0.12,9.65,-1.33,0.42,-0.66,0.61
11.629997,-0.78,9.26,-1.14,0.09,-0.38,0.33
11.730003,-2.43,9.45,-2,0.01,-0.25,0.24
11.830002,-0.67,9.57,-1.22,-0.12,-0.78,0.09
11.93,-1.84,13.26,-3.22,0,-0.19,-0.39
12.029999,0.9,9.02,3.22,-0.2,-1.05,-1.22
12.139999,-3.18,12.32,-2.47,0.37,-0.55,-0.43
12.239998,-1.53,7.81,-0.16,0.15,-1.06,-0.43
12.339996,-2.28,7.37,-0.71,0.62,-0.92,0.18
12.440002,-2.35,10.94,1.53,0.47,-0.82,0
12.540001,-0.47,13.65,-3.84,0.35,-0.6,0.17
12.650002,-1.41,9.38,-3.18,-0.06,-0.57,0.32
12.75,-2.31,11.1,-2.75,0.3,-0.84,0.43
12.849998,-2.47,9.73,-1.57,0.42,-0.42,0.29
12.949997,-1.57,9.77,-2.59,0.04,-1.04,0.27
13.459999,-2.75,8.94,-1.96,0.8,-1.73,-0.37
13.559998,-1.61,10.87,-2.94,0.75,-1.77,0.38
14.889999,0.47,10.36,-1.69,0.38,-0.42,0.01
14.989998,-0.12,7.26,-1.45,-0.01,-0.06,0.28
15.089996,-0.39,10.2,-1.88,0.14,-0.47,0.37
15.199997,-1.84,9.22,-0.98,0.29,0.57,0.17
16.32,-1.18,9.41,-0.47,0.19,0.28,0.51
16.419998,-0.2,10.08,-4.08,0.08,0.15,0.32
16.519997,-1.65,11.73,-0.82,-0.09,-0.02,-0.04
16.620003,-1.26,12.51,-2.04,-0.28,0.18,-0.55
16.730003,-0.51,10.51,-0.31,0.26,-0.5,-0.46
16.830002,0.78,7.37,-0.86,-0.16,-0.67,-0.57
16.93,-1.84,8.55,-0.55,0.21,-0.17,0.21
17.029999,-3.37,11.92,-0.27,0.57,0.53,0.23
17.129997,0.39,13.18,-2.43,0.8,0.07,-0.42
17.239998,1.84,7.02,0.08,-0.11,0.21,0.03
17.339996,-0.08,9.26,-2.79,-0.26,0.95,0.29
17.440002,-2.28,9.65,-1.65,0.22,1.69,0.04
17.540001,-1.57,10.94,-1.88,0.1,1.3,0.04
17.639999,-1.88,10.47,-2.08,-0.13,0.91,-0.17
17.75,0.75,14.75,-6.39,-0.13,0.64,-0.6
17.849998,-1.88,12.08,-0.55,0.16,0.91,-0.32
17.949997,-1.33,7.88,-0.94,-0.55,0.68,-0.35
18.050003,-2.43,8.2,0,0.09,0.8,0.34
18.150002,-2.79,10.67,0.67,0.2,0.87,0.33
18.260002,-0.35,13.02,-2.86,0.46,1.33,-0.38
18.360001,0.51,10.16,-2.75,0.06,1.06,0
18.459999,-1.57,10.63,-2.82,-0.12,0.81,0.11
18.559998,-2.12,10.08,-1.29,-0.17,1.08,0.23
18.660004,-2.47,9.26,-1.69,-0.14,0.84,-0.05
18.769997,-1.22,9.1,-1.96,-0.18,0.3,-0.02
18.870003,-2.28,14.12,-3.3,0.04,-0.13,-0.04
18.970001,1.14,6,2.24,-0.44,-0.59,-0.7
19.07,-4.94,12.98,-2.47,0.38,0.05,-0.24
19.169998,-1.29,8.47,0.04,0.16,-0.93,-0.56
19.279999,-3.1,8.43,0.24,0.39,-1.13,0.25
19.379997,-2.71,10.83,0.82,0.28,-1.17,-0.17
19.480003,-0.24,11.73,0.2,0.99,-0.87,0.05
19.580002,0.67,8.28,-1.45,0.05,-0.93,0.32
19.68,-3.37,11.18,-3.18,0.4,-1.38,0.45
19.790001,-2.04,9.65,-1.92,0.15,-1.32,0.24
19.889999,-0.98,9.96,-2.59,0.03,-1.3,0.1
19.989998,-3.96,10.98,-1.57,-0.05,-1.05,-0.15
20.089996,0.12,10.87,-2.24,-0.19,-0.89,-0.47
20.190002,-3.61,11.57,-0.55,-0.13,-1.39,-1
20.300003,-1.1,9.18,-0.39,0.29,-1.48,-1.08
20.400002,-2.2,8.63,-0.9,0.42,-1.43,-0.7
20.5,-3.33,11.02,-1.65,0.36,-1.52,0.11
20.809998,-1.1,11.45,-2.63,0.6,-0.8,0.72
20.910004,-1.49,9.18,-0.12,-0.02,-0.92,0.24
21.010002,-2.75,8.94,-1.92,0.2,-0.78,0.12
21.110001,-2.98,10.24,-0.24,-0.14,-0.61,-0.33
21.209999,-2.35,12.4,-4.35,0.21,-0.5,-0.68
21.32,-0.39,9.1,2.67,-0.51,-1.66,-0.87
21.419998,-4,10.12,-1.88,0.59,-1.04,-1.08
21.519997,-3.02,7.53,0.12,0.54,-1.95,-0.76
21.620003,-4.12,9.3,-0.35,1.09,-1.58,0.1
22.029999,-1.41,9.69,-3.3,0.54,-1.76,0.34
23.360001,-2.82,9.45,-1.14,0.06,0.84,0.36
23.459999,-1.88,9.26,-1.06,0.12,0.76,0.16
23.559998,-0.86,11.73,-1.45,-0.03,0.32,-0.01
23.660004,2.04,12,-2.67,-0.08,0.4,-0.68
23.760002,-2.12,10.12,2.9,-0.33,0.27,-0.15
23.870003,-2.04,8.47,0.27,-0.22,0.65,-0.89
23.970001,-2.75,7.81,0.31,-0.03,0.37,0.03
24.07,-3.8,13.38,-0.9,0.22,0.72,0.55
24.169998,0.9,10.94,-3.1,0.78,0.46,-0.35
24.269997,0.47,7.61,-1.06,-0.3,-0.07,-0.08
24.379997,-1.57,9.81,-2.16,-0.14,0.29,0.25
25.5,-3.06,10.71,-1.49,0.33,0,0.37
25.599998,-2.43,9.06,-0.43,0.1,0.04,0.33
25.699997,-2.82,9.81,-1.26,0.13,-0.18,0.34
25.800003,-2.71,11.06,-0.9,0.23,0,0
25.910004,-2,13.34,-2.51,-0.09,0.13,-0.53
26.010002,-1.84,9.77,2.28,-0.76,-0.85,-0.51
26.110001,-1.57,8.04,0.63,-0.09,0.38,-0.8
26.209999,-3.96,7.88,0.47,0.24,0,-0.05
26.309998,-3.8,12.91,-0.43,0.33,0.07,0.17
26.419998,-2.24,12.75,-3.45,0.71,0.18,-0.32
26.519997,-0.12,6.24,-0.55,-0.07,-0.28,0.05
26.620003,-2.75,9.69,-1.33,0.47,0.11,0.52
26.720001,-2.63,9.45,-1.57,0.18,-0.04,0.27
26.82,-2.9,9.02,-1.57,0.2,-0.25,0.18
26.93,-2.71,10,-0.63,0.02,-0.71,0.15
27.029999,-1.92,12.83,-3.96,0.12,-0.15,-0.55
27.129997,-2.71,10,1.73,-0.28,-0.94,-0.74
27.230003,-2.24,7.81,0.43,0.09,-0.82,-0.83
27.330002,-3.22,8.59,-0.12,0.43,-0.72,-0.08
27.440002,-4.24,11.81,-2.16,0.56,-0.48,0.29
27.540001,-5.26,15.46,-3.37,0.16,-0.27,-0.39
27.639999,0.27,7.45,0.08,0.27,-0.29,-0.07
27.739998,-5.69,8,-1.45,0.55,-0.61,0.29
27.839996,-1.8,9.3,-0.75,0.01,-1.09,0.18
27.949997,-3.22,8.71,-2.08,0.23,-0.79,0.22
28.050003,-1.33,9.34,-1.1,0.01,-1.1,0.29
28.150002,-3.3,13.65,-2.9,0.06,-0.75,-0.42
28.25,0,9.18,2.2,-0.35,-1.36,-1
28.349998,-3.3,10.04,-2.24,0.52,-1.16,-0.62
28.459999,-3.14,9.1,0,0.58,-1.65,-0.34
28.559998,-4.08,8.79,0.16,0.6,-1.55,0.05
28.660004,-4.12,8.75,0.71,0.79,-1.18,-0.12
28.760002,-3.92,13.26,-1.84,0.89,-1.34,0.08
28.860001,-1.06,8.75,-2.75,0.45,-0.95,0.45
28.970001,-2.98,10.08,-3.3,0.41,-1.55,0.43
29.07,-3.26,10,-1.41,0.3,-1.48,0.23
29.169998,-2.79,9.38,-2.71,0.26,-1.42,0.09
29.269997,-1.33,10.08,-2.9,0.3,-1.42,0.14
29.370003,-2.12,12.4,-3.18,0.28,-0.85,-0.35
29.480003,-0.82,7.92,3.49,-0.51,-1.51,-0.79
29.580002,-2.16,9.81,-0.47,0.44,-1.58,-0.78
29.68,-3.14,8.24,-0.27,0.44,-1.38,-0.73
29.779999,-3.92,9.06,0.59,0.51,-1.16,0.19
29.879997,-3.53,10.4,-0.12,0.43,-0.73,-0.12
29.989998,-4.08,13.1,1.14,0.39,-0.12,0.17
30.089996,-0.63,9.61,-2.12,-0.29,0.55,0.14
30.190002,-2.39,9.77,-2.43,0.21,-0.65,0.39
30.290001,-3.1,9.69,-1.06,0.32,-0.02,0.21
30.389999,-3.65,9.65,-0.86,0.2,0,0.11
30.5,-3.06,11.26,-1.06,0.1,-0.26,-0.02
30.800003,-1.61,7.96,2.04,-0.06,-0.34,-0.8
31.110001,2.04,10.51,-2.98,0.81,0.33,0.19
31.209999,-0.86,7.57,-1.73,-0.13,0.14,-0.06
31.919998,-2.2,8.71,-0.51,0.07,0.22,-0.6
34.370003,-3.02,7.3,-0.2,-0.1,-0.32,-0.49
34.580002,-4.31,10.28,2.67,0.27,-0.81,-0.12
34.68,-0.43,10.9,-1.02,0.28,-0.82,0.42
34.779999,-2.04,7.85,-1.65,0.29,-0.94,0.42
34.879997,-0.78,10.32,-0.67,0.22,-1.08,0.26
34.980003,-3.14,9.22,-2.12,0.22,-0.84,0.15
35.089996,-2.31,9.69,-0.63,0.37,-1,0.15
35.190002,-3.22,12.63,-1.53,0.09,-0.55,-0.11
35.290001,0.94,10.12,0.47,0,-1.61,-0.73
35.389999,-4.86,10.63,-0.43,0.32,-0.86,-0.57
35.489998,-2.2,9.65,0.82,0.39,-1.64,-0.65
35.599998,-2,7.73,-0.24,0.62,-1.88,-0.26
35.699997,-3.02,10.87,-0.35,0.58,-1.49,0.26
35.800003,-3.69,10,-0.51,-0.05,-0.44,-0.44
36.620003,1.22,6.59,2.75,-0.44,-1.28,-0.96
36.720001,-4.16,12,-2.16,0.58,-0.02,-0.41
36.82,-2.55,7.49,1.14,-0.13,-0.64,-0.56
36.919998,-4.79,8.32,2.71,0.34,-0.65,0.28
37.019997,-3.88,9.73,1.69,0.41,-0.6,-0.19
37.129997,-4.67,17.1,3.14,0.13,-1.24,0.02
37.230003,-1.06,9.34,-2.71,0.27,-0.45,0.51
37.330002,-2.39,11.1,-2.16,0.65,-1.32,0.48
37.43,-3.73,9.38,-1.37,0.39,-0.53,0.16
37.529999,-2.9,9.81,-1.37,0.26,-1.3,-0.01
37.639999,-2.2,10.04,-1.69,-0.08,-1.15,-0.13
37.739998,-2,13.65,-3.02,0.07,-1.38,-0.32
37.839996,-3.33,8.71,2.51,-0.16,-1.16,-1.11
37.940002,-4.12,9.3,0,0.48,-1.89,-0.75
38.040001,-2.08,8.43,1.06,0.69,-2.4,-0.4
38.150002,-4.94,10.79,-1.53,0.75,-1.34,0.05
38.25,-3.69,8.55,0.12,0.44,-1.24,-0.47
38.349998,-0.9,7.88,-0.08,0.82,-1.84,-0.66
38.449997,-2.24,10.51,-2.12,0.73,-0.84,0.35
38.550003,-2.39,9.89,-2.59,0.52,-1.45,0.32
38.660004,-1.18,8.94,-0.98,0.47,-0.71,0.19
38.760002,-2.67,10.24,-2.51,0.34,-0.91,0.44
38.860001,-2.59,10.9,-1.53,0.15,-0.05,-0.26
38.959999,0.31,10.83,-1.65,-0.2,0.37,-0.4
39.059998,-2.35,11.89,0.63,-0.01,0.48,-0.48
39.169998,-1.18,6.28,1.14,-0.17,-0.61,-0.67
39.269997,-2.94,7.65,0.39,0.09,-0.58,-0.06
39.370003,-5.1,10.04,3.3,0.3,0.62,0.31
39.470001,-2.55,13.42,-2.39,0.64,0.5,-0.1
39.57,-1.06,8.39,-2.43,-0.15,0.71,-0.01
39.879997,-3.49,8.9,-0.78,-0.06,0.93,0.18
40.489998,-4.82,8.28,0.71,0.16,0.2,0.29
40.589996,-6.75,10.63,6.43,0.2,-0.34,0.04
41.820007,-1.61,13.61,-4.94,0.24,0.65,0.75
41.919998,-0.67,6.43,-0.94,0.16,-0.34,0.66
42.020004,-2,11.18,-2.75,0.29,0.18,0.5
42.130005,-2.79,9.85,-0.35,0.11,0.34,0.51
43.350006,-3.65,8.75,-1.14,0.07,-0.27,0.08
43.449997,-1.92,9.49,-0.43,0.09,-0.68,0.07
43.550003,-2.86,14.04,-1.65,-0.04,-0.28,-0.14
43.649994,1.29,7.57,3.53,-0.31,-1.09,-0.66
43.759995,-4.35,13.69,-2.55,0.44,0.08,-0.44
43.860001,-2.43,8.28,0.78,0.25,-0.78,-0.4
43.960007,-3.57,7.69,2.63,0.56,-0.77,0.21
44.059998,-2.63,11.45,0.51,0.57,-1.07,-0.16
44.160004,-2.51,13.73,1.69,0.61,-0.57,0.48
44.270004,-0.78,7.69,-1.69,0.33,-1.13,0.42
44.369995,-2.35,10.47,-1.77,0.21,-1.15,0.27
44.470001,-2.79,10.83,-2.35,0.33,-0.96,0.26
44.570007,-1.84,10.32,-1.45,0.29,-2.08,-0.05
44.679993,-0.67,10.12,-3.14,0.05,-1.8,-0.32
44.779999,0.59,11.14,0.55,0.05,-1.75,-0.43
44.880005,-3.96,11.49,-1.77,0.13,-0.9,-0.71
44.979996,-1.84,8.94,0.51,0.4,-2.03,-0.7
45.080002,-2.16,9.02,0.12,0.76,-2.1,-0.16
45.190002,-2.12,11.81,-1.92,0.67,-1.66,-0.04
45.289993,-3.06,12.87,-1.06,0.53,-1.05,-0.02
45.389999,1.49,8.2,0.78,0.3,-1.39,0.02
45.490005,-2.24,10.32,-1.1,0.4,-1.21,0.24
45.589996,-1.1,11.61,-2.12,0.34,-1.51,0.32
45.690002,-1.8,9.61,-1.69,0.21,-0.87,0.16
45.800003,-0.98,9.61,-0.82,0.23,-0.96,0
45.899994,-0.31,11.73,-1.88,-0.16,-0.47,-0.46
46,0.9,10.63,0.98,-0.08,-1.72,-0.71
46.100006,-3.37,11.26,-1.29,0.13,0.3,-1.01
46.210007,-1.37,8.39,1.61,0.02,-0.68,-0.6
46.309998,-2.79,7.14,0.35,0.47,-0.76,0.02
46.410004,-4.16,12.36,0.27,0.31,-0.75,-0.2
46.509995,-1.06,10.94,-2.35,0.66,0.41,-0.15
46.610001,-0.63,6.98,-0.43,-0.19,0.25,0.09
46.710007,-2.31,10.04,-1.73,0.55,0.36,0.3
46.820007,-2.98,9.06,-0.27,0.12,0.43,0.34
46.919998,-3.06,9.14,-1.22,0.18,-0.15,0.21
47.020004,-2.28,11.3,-1.77,0.02,-0.21,0.12
47.119995,-2.39,11.85,-1.84,0.21,-0.31,-0.24
47.220001,-0.31,11.73,3.1,-0.51,-0.8,-0.33
47.330002,-2.9,8.87,0.08,0.19,0.31,-0.83
47.429993,-2.24,7.53,1.14,-0.11,-0.31,-0.05
47.529999,-4,9.45,1.41,0.36,-0.12,0.45
47.630005,-6,15.65,6.24,-0.01,-0.24,-0.54
47.740005,-0.55,11.61,0.27,-0.75,-0.14,0.51
47.839996,-1.53,10.16,-1.53,0.45,0.48,0.53
47.940002,-1.53,9.02,-0.35,-0.16,0.42,0.31
48.039993,-2.98,8.98,-1.41,0.1,0.37,0.05
48.139999,-3.26,10.04,-0.71,-0.13,0.16,0.18
48.240005,-3.88,10.83,2.24,0.31,0.16,-0.03
48.350006,-5.18,15.69,-6.55,-0.38,-0.5,-0.58
48.649994,-2.82,7.61,-0.43,0.3,0.53,0.06
49.369995,-2.86,11.65,1.61,-0.29,0.33,-0.02
49.470001,-1.02,9.57,1.69,-0.27,0.49,0.05
49.570007,-4.28,10.43,-1.37,0.35,1.18,-0.22
50.899994,-4,8.55,-0.08,0.79,-1.66,0.18
53.240005,-2.79,8.16,-0.47,-0.42,1.93,-0.15
53.339996,-5.1,9.22,1.14,-0.31,1.26,0.28
53.449997,-6.71,11.96,7.14,-0.29,0.18,-0.56
53.550003,0.75,12.32,-0.04,-0.29,0.94,0.76
53.649994,-1.69,10.87,-3.18,0.18,1.25,0.42
53.75,-1.53,9.3,-0.51,-0.02,1.42,0.55
53.850006,-3.02,9.49,-0.67,0.23,1.72,0.38
53.960007,-3.8,10.79,-0.78,0.18,0.69,0.08
54.059998,-0.59,13.02,-0.51,-0.41,0.98,-0.26
54.160004,-0.63,11.45,2.43,-1.47,0.03,-0.39
54.259995,-2.39,10.94,-2.39,-0.13,0.9,-0.81
54.369995,-3.02,6.94,2.28,-0.33,0.94,0.06
54.470001,-5.06,9.38,2.82,0.02,1.67,0.4
54.570007,-5.1,13.85,5.92,-0.42,0.92,-0.23
54.669998,-2.12,11.14,-0.2,-0.41,0.2,0.34
54.770004,-1.77,9.34,-0.9,0.05,0.39,0.63
54.880005,-2.98,9.45,0.24,-0.06,0.3,0.43
54.979996,-3.84,8.83,-0.31,-0.02,0.39,0.15
55.080002,-2.63,10.71,0.12,0.02,-0.31,0.02
55.179993,-3.06,12.55,-1.41,-0.04,0.6,-0.49
55.279999,1.02,8.98,3.53,-0.89,-0.69,-0.63
55.380005,-4.24,9.41,0.31,0.17,0.06,-0.64
55.490005,-1.73,6.2,1.37,-0.31,-0.66,-0.17
55.589996,-4.35,9.38,1.84,0.36,-0.04,0.27
55.690002,-4.04,9.41,2.31,-0.1,-0.56,-0.14
55.789993,-2.75,15.81,0.98,0.12,-1.02,0.26
55.889999,0.98,6.16,0.43,-0.1,-0.76,0.59
56,-2.59,9.18,-2.04,0.19,-0.53,0.46
56.100006,-3.18,9.57,-0.24,0.28,-0.19,0.29
56.199997,-3.45,10.36,0.08,0.22,-1.1,0.05
56.300003,-1.53,10.51,-1.14,0.19,-1.04,-0.2
56.399994,-3.37,10.67,5.22,-0.51,-0.96,-0.43
56.509995,-4.98,9.69,-1.29,0.46,-1.26,-1.24
56.610001,-0.86,7.02,0.98,0.11,-2.38,-0.71
56.710007,-2.51,10.16,0.94,0.85,-1.06,0.29
56.809998,-3.33,9.89,1.33,0.18,-0.86,-0.28
56.910004,8.59,4.94,0.86,0.93,-1.07,-0.2
57.020004,-2.16,7.37,0.86,0.22,-1.05,-0.23
57.119995,-2.79,11.22,-2.9,0.81,-0.93,0.21
57.220001,-1.8,9.3,0.27,0.52,-0.57,0.19
57.320007,-2.35,8.9,-0.59,0.42,-0.68,0.09
57.429993,-2.55,11.18,-1.26,0.11,-0.27,0.15
57.529999,-1.53,13.26,-2.94,-0.14,0.24,-0.11
57.630005,1.61,8.12,-0.2,-1.13,-0.93,-0.62
57.729996,-2.12,9.02,1.61,0.39,0.33,-0.45
57.830002,-1.65,6.59,0.98,-0.01,-0.41,-0.53
57.940002,-0.86,6.51,2.94,0.75,-0.56,0.33
58.039993,-3.88,11.69,8.55,0.21,0.64,-0.31
58.139999,-1.06,12.67,-1.18,0.14,1.33,0.02
58.240005,0,7.96,-0.86,0.35,-0.41,0.51
