"NAME:","walk_126_4_1.csv"
"EXPERIMENT TIME:","24/03/2024 15:44"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","55"
""
"Time [sec]","ACC X","ACC Y","ACC Z","GYRO X","GYRO Y","GYRO Z"
"147.70","0.12","-2.51","-10.67","-0.17","0.06","-0.14"
"147.80","0.43","-2.04","-10.43","-0.23","0.29","-0.18"
"147.91","1.69","-1.26","-11.18","-0.54","0.23","-1.09"
"148.01","-0.12","-3.30","-7.53","-1.76","1.29","-2.83"
"148.11","0.12","-0.47","-8.47","-0.81","0.27","-0.83"
"148.21","-1.53","11.73","-9.38","-0.39","0.58","0.60"
"148.32","0.43","2.55","-10.00","0.22","-0.43","-0.61"
"148.42","0.51","3.80","-11.02","-0.10","-0.20","-0.08"
"148.52","-0.51","3.02","-8.43","-0.10","-0.64","0.88"
"148.62","3.10","1.80","-12.63","0.40","-2.91","0.31"
"148.72","-2.71","-2.24","-13.34","1.09","1.12","1.55"
"148.82","-1.02","0.67","-9.85","2.24","-0.06","2.19"
"148.93","-0.63","-1.73","-7.77","1.26","-1.16","0.02"
"149.03","-1.14","-1.77","-9.38","1.14","-0.78","0.66"
"149.13","-1.14","-2.47","-10.83","0.61","-0.20","-0.01"
"149.23","-3.10","-4.16","-13.96","1.05","0.25","1.69"
"149.34","-10.71","0.71","-7.85","-2.64","0.91","-4.10"
"149.44","2.28","-3.77","-11.22","-1.57","1.17","-0.12"
"149.54","-4.04","-3.88","-7.53","-1.26","-0.48","-1.98"
"149.64","7.34","0.63","-7.37","-1.82","3.28","4.03"
"149.74","10.59","5.61","-11.81","0.90","-0.65","-6.72"
"149.85","-0.94","-6.20","-10.12","-1.92","1.39","0.97"
"149.95","-8.51","-8.71","0.78","-1.10","1.45","1.42"
"150.05","3.26","-2.24","-9.38","3.17","-0.78","1.64"
"150.15","-1.96","0.35","-6.63","2.84","-1.19","1.73"
"150.25","-1.77","-1.18","-9.38","0.96","-1.90","-1.37"
"150.35","-1.61","-3.65","-10.12","0.03","-1.64","0.49"
"150.46","-8.98","1.18","-12.98","1.63","2.25","0.16"
"150.56","6.51","-5.49","-16.91","-0.84","2.22","-0.99"
"150.66","6.55","-6.08","-12.51","-2.42","1.93","-2.98"
"150.76","1.26","-3.65","-3.22","-1.29","0.84","-1.27"
"150.87","-1.22","0.12","-4.04","-0.75","-0.36","4.13"
"150.97","10.90","0.75","-12.55","0.37","-1.57","-0.07"
"151.07","4.16","-1.53","-12.51","-1.85","1.21","0.03"
"151.17","-11.18","-13.96","-8.47","-1.86","2.95","1.88"
"151.27","5.06","1.96","-9.06","2.84","-1.07","0.61"
"151.37","-1.57","2.08","-7.41","1.69","-1.61","1.53"
"151.48","4.00","-3.45","-10.43","0.02","-1.55","-0.49"
"151.58","-1.61","-1.61","-9.49","1.00","-1.18","-0.92"
"151.68","-4.82","0.00","-15.46","1.08","0.98","-0.53"
"151.78","3.10","-6.55","-15.06","-1.00","1.69","0.97"
"151.88","-0.39","-5.33","-15.10","-2.00","3.74","-4.06"
"151.99","2.63","1.33","-5.92","-0.93","1.16","-0.15"
"152.09","-1.45","-0.94","-4.71","-0.70","-0.87","1.96"
"152.19","19.89","5.33","-20.01","0.12","-1.87","-3.91"
"152.29","5.69","-3.14","-11.96","-1.35","1.60","1.84"
"152.40","-3.33","-6.20","-8.16","1.07","-3.04","-2.44"
