NAME:,run_121_2_1.csv,,,,,
EXPERIMENT TIME:,18/03/2024 16:54,,,,,
ACTIVITY TYPE:,Running,,,,,
COUNT OF ACTUAL STEPS:,140,,,,,
,,,,,,
Time [sec],ACC X,ACC Y,ACC Z,GYRO X,GYRO Y,GYRO Z
0.051919,1.26,-8.32,3.77,-0.02,0.02,-0.02
0.156933,1.29,-8.36,3.96,-0.03,0.02,-0.02
0.233139,1.1,-8.32,3.77,-0.02,0.02,0
0.346229,1.1,-8.36,3.8,-0.02,0,0
0.432956,1.22,-8.39,3.92,-0.02,0,0.01
0.544018,1.29,-8.32,3.69,-0.04,0.02,-0.01
0.64427,1.22,-8.36,3.88,-0.05,0,-0.03
0.735922,1.06,-8.51,3.45,-0.04,-0.02,-0.04
0.84671,1.18,-8.39,3.53,-0.02,-0.02,-0.02
0.945471,1.29,-8.28,3.61,-0.02,-0.05,-0.01
1.049209,1.37,-8.36,3.65,-0.01,-0.03,-0.04
1.14818,1.41,-8.28,3.33,-0.02,-0.06,-0.08
1.264804,1.45,-8.36,3.84,-0.01,-0.06,-0.05
1.365121,1.53,-8.51,4,-0.01,-0.11,-0.04
1.462197,1.88,-7.81,3.53,-0.05,-0.11,-0.06
1.575527,1.73,-7.85,3.84,-0.05,-0.18,-0.09
1.670091,1.61,-8.04,4,-0.08,-0.24,-0.04
1.769168,2.39,-7.81,4.24,-0.05,-0.39,-0.17
1.884979,1.84,-7.96,4.79,0.21,-0.48,-0.25
1.966551,2.67,-7.73,5.22,0.35,-0.64,-0.1
2.073495,2.12,-6.9,4.82,0.15,-0.46,0.05
2.1748,0.71,-3.69,3.45,0.07,-0.38,0.35
2.289576,4.47,-5.18,0.63,-1.51,0.36,0.09
2.381032,-0.08,-20.01,8.63,-0.77,3.39,2.93
2.484442,-1.8,-6,9.41,-0.51,0.88,-0.53
2.580489,-0.75,1.92,-2.94,-0.73,-0.21,-0.16
2.685965,1.53,-1.96,-2.51,0.1,-0.09,-0.11
2.801364,2.75,-19.22,14.44,0.45,-0.46,-1.24
2.892499,1.06,-6.9,1.49,-0.27,0.04,-0.75
2.997286,-1.1,4.12,-2.86,-0.04,0.9,-0.15
3.103166,0.47,-2.04,-0.51,0.06,-0.02,0.7
3.17997,3.33,-20.01,10.16,0.8,3.19,3.27
3.364955,-2.63,-2.31,7.06,-0.4,1.17,-0.49
3.435571,-0.82,1.37,-3.49,-0.84,-0.79,-0.32
3.510186,0.86,1.41,-3.41,0.1,-1.14,0.1
3.6039,12.59,-20.01,17.02,-0.75,0.17,-1
3.704859,3.37,-9.85,1.53,-0.21,-0.45,-0.48
3.822575,-2.08,2.24,-0.9,-0.66,1.93,0.01
3.901662,0.04,0.27,-3.18,-0.61,0.41,-0.09
4.005548,0.71,-20.01,7.85,-0.02,-0.82,1.07
4.113209,-3.22,-6.71,16.4,-2.52,0.01,0.66
4.20897,0.98,1.88,-5.14,-0.41,-0.76,-0.48
4.313415,-0.78,2.35,-3.61,0.01,-0.79,-0.1
4.426453,8.04,-20.01,16.79,1.09,0.99,-0.05
4.522757,-4,-11.41,7.49,1.38,0.41,-0.43
4.644864,-2.31,1.06,-1.8,-0.86,1.03,0.11
4.715682,1.69,1.45,-3.02,-1.35,-0.6,-0.41
4.847033,8.43,-20.01,10.83,3.09,-3.2,0.64
4.954661,-3.77,-9.45,14.55,-1.47,-0.94,-0.04
5.032833,1.65,1.88,-2.67,0,-0.52,-0.19
5.14193,-1.14,1.8,-2.82,0.4,-0.91,-0.47
5.238431,1.77,-20.01,18.87,1.68,2.12,0.67
5.341542,0,-11.92,6.55,-0.68,-0.99,-0.18
5.44673,-5.49,3.73,-1.77,-0.44,0.19,0.95
5.541607,-0.16,0.78,0.04,-0.57,0.49,1.27
5.6418,-6.9,-20.01,13.61,1.15,1.32,-3.09
5.746213,0.94,-13.18,9.06,-0.48,-0.06,0.44
5.845806,0,1.73,2.43,-1.51,0.3,-1.15
5.951373,-0.43,1.18,-2,-0.02,-1.21,0.43
6.051645,8.87,-20.01,18.51,-0.03,-0.22,2.53
