NAME:,walk_124_2_2,,,,,
36.130005,2.35,9.3,0.04,-0.44,-0.52,-1.28
36.23999,0.27,10.51,0,-0.41,-0.41,-0.75
36.340027,0.59,9.02,0.43,-0.4,-0.48,-1.63
36.440002,1.06,8.94,1.73,-0.37,-0.39,-1.71
36.540039,0,9.1,2.04,-0.22,0.03,-1.39
36.640015,-0.27,9.53,2.31,-0.22,-0.34,-0.92
36.75,0.51,11.14,2.08,0.04,-0.56,-0.01
36.850037,2.55,9.02,1.22,-0.58,-0.77,-0.45
37.150024,0.12,9.34,1.14,0.53,0.22,-0.13
37.559998,3.57,10.51,0.63,-0.12,0.05,0.15
38.380005,1.8,9.18,0.78,0.68,0.53,1.92
38.480042,-0.51,10.16,0.98,0.94,0.56,1.8
38.580017,-1.65,8.04,2.94,0.58,0.33,1.29
38.679993,-0.51,9.38,0.78,-0.05,0.16,0.15
39.290039,0.9,7.85,1.41,-0.32,-0.18,-1.12
39.400024,2.51,8.43,5.41,-0.11,-0.06,-0.9
39.5,1.06,10.04,4.43,-0.28,-0.08,-1.2
39.910034,0.94,8.43,0.51,0.43,-0.01,0.58
40.01001,0.94,9.49,0.39,0.5,0.15,0.27
40.110046,0.94,10,1.29,0.32,0.27,0.47
40.210022,0.27,11.34,-0.27,0.1,0.2,0.76
40.309998,1.41,12.51,1.26,0.67,-0.23,1.22
40.420044,4.79,9.85,1.37,0.3,-0.08,0.43
40.52002,2.43,11.92,-1.29,-0.47,0.2,1.19
40.619995,1.49,7.26,1.49,-0.43,0.57,0.6
40.720032,0.24,9.1,2.47,0.47,0.44,1.11
40.820007,-0.24,8.28,2.71,0.44,0.27,1.02
40.929993,0.86,9.53,5.45,0.5,0.09,-0.4
41.030029,3.8,13.1,1.69,0.1,-0.34,0.33
41.130005,3.88,8.12,-1.49,-0.6,-0.22,0.97
41.230042,3.06,11.06,0.04,0.64,0.38,1.2
41.340027,1.57,9.06,0.24,0.76,0.56,1.83
41.440002,0.75,10,0.51,0.82,0.5,1.76
41.540039,-0.31,9.73,0.71,0.28,0.12,2.2
41.640015,0.04,9.81,1.1,0.25,0.15,1.1
41.73999,0.51,9.89,2.55,0.13,0.4,0.78
41.850037,1.88,12.67,-1.65,0.54,-0.04,1.71
41.950012,2.94,9.69,0.35,-0.1,0.01,0.5
42.050049,1.06,10.75,-0.24,-0.46,0.37,0.56
42.150024,0.86,8.71,1.33,-0.17,0.45,0.29
42.25,-0.04,8.08,2.82,0.13,0.3,0.62
42.360046,1.18,8.43,1.77,0.07,0.02,0.25
42.460022,0.43,10.2,3.92,0.21,0.17,1.06
42.559998,4.55,12.59,1.84,-0.06,-0.11,0.25
42.660034,1.96,6.28,0.2,0.38,0.18,1.28
42.76001,2.63,9.45,0.9,0.29,0.43,1.09
42.869995,2,9.85,0.31,0.83,0.53,1.65
42.970032,0.39,10.36,0.9,0.71,0.51,2.08
43.070007,0.24,9.65,0.63,0.51,0.33,1.56
43.170044,0.59,9.41,1.88,0.44,0.39,1.05
43.27002,0,11.1,1.77,0.6,0.47,1.12
43.369995,1.92,12.12,-1.84,0.33,-0.11,1.04
43.480042,3.22,11.06,0.86,-0.2,-0.4,0.74
43.580017,1.29,8.16,0.78,-0.63,0.2,0.51
43.679993,0.67,9.02,1.57,-0.12,0.39,0.13
43.780029,0.2,8.47,2.82,0.1,0.25,0.22
43.890015,0.78,9.14,1.84,0.11,-0.06,-0.04
43.98999,1.1,10.94,3.84,0.03,-0.04,0.51
44.090027,3.65,12.08,2.82,-0.4,-0.81,-1.05
44.190002,2.47,8.67,-0.24,0.19,0.14,0.2
44.290039,2.08,9.57,0.43,0.5,0.26,0.47
44.390015,0.75,9.85,0.78,0.66,0.41,0.51
44.5,0.2,9.73,1.26,0.56,0.11,0.88
44.600037,0.47,8.87,1.02,0.08,0.23,0.53
44.700012,0.59,10.55,2.31,0.49,0.17,0.17
44.800049,1.14,13.73,-1.73,0.65,-0.31,0.9
44.900024,2.55,9.73,0.59,-0.96,-0.26,-0.85
45.01001,0.98,10.32,-0.2,-0.74,-0.14,-0.08
45.110046,1.33,7.53,0.55,-0.75,-0.03,-1.35
45.210022,0.94,7.85,2.98,0,0,-0.98
45.309998,-0.27,9.53,2.94,-0.09,-0.17,-0.5
45.420044,0.82,10.28,6.98,-0.18,-0.09,-1.1
45.52002,3.45,13.69,2.59,0.04,-0.12,-0.94
45.619995,2.43,8.55,-0.75,0.25,-0.17,-0.64
45.720032,1.33,8.83,1.14,0.55,-0.04,-0.37
47.25,0.08,9.34,1.14,0.58,0.22,0.68
47.559998,0.78,12.63,0.82,0.63,0.02,0.96
48.780029,-0.2,9.49,-0.27,-0.09,0.05,-0.04
48.880005,-0.08,10.43,2.55,0.05,0.03,-0.53
48.98999,0.47,14,-2.31,0.26,-0.44,0.1
49.090027,2.31,9.81,-0.71,-0.86,-0.55,-2.12
49.190002,0.59,9.57,-1.57,-0.99,-0.61,-1.88
49.290039,1.29,8.9,-0.27,-0.41,-0.48,-2.34
49.390015,0.9,9.65,1.26,-0.21,-0.34,-1.95
49.5,0.59,10.12,1.96,-0.48,-0.3,-2.32
49.600037,0.59,9.1,3.02,-0.61,-0.49,-1.36
49.700012,0.82,12.12,-0.63,-0.54,-0.58,-1.03
49.800049,1.65,8.87,-1.33,-0.62,-0.5,-1.25
49.900024,0.98,10.63,0.51,0.66,-0.53,-0.95
50,0.35,9.14,0.12,0.34,-0.29,-0.83
50.110046,0.24,9.96,0.04,0.46,-0.18,-1.11
50.210022,0.35,9.41,-0.39,0.09,-0.22,-0.76
50.309998,0.27,10.47,-0.04,0.35,0.06,-0.25
50.410034,-0.24,11.3,1.06,0.21,0.1,-0.25
50.52002,-0.16,11.81,-2.24,-0.2,-0.27,0.45
50.619995,3.53,10.12,0.55,-0.58,-0.33,-1.17
50.720032,1.73,11.65,0.16,-1.26,-0.26,-0.28
50.820007,0.55,7.53,1.65,-0.86,-0.28,-0.73
50.920044,0.75,7.81,3.1,-0.48,-0.24,-0.84
51.02002,0.43,7.3,3.65,0.19,-0.02,-0.35
51.130005,-0.04,7.61,3.33,0.77,0.19,0.13
51.230042,1.22,11.41,2.24,0.29,0.06,-0.18
51.330017,1.92,10.94,3.41,-0.03,-0.25,0.16
51.429993,1.73,9.02,0.24,0.26,0.02,-0.69
51.530029,1.53,9.89,1.22,0.33,-0.09,-0.25
51.640015,-0.04,9.57,0.59,0.65,0.13,0.07
51.73999,0.08,9.57,1.26,0.47,0.06,-0.12
51.840027,0.43,9.14,0.55,0.04,0.2,-0.31
51.940002,0.55,10.24,2.08,0.29,0.25,-0.21
52.040039,0.67,13.02,-1.29,0.77,-0.26,0.89
52.150024,2.12,9.38,0.27,-0.63,-0.3,-1.17
52.25,0.51,11.53,-0.82,-0.47,-0.35,-0.73
52.350037,0.71,8.47,0.08,-0.76,-0.29,-1.74
52.450012,1.26,8.51,1.65,-0.36,-0.32,-1.67
52.550049,-0.08,7.85,2.79,-0.19,-0.11,-1.25
52.660034,0.82,9.85,1.88,-0.24,-0.39,-1.4
52.76001,1.45,13.02,3.33,-0.43,-0.59,-0.31
52.860046,2.24,8.98,-1.65,-0.72,-0.51,-0.57
52.960022,1.88,10.2,1.61,0.88,-0.1,-0.76
53.059998,0.27,8.24,0.51,0.64,-0.07,-0.02
53.170044,0.63,9.1,1.77,0.48,0.06,-0.55
53.27002,-0.04,9.73,0.9,0.28,0,0.55
53.369995,0.04,10.08,-0.16,0.47,0.08,0.15
53.470032,0.27,13.42,0.24,0.76,0.2,0.91
53.570007,3.3,11.45,-0.9,0.09,-0.2,-0.1
53.679993,2.75,10.28,1.37,-0.84,-0.07,-0.1
53.780029,1.06,9.1,0.27,-0.56,0.04,-0.14
53.880005,1.02,8.9,1.77,-0.09,0.22,-0.43
53.980042,1.02,8.12,1.96,0.01,0.04,-0.01
54.290039,4.31,12.63,1.06,0.21,-0.06,-0.43
54.600037,0.63,10.24,1.65,0.94,0.56,1.26
55.720032,1.65,13.18,4.79,-0.12,-0.58,-0.28
55.820007,3.33,9.3,-1.37,-0.46,-0.3,-0.91
55.920044,2.2,9.14,1.22,0.52,-0.1,-0.27
57.150024,-0.16,10.59,3.18,0.49,0.21,0.77
57.25,4.67,13.06,-1.61,0.11,-0.57,-0.04
57.350037,3.65,9.53,-0.16,-0.59,0,0.18
57.450012,3.02,9.92,-0.39,0.57,0.16,1.8
57.550049,0.75,9.92,0.24,0.69,0.51,1.94
57.660034,0.59,10.04,0.35,0.48,0.33,1.8
57.76001,-0.63,10,0.31,0.38,0.43,1.76
57.860046,0.86,9.61,0.31,0.1,0.27,0.64
57.960022,1.14,9.65,2.16,0.24,0.4,0.93
58.059998,3.22,12.36,0.55,0.88,-0.03,2.3
58.160034,3.45,8.39,0.24,-0.29,0.13,0.38
58.27002,0.71,11.69,-0.43,-0.6,0.27,0.94
58.369995,1.37,7.96,1.14,-0.4,0.55,0.43
58.470032,1.14,8.83,2.28,0.31,0.42,0.48
58.570007,0.94,8.43,2.28,0.31,0.22,0.6
58.670044,0.98,9.38,2.82,0.27,-0.1,0.1
58.780029,2.67,12.43,2.82,-0.12,-0.78,0.56
58.880005,3.22,8.67,0.75,-0.49,-0.17,0.8
58.980042,2.55,8.67,0,0.55,0.21,0.61
59.080017,2.47,10.12,0.2,0.32,0.3,1.5
59.179993,1.33,9.89,0.55,0.61,0.43,1.62
59.290039,-0.04,10.32,0.27,0.51,0.36,2.3
59.390015,-0.04,9.49,0.67,0.16,0.3,1.31
59.48999,0.63,9.89,1.45,0.26,0.31,0.7
59.590027,1.29,11.92,1.61,0.59,0.27,1.63
59.690002,2.98,10.12,-1.92,0.15,0.02,1.04
59.800049,2.24,11.06,0.04,-0.13,0.22,1.2
59.900024,1.53,7.49,0.78,-0.63,0.31,0.58
60,1.1,8.51,2.35,0.17,0.45,0.63
60.100037,-0.04,7.65,2.75,0.22,0.19,0.64
60.200012,1.33,10.2,2.63,0.13,-0.13,-0.16
60.309998,3.77,13.02,4.43,0.05,-0.69,0.48
60.410034,3.14,8.43,-0.75,-0.24,-0.72,0.66
60.51001,2.04,9.77,-0.04,0.66,0.18,0.58
60.610046,1.02,8.47,0.63,0.64,0.37,0.94
60.720032,-0.24,9.49,0.98,0.85,0.35,1.18
60.820007,-0.16,9.49,0.63,0.02,0.24,0.87
60.920044,0.67,10.47,1.65,0.11,0.31,0.04
61.02002,-0.2,12.63,2.12,0.37,0.24,1.11
61.119995,2.2,11.26,-2.79,-0.16,-0.2,-0.57
61.230042,0.78,10.59,-0.24,-0.25,-0.28,-0.2
61.330017,0.63,8.28,-0.47,-0.72,-0.69,-0.64
61.429993,0.08,10.04,1.33,-0.36,-0.17,-1.18
61.530029,-0.04,8.43,1.33,-0.07,-0.04,-1.28
61.630005,0.24,9.26,2,-0.36,-0.16,-1.35
61.730042,0.78,11.53,3.1,-0.14,-0.3,-0.02
61.840027,1.84,12.08,-2.39,-0.35,-0.6,-0.27
61.940002,2.28,8.16,0.27,0.26,-0.19,-1
62.040039,0.98,9.49,0.82,0.65,0.07,-0.11
62.140015,-0.08,9.61,0.24,0.65,0.14,-0.02
62.25,0.63,9.57,0.71,0.4,0.39,-0.22
62.350037,-0.24,9.38,0.31,0.2,0.14,0.27
62.450012,-0.39,11.1,2.31,0.19,0.29,0.6
62.550049,1.96,13.81,-2.28,0.37,0.08,0.41
62.650024,3.41,9.89,-0.16,-0.3,-0.14,-0.64
62.960022,1.1,7.81,2.16,-0.12,0.14,-0.82
63.26001,3.37,11.38,0.2,-0.33,-0.32,0.41
65.710022,1.29,10.2,0,-0.86,-0.29,-2.53
65.809998,0.9,9.61,0.98,-0.64,-0.62,-2.05
65.920044,0.55,9.61,1.49,-0.55,-0.53,-2.18
66.02002,0.67,10.04,2.35,-0.71,-0.46,-1.48
66.119995,2.55,11.73,-1.33,0.05,-1.01,-0.87
66.220032,2.47,8.75,0.51,0.58,-0.29,-1.64
66.320007,1.37,8.9,0.12,0.45,-0.12,-0.9
66.429993,0.98,9.53,-0.43,0.75,-0.06,-0.69
66.530029,0.94,9.45,0.2,0.31,-0.06,-0.11
66.630005,2.24,10,0.39,-0.09,0.06,-0.5
66.730042,0.24,11.73,1.18,-0.06,0.2,0.33
66.840027,1.26,11.18,-2.39,-0.03,-0.35,0.65
66.940002,0.67,11.85,-0.63,-1,-0.49,-1.35
67.040039,1.06,10.32,0.78,-1.29,-0.68,-2.15
67.140015,1.49,9.49,1.69,-1.17,-0.54,-2.26
67.23999,1.18,7.45,2.08,-0.12,-0.35,-1.79
67.350037,-0.16,9.14,3.69,0.01,-0.14,-1.31
67.450012,-1.18,10.36,2.79,-0.1,-0.17,-0.85
67.550049,6.39,14.55,1.65,-0.02,-0.26,-2.71
67.650024,5.22,7.73,-2.86,-0.28,-0.68,0.94
67.75,2.55,11.26,1.65,0.84,-0.41,0.21
67.860046,1.29,9.14,0.12,0.29,-0.36,0.21
67.960022,1.45,8.79,0.78,0.47,-0.04,-0.06
68.059998,0.31,9.14,0.16,0.49,0.09,0.18
68.160034,-0.12,10,1.1,-0.13,0.15,-0.25
68.26001,1.8,11.26,1.26,-0.06,0.17,-0.65
68.360046,2.2,13.02,-2.04,0.38,-0.02,0.09
68.470032,2.47,9.77,-0.47,-0.56,-0.35,-1.09
68.570007,2.51,9.14,-0.39,-0.9,-0.46,-1.06
68.670044,2.24,8.51,1.29,-0.58,-0.24,-1.75
68.77002,1.73,7.96,2.12,-0.22,-0.06,-1.18
68.880005,1.65,8.9,2.28,-0.09,-0.17,-0.81
68.980042,1.22,10,4.55,-0.18,-0.21,-0.2
69.080017,3.22,12.75,2.2,0.2,-0.46,0.1
69.179993,2.63,8.36,-0.9,0.11,-0.04,-0.3
69.280029,2.28,9.02,0.94,0.47,0.08,-0.22
69.390015,0.94,9.18,0.24,0.52,0.09,0.1
69.48999,0.59,9.61,1.14,0.43,0.1,0.09
69.590027,0.47,9.77,-0.27,0.09,0.17,0.24
69.690002,1.06,10.83,1.88,0.39,0.23,0.09
69.790039,2.67,13.14,-0.67,0.3,-0.4,0.5
69.890015,3.84,7.92,0.35,-0.2,-0.16,-0.13
70,2.04,10.59,0.63,-0.34,-0.07,0.37
70.100037,1.88,7.92,1.37,-0.41,0.3,-0.41
70.200012,1.29,8.28,2.51,0.23,0.25,0.01
70.300049,0.59,9.06,2.12,0.27,0.07,0.36
70.400024,0.43,10.59,5.26,0.06,0.1,0.01
70.51001,3.49,12.04,1.18,0.2,-0.36,0
70.610046,3.41,7.73,-0.67,-0.16,-0.06,-0.03
70.710022,2.82,10.04,0.78,0.75,0.1,0.7
70.809998,1.26,9.53,-0.04,0.67,0.35,1.07
70.920044,0.43,9.53,0.63,0.58,0.29,1.03
