NAME:,walk_121_2_1.csv,,,,,
EXPERIMENT TIME:,18/03/2024 16:45,,,,,
ACTIVITY TYPE:,Walking,,,,,
COUNT OF ACTUAL STEPS:,109,,,,,
,,,,,,
Time [sec],ACC X,ACC Y,ACC Z,GYRO X,GYRO Y,GYRO Z
0.043527,2.35,-7.45,4.71,-0.02,-0.02,0.03
0.131796,2.35,-7.65,4.59,-0.01,-0.01,0.03
0.229168,2.24,-7.45,4.55,0,-0.05,0.03
0.333254,2.35,-7.57,4.55,-0.02,-0.02,-0.01
0.420402,2.12,-7.61,4.75,-0.05,-0.1,0.01
0.531331,2.16,-7.57,4.55,-0.02,-0.11,0.02
0.619672,2.24,-7.53,4.63,-0.02,-0.09,0.03
0.741186,2.35,-7.81,4.71,-0.02,-0.11,0.03
0.821955,2.75,-7.41,4.2,-0.02,-0.11,0.02
0.929437,2.28,-7.53,4.67,0.01,-0.12,0.01
1.074022,2.55,-7.49,4.31,0.02,-0.09,0
1.142887,2.59,-7.49,4.59,0.02,-0.12,0.03
1.238637,2.67,-7.53,3.77,0.01,-0.09,-0.01
1.361728,2.94,-7.65,4.43,-0.03,-0.11,-0.01
1.47574,2.43,-7.45,4.16,0.01,-0.31,0.09
1.538753,2.67,-7.41,4.9,0.11,-0.13,0.03
1.639811,2.51,-7.3,5.69,0.18,-0.44,0.3
1.737661,2.43,-7.34,4.86,0.6,-0.92,0.22
1.860761,2.98,-6.47,5.1,0.68,-0.98,0.17
1.950876,2.9,-5.26,4.31,0.74,-0.88,0.11
2.047583,2.98,-4.31,5.57,0.31,-0.55,0.37
2.224864,3.1,-5.33,8.87,0.43,-0.85,0.57
2.283969,8.51,-11.89,7.57,1.16,-1.48,-0.83
2.357068,5.53,-12.75,3.18,-3.24,2.46,0.42
2.457963,2.31,-7.14,2.55,-0.31,0.91,0.44
2.592649,1.69,-3.84,2.31,0.11,0.99,-0.04
2.701285,0.16,-5.73,3.33,-0.15,0.04,-0.36
2.771278,-1.73,-10.4,9.96,0.66,0.94,0.04
2.883697,0.86,-14.08,3.88,0.91,0.37,-0.21
3.003893,9.14,-9.73,1.14,-1.48,-0.12,-0.48
3.066194,-1.73,-3.61,3.57,1.31,-0.93,0.1
3.185377,2.24,-2.94,-0.12,0.89,-1.29,0.3
3.320851,1.96,-8.16,14.16,-0.22,-0.03,1.18
3.386705,7.81,-8.16,8.2,1.45,-1.37,0.05
3.482268,5.33,-8.36,-0.9,-0.73,1.95,0.16
3.602954,1.1,-4.86,0.82,0.21,-0.36,0.53
3.695381,1.69,0,4,-0.27,1.69,-0.66
3.782189,-2.63,-7.49,4.51,-0.22,-0.71,-0.29
3.895939,0.78,-11.77,11.38,0.99,0.82,0.45
4.005401,-0.39,-11.26,3.41,0.58,-0.63,0.41
4.099774,7.61,-5.1,-0.47,-0.75,0.75,-0.77
4.196802,0.43,-2.59,1.14,0.5,-1.91,1.26
4.303618,1.92,-4.12,4.31,-0.13,-1.19,0.77
4.397211,0.24,-8.79,18.75,1.35,-0.24,0.6
4.499203,3.8,-11.57,2.16,0.19,1.37,0.26
4.721254,2.31,-10.12,2.59,-0.04,0.71,-0.48
4.75557,2.12,-2.51,1.33,-0.82,0.36,-0.62
4.81606,-0.04,-4.59,3.06,-0.32,0.28,-0.73
4.931754,1.29,-8.08,9.49,0.37,-1.55,0.14
5.004704,-0.08,-8.98,10.71,0.75,1.3,-0.23
5.144561,7.14,-15.53,2.35,0.71,0.12,0.62
5.214479,1.61,-2.31,2.28,-0.92,0.68,-0.38
5.329132,0.35,-2.51,0.39,0.91,-2.78,0.99
5.41449,2.43,-6.24,9.26,-0.78,0.42,0.69
5.53135,2.12,-8.79,11.61,1.25,-1.27,0.28
5.633101,7.73,-8.9,5.22,-0.11,0.73,-0.13
5.770092,0.2,-4.59,2.2,-0.02,0.04,0.61
5.836671,2.28,-1.45,3.37,-0.25,1.77,-0.92
5.933553,-2.82,-8.67,4.75,-0.37,-0.83,-0.3
6.051704,0.75,-11.1,11.92,0.3,0.59,0.26
6.142254,-1.02,-13.14,0.67,0.53,-0.11,-0.93
6.253,6.71,-3.65,3.1,-0.24,0.15,-0.32
6.341746,-1.1,-3.1,-0.35,0.58,-1.32,0.24
6.455434,5.02,-2.24,2.71,-0.31,0.41,0.28
6.550702,1.49,-11.45,13.14,0.25,0.02,-0.14
6.641447,7.1,-8.67,0.47,-1.1,1.09,-0.53
6.75347,5.88,-12.59,4.94,-1.81,2.15,-0.65
6.859242,2.31,-2.59,-0.78,-1.3,0.46,-0.13
6.974169,-1.77,-5.88,3.45,-0.29,0.56,-0.44
7.085047,1.06,-9.53,6.94,-0.6,-0.63,-0.5
7.194218,2.55,-13.3,2.16,1.15,1.13,0.24
7.253376,9.34,-8.9,3.02,0.08,0.54,-0.42
7.355944,-2,-3.92,3.73,0.87,-1.25,0.28
7.45602,0.94,-4.08,-1.41,0.7,-1.82,1.29
7.559075,1.26,-7.34,11.65,-0.34,-0.42,1.12
7.657991,2.08,-12.43,11.65,1.63,-1.88,0.55
7.757745,8.32,-5.61,3.41,0.63,-0.29,0.79
7.873385,1.77,-4.79,4.24,-0.16,-0.29,0.77
7.962438,2.35,-1.61,2.59,-0.15,1.63,-0.68
8.094462,-3.49,-7.02,4.35,-0.41,-0.54,-0.51
8.179565,1.45,-12.59,9.61,-0.11,0.06,0.37
8.276858,-0.16,-9.96,-0.04,1.75,1.76,-1.06
8.381967,6.04,-8.9,3.26,-0.85,-0.28,-0.56
8.474604,-2.39,-3.61,1.61,1.05,-1.74,0.22
8.577164,3.96,-2.39,2,-0.3,-0.42,0.58
8.682461,6.35,-10.12,14.75,1.13,-0.89,0.19
8.78719,8.16,-9.92,0.98,-0.36,0.84,-0.2
8.884566,3.14,-14.4,1.22,-1.98,2.59,0.25
8.987556,2.08,-2.75,1.96,-0.23,0.86,-0.29
9.090299,-1.29,-4.63,2.31,-0.01,0.72,-0.6
9.203189,1.1,-8.63,11.57,-1.1,-0.68,-0.29
9.354511,2.43,-10.98,11.3,1,0.89,-0.26
9.42817,7.61,-15.57,-0.51,-0.74,-1.33,-0.66
9.505462,0.39,-4.82,5.88,-0.05,-0.34,0.01
9.624913,-0.31,-3.77,-0.75,0.84,-1.67,0.28
9.703294,2.47,-5.41,5.69,-0.86,-0.43,1.06
9.807009,3.18,-11.73,9.61,1.17,-1.81,0.09
9.903986,7.96,-7.45,6.83,-0.29,0.84,0.29
10.007705,0.75,-6.94,3.69,0.79,0.81,0.74
10.110175,3.14,-2,1.69,-0.28,1.77,-0.61
10.214879,-2.39,-6.79,1.77,-0.14,0.05,-0.51
10.315035,0.35,-9.89,10.55,0.06,0.24,0.07
10.42197,0.9,-16.16,10.28,1.71,1.79,-0.21
10.548757,7.49,-10.12,3.1,-0.56,-0.6,-0.34
10.622794,-2.55,-2.86,1.14,1.22,-2.05,0.29
10.731046,4.35,-1.77,1.61,-0.1,-0.49,0.46
10.829393,-0.27,-10.32,14.24,0.06,0.2,0.25
10.943499,6.9,-11.1,2.86,1.79,-0.79,-0.04
11.034343,3.92,-11.77,2.35,-1.43,1.94,0.29
11.139684,1.06,-3.92,2.31,-0.66,0.39,0.37
11.242505,-0.08,-2.79,4,-0.04,0.53,-0.52
11.344149,-2.31,-6.98,6.67,-0.33,-0.46,-0.33
11.443881,1.18,-11.69,12.16,0.4,0.15,0.35
11.558987,5.96,-13.34,0.82,0.06,-0.43,-0.96
11.667398,2.59,-3.53,4.47,-0.07,-0.56,0.09
11.740667,-1.06,-3.02,-0.27,1.43,-1.72,0.41
11.926927,3.33,-4.16,6.83,-0.73,0,0.86
11.990153,5.22,-12.16,10.59,0.29,-1.88,-0.09
12.067926,7.1,-6.67,-0.9,-1.23,1.68,-0.23
12.165331,0.12,-8.55,2.67,0.45,0.89,0.67
12.263764,2.63,-1.84,1.77,-0.22,1.56,-0.63
12.366919,-3.3,-6.79,1.84,-0.15,-0.03,-0.48
12.467831,0.04,-9.96,11.81,0.29,0.38,0.09
12.565876,1.18,-11.49,2.31,0.7,1.16,-0.26
12.669222,6.75,-9.96,3.3,-1.03,-0.22,-0.35
12.772029,-2.71,-3.49,2.71,1.34,-1.71,0.25
12.920173,3.37,-2.47,1.49,0.27,-0.96,0.51
13.013368,1.33,-8.94,17.14,0.15,0.08,0.6
13.100738,8.51,-10.75,1.14,0.76,-0.36,-0.51
13.184864,4.28,-15.14,1.33,-1.81,2.71,0.23
13.288595,2.94,-2.31,2.39,-0.27,1.06,-0.17
13.386954,-0.82,-3.53,2.35,-0.02,0.66,-0.62
13.470484,-1.45,-7.14,10.43,-0.99,-0.58,-0.45
13.604639,4.12,-10.24,12.2,0.82,0.57,0.03
13.721796,5.53,-14.08,1.49,0.56,-1.34,-0.49
13.783976,2.94,-4,5.14,-0.51,-0.02,-0.4
13.900516,-0.55,-3.33,-1.29,0.97,-1.66,0.39
13.99942,3.53,-3.88,7.45,-0.8,0.03,0.96
