"NAME:","run_122_5_1.csv"
"EXPERIMENT TIME:","15/03/2024 23:43:49"
"ACTIVITY TYPE:","Running"
"COUNT OF ACTUAL STEPS:","163"
""
"Time [sec]","ACC X","ACC Y","ACC Z","GYRO X","GYRO Y","GYRO Z"
"0.0","-2.39","-13.1","-3.61","0.17","0.22","0.15"
"0.059","-3.26","-9.92","-2.63","0.33","0.37","0.00"
"0.119","10.1","-8.94","1.18","0.48","0.23","-0.61"
"0.190","-0.67","-13.0","3.22","0.40","0.49","-0.35"
"0.25","1.65","-14.6","-0.82","0.36","0.29","-1.15"
"0.309","0.16","-14.2","-2.00","-0.11","-0.07","-1.47"
"0.369","-1.61","-5.06","-0.35","-0.57","0.21","-1.50"
"0.440","-2.28","3.45","0.08","-0.52","0.42","0.27"
"0.5","2.86","4.71","-3.14","-0.22","-0.39","1.05"
"0.559","15.1","-20.0","0.35","-3.75","-1.40","-0.38"
"0.630","-7.06","-20.0","-4.39","0.79","-0.36","1.18"
"0.690","5.41","-12.9","-4.20","1.29","0.57","2.21"
"0.75","1.45","2.55","0.24","1.53","1.67","1.02"
"0.809","1.88","3.18","-0.67","-1.06","0.69","-1.22"
"0.940","-6.63","-15.6","3.73","1.36","-0.23","0.11"
"1.0","3.80","-20.0","-3.18","0.06","0.33","-1.07"
"1.690","-1.65","-13.8","-3.18","1.53","-1.47","-0.75"
"1.759","-2.59","-20.0","-6.59","0.39","-0.29","-1.77"
"1.880","-3.30","6.28","1.41","-0.08","-0.34","0.09"
"2.639","-7.88","10.7","-1.88","0.59","-1.70","1.70"
"2.699","17.8","-1.77","-6.16","-1.82","-1.65","0.64"
"2.759","20.0","-20.0","-9.30","-3.23","-1.79","-0.96"
"2.830","-11.4","-20.0","-12.2","-0.63","-0.00","1.52"
"3.199","7.30","-18.0","-7.77","0.96","-0.33","-1.11"
"3.270","-4.08","-4.12","-0.78","0.26","-0.06","-1.64"
"3.330","-1.73","-0.08","1.57","-0.43","-0.56","-0.94"
"3.389","-4.79","8.08","-0.39","1.21","-1.20","1.48"
"3.459","13.0","-1.02","-7.37","-2.39","-0.89","0.96"
"3.520","20.0","-20.0","-5.84","-4.17","-1.79","-2.15"
"3.580","-15.6","-20.0","-14.9","-1.40","0.37","1.81"
"3.639","4.82","-4.82","-0.08","1.97","-0.06","2.33"
"3.709","1.10","11.6","1.33","1.42","0.26","-0.44"
"3.770","0.39","2.04","-0.04","-0.93","0.99","-1.38"
"3.830","-4.59","-3.02","6.59","-1.12","1.00","0.50"
"3.899","-5.41","-20.0","-7.65","0.46","0.45","0.96"
"3.959","9.61","-15.4","-6.63","1.29","-0.63","-1.75"
"4.020","-7.02","-12.3","-4.00","-0.01","0.05","-1.87"
"4.089","2.08","-1.57","2.39","0.10","-1.04","-2.06"
"4.149","-5.10","7.92","-1.61","0.99","-1.18","0.53"
"4.209","3.65","-2.00","-2.47","-1.80","-0.54","1.31"
"4.270","9.49","-20.0","-0.94","-2.82","-3.93","-0.61"
"4.339","-10.6","-20.0","-9.38","1.09","0.39","1.60"
"4.399","4.28","-8.55","-3.53","1.78","0.10","2.09"
"4.459","0.16","5.37","0.67","2.04","1.12","0.16"
"4.529","2.16","4.20","-1.41","-0.92","0.40","-1.35"
"4.589","-7.57","-5.53","15.1","-0.88","1.18","0.68"
"4.649","-20.0","-20.0","7.22","1.27","0.75","0.15"
"4.720","9.02","-14.9","-8.67","0.88","-1.16","-1.32"
"4.779","-5.96","-9.10","-0.16","-0.06","-0.12","-1.78"
"4.839","3.73","-1.14","5.22","-0.35","-0.94","-1.94"
"4.899","-3.92","5.77","-4.35","1.07","-1.50","0.77"
"4.970","2.55","-2.43","5.10","-1.94","-0.34","1.38"
"5.029","5.53","-13.3","-1.96","1.75","-0.25","-0.94"
"5.089","-4.31","-19.9","-2.90","0.09","2.32","2.08"
"5.160","1.65","-1.61","-5.45","2.24","1.02","1.84"
"5.220","0.90","11.8","0.43","-0.45","-0.10","-1.18"
"5.279","4.55","-0.16","-1.84","-1.76","0.83","-0.16"
"5.349","-11.7","-20.0","1.73","-1.00","2.63","1.26"
"5.410","8.04","-20.0","-8.08","1.74","-1.04","-0.84"
"5.470","-4.28","-10.5","-2.90","0.66","-0.29","-1.01"
"5.529","0.94","-3.22","1.22","0.53","-0.75","-1.98"
"5.599","-2.55","10.0","-0.86","1.01","-1.22","0.25"
"5.660","-0.04","-2.08","-2.55","-1.80","-0.54","1.41"
"5.720","20.0","-20.0","-4.04","-3.11","-1.38","-2.43"
"5.789","-12.2","-20.0","-13.8","-1.73","0.98","1.15"
"5.849","1.10","-6.35","-3.92","2.13","0.24","2.12"
"5.910","1.02","11.3","-0.43","1.38","-0.29","-0.57"
"5.979","4.59","2.51","1.84","-1.03","0.03","-1.36"
"6.039","-1.84","-5.30","14.0","-0.76","1.35","1.08"
"6.099","-14.8","-20.0","0.51","1.18","1.78","0.58"
"6.160","10.5","-18.7","-11.2","0.99","-0.45","-1.38"
"6.289","2.00","-0.71","4.47","-0.21","-0.83","-1.60"
"6.349","-3.49","8.28","-4.20","1.35","-0.92","1.25"
"6.419","16.7","2.28","-4.43","-2.46","-1.15","0.85"
"6.479","18.9","-11.4","-6.20","-1.38","-0.23","-2.21"
"6.539","-13.5","-20.0","-11.6","-2.11","1.46","1.81"
"6.610","3.61","-4.20","-2.59","2.47","0.42","2.28"
"6.669","3.45","10.5","-1.06","0.43","0.31","-0.76"
"6.729","2.98","2.31","2.04","-1.37","0.73","-0.85"
"6.789","8.08","-11.4","20.0","-0.63","1.06","1.07"
"6.860","-11.8","-14.7","-0.82","1.17","-0.15","-0.31"
"6.919","8.28","-17.4","-8.20","0.17","-0.53","-1.13"
"6.979","-6.55","-5.84","-1.41","-0.37","-0.31","-1.78"
"7.050","1.80","-2.47","1.33","-0.40","-0.33","-0.90"
"7.110","-5.61","10.2","-1.06","0.74","-0.61","1.61"
"7.169","15.0","-3.14","1.26","-3.17","-1.16","0.41"
"7.239","16.2","-11.0","-12.1","-0.37","-0.72","-1.31"
"7.300","-5.65","-20.0","-10.4","-1.46","1.13","1.95"
"7.360","1.88","-3.61","-3.88","1.71","0.66","2.19"
"7.429","-0.98","10.6","-1.26","1.24","0.16","-1.16"
"7.489","3.14","1.45","1.96","-1.28","0.15","-1.08"
"7.550","-2.63","-4.20","-0.43","-0.72","1.05","0.99"
"7.610","-6.59","-20.0","-3.45","-1.56","1.77","1.58"
"7.679","8.83","-20.0","-9.61","0.83","-0.39","-1.46"
"7.739","-7.37","-12.3","-2.24","0.12","0.62","-2.05"
"7.800","1.02","-2.47","4.00","-0.12","-0.42","-1.40"
"7.869","-5.65","10.9","-1.49","1.59","-0.91","1.11"
"7.929","11.4","-1.02","-7.69","-1.90","-0.94","1.15"
"7.989","20.0","-20.0","-6.28","-2.84","-1.54","-2.31"
"8.050","-13.4","-20.0","-11.1","-1.61","0.85","1.76"
"8.119","4.82","-5.88","-1.61","2.50","0.48","2.19"
"8.179","4.00","14.8","-2.43","1.30","0.45","-0.46"
"8.239","4.43","3.18","2.28","-0.96","0.52","-1.22"
"8.309","15.9","-11.3","20.0","0.70","1.82","1.11"
"8.369","-18.4","-18.4","-0.31","0.62","-1.26","-1.21"
"8.429","10.9","-17.9","-11.0","0.27","-0.36","-1.43"
"8.5","-2.94","-2.00","2.04","-0.26","-0.57","-1.77"
