NAME:,walk_125_2_1.csv,,,,,
EXPERIMENT TIME:,12/03/2024 6:03,,,,,
ACTIVITY TYPE:,Walking,,,,,
COUNT OF ACTUAL STEPS: ,100,,,,,
,,,,,,
Time [sec],ACC X,ACC Y,ACC Z,GYRO X,GYRO Y,GYRO Z
0,8.71,-0.59,-0.12,0.21,0.05,-0.13
0.05999756,9.3,-0.82,-1.22,-0.37,-0.24,-0.12
0.120010376,9.34,-1.61,-1.73,-0.34,-0.17,-0.26
0.19000244,9.65,-1.22,-1.33,0.27,-0.12,-0.45
0.25,8.87,0,-1.02,0.36,-0.25,-0.42
0.30999756,8.43,-1.65,-0.67,-1.06,-0.06,-0.03
0.37001038,9.49,-3.65,-2.2,-1.43,-0.31,-0.04
0.43000793,8.67,-3.88,-0.59,0,0.29,-0.05
0.5,9.49,-1.29,-2.04,1.86,0.04,-0.19
0.55999756,9.85,0.75,0.24,1.07,-0.04,0.27
0.6200104,12.71,0.39,-0.94,0.07,-0.28,1.44
0.68000793,13.26,-2.08,2.35,0.57,1.22,1.43
0.7400055,10.08,-4.94,-3.06,-1.53,0.88,0.48
0.80999756,4.67,-3.65,1.26,1.46,1.71,0.48
0.8700104,3.18,-1.45,1.69,3.44,0.22,-0.15
0.93000793,4.79,-0.31,3.69,1.27,-0.13,-0.32
0.9900055,9.38,-1.45,1.8,-2.09,-1.57,0.73
1.050003,18.4,-3.73,-1.73,0.98,0.21,-0.72
1.1200104,12.2,-3.92,-7.02,-0.26,0.6,0.75
1.1800079,3.3,-2.16,4.75,-0.13,0.04,-0.25
1.2400055,14.79,2,-8.43,0.81,-1.81,-1.69
1.300003,5.88,-0.27,0.43,-0.98,0.84,-0.49
1.3600006,6.94,-1.22,-1.49,-2.6,-2.44,-0.6
1.4300079,7.41,-3.14,0.08,-2.82,1.08,0.24
1.4900055,6.63,-2.31,0.39,1.57,0.01,-1.03
1.550003,8.63,1.22,-1.92,1.74,0.18,-1.27
1.6100006,8.67,0.24,-2.31,0.14,-0.07,-0.82
1.6699982,13.89,-5.22,-5.96,-5.11,-0.49,0.42
1.7400055,9.92,-4.24,0.78,0.95,-0.96,1.4
