NAME:,run_125_2_2.csv,,,,,
EXPERIMENT TIME:,12/03/2024 7:29,,,,,
ACTIVITY TYPE:,Running,,,,,
COUNT OF ACTUAL STEPS: ,30,,,,,
,,,,,,
Time [sec],ACC X,ACC Y,ACC Z,GYRO X,GYRO Y,GYRO Z
0,9.18,-1.77,-3.77,0.09,0.03,0.05
0.05999756,8.87,-2.2,-3.8,0.04,-0.01,0.05
0.12000275,9.1,-1.84,-3.69,0.42,-0.13,-0.03
0.1800003,9.3,-1.8,-4.12,0.23,0.01,-0.15
0.25,9.14,-1.57,-3.53,0.31,-0.05,-0.12
0.30999756,9.38,-1.22,-3.88,0.37,-0.04,-0.11
0.37000275,8.9,-1.45,-3.73,0.05,-0.01,-0.04
0.4300003,9.38,-2,-3.57,-0.07,-0.11,-0.01
0.5,9.3,-1.92,-3.69,0.21,0.07,-0.03
0.55999756,8.83,-2.28,-3.73,0.04,0.01,-0.02
0.62000275,9.02,-2.63,-3.84,0.11,-0.14,-0.03
0.6800003,9.26,-1.69,-3.92,0.77,-0.21,-0.11
0.73999786,8.79,-1.65,-4.04,0.36,-0.03,-0.18
0.80000305,8.87,-2.2,-3.3,0.16,-0.18,-0.14
0.87000275,9.61,-1.69,-4.16,0.7,-0.24,-0.14
0.9300003,9.18,-1.22,-4.39,0.27,-0.03,-0.11
0.98999786,8.98,-2.12,-4.08,-0.23,-0.01,0.02
1.050003,8.51,-2.43,-4.12,0.01,-0.06,0.02
1.1100006,8.71,-2.43,-4.39,0.19,-0.19,0
1.1800003,8.79,-1.77,-4.47,0.41,-0.17,-0.01
1.2399979,8.87,-1.77,-4.39,0.08,-0.17,0.05
1.300003,9.14,-2.28,-4.16,-0.14,-0.19,0.05
1.3600006,8.83,-2.75,-4.47,-0.11,0.01,-0.02
1.4199982,8.08,-3.14,-4.35,-0.04,0.02,-0.12
1.4899979,8.55,-3.22,-4.39,0.46,-0.19,-0.26
1.550003,9.02,-2.24,-4.86,0.99,-0.11,-0.28
