NAME:,run_111_1_1.csv,,,,,
EXPERIMENT TIME:,20/03/2024 18:16:11,,,,,
ACTIVITY TYPE:,Running,,,,,
COUNT OF ACTUAL STEPS:,140,,,,,
,,,,,,
Time [sec],ACC X,ACC Y,ACC Z,GYRO X,GYRO Y,GYRO Z
0.07299805,11.29,0.31,-1.79,0.04,-0.06,0.18
0.1459961,7.66,0.03,-2.79,0.54,-0.08,0.03
0.21899414,3.32,-0.58,-4.41,0.21,1.33,0.21
0.2919922,12.17,1.45,-6.05,0.02,0.28,0
0.36499023,13.62,0.44,-4.34,0.35,-0.2,-0.04
0.43798828,11.77,0.52,-2.54,0.52,-0.32,-0.15
0.5109863,8.24,1.77,-1.37,0.55,-0.43,-0.46
0.5839844,0.67,1.49,-4.05,-0.67,0.27,-0.48
0.6569824,6.29,1.65,-5.03,-1.67,1.11,0.42
0.72998047,17.31,0.79,-8.13,-2,-0.66,0.5
0.8029785,12.95,-1.8,-1.6,-1.86,-0.43,0.65
0.87597656,11.29,0.86,-3.45,0.15,-0.95,0.27
0.9489746,3.71,-0.54,-2.48,0.5,0.09,-0.1
1.0219727,0.68,-0.57,-2.74,0.5,1.32,-0.13
1.0949707,15.88,0.37,-9.34,0.51,0.42,0.41
1.1679688,14.27,0.25,-1.86,1.07,-0.34,-0.54
1.2409668,8.77,0.39,-3.07,1.1,0.16,-0.21
1.3139648,7.88,1.66,-1.08,0.63,-0.89,-0.53
1.3869629,0.47,1.86,-3.54,-0.63,0,-0.9
1.4599609,6.64,1.25,-7.23,-1.76,1.52,0.24
1.532959,18.65,1.64,-5.64,-1.81,-0.16,0.71
1.605957,13.66,-2.01,-2.81,-1.47,0.06,0.58
1.6789551,11.32,1.41,-1.27,0.8,-0.6,0.2
1.7519531,2.74,-1.33,-3.75,1.38,-0.97,-0.3
1.8249512,1.1,0.07,-3.37,0.49,1.32,-0.23
1.8979492,13.78,1.52,-8.64,0.14,-0.01,0.09
1.9709473,16.78,-0.38,-2.52,0.5,-0.34,-0.45
2.0439453,9.09,-0.33,-2.17,0.56,0.19,-0.05
2.1170654,9.28,2.22,-1.29,0.75,-0.49,-0.19
2.1900635,1.35,1.73,-3.37,0.15,0.02,-1.03
2.2630615,3.54,0.45,-5.12,-1.1,1.51,-0.34
2.3360596,17.9,2.34,-5.96,-1.24,-0.49,0.77
2.4090576,13.99,-2.01,-1.46,-0.78,-0.91,0.29
2.4820557,10.83,1.52,-2.8,0.79,-0.72,0.53
2.5550537,2.22,-0.19,-2.86,0.77,-0.48,-0.53
2.6280518,2.01,-1.05,-3.48,0.03,1.46,-0.61
2.7010498,15.77,2.21,-11.3,0.52,0.52,0.29
2.7740479,15.36,2.16,-0.85,0.36,0.07,-0.28
2.847046,8.77,0.05,-2.22,0.89,0.47,0.22
2.920044,6.81,2.76,-2.27,1,-0.84,-0.68
2.993042,-1.56,0.95,-2.37,-0.5,-0.17,-1.17
3.06604,8.72,1.22,-7.2,-1.92,0.73,0.3
3.139038,19,3.55,-5.96,-1.33,-0.65,0.66
3.2120361,12.88,-1.14,-0.84,-1.37,0,0.91
3.2850342,9.58,2.56,-3.35,0.74,-0.94,0.33
3.3580322,-1.86,-0.85,-1.41,0.53,-0.19,-0.46
3.4310303,2.92,-0.56,-5.16,0.46,1.34,-0.01
3.5040283,17.74,2.61,-9.39,0.19,0.71,0.53
3.5770264,13.88,-0.13,-0.19,1.03,0.01,-0.74
3.6500244,9.19,1.65,-2.24,1.32,0.56,-0.04
3.7230225,4.9,3.82,-2.34,1.42,-0.86,-0.96
3.7960205,-2.37,0.69,-2.79,-0.47,0.07,-1.33
3.8690186,9.69,2.39,-5.22,-1.9,0.71,0.33
3.9420166,18.76,3.75,-3.99,-0.93,-1.91,0.43
4.0150146,13.58,-0.07,-2.61,-0.16,-0.61,1.56
4.0880127,6.47,0.47,-3.1,0.51,-0.81,0.34
4.1610107,-1.97,-0.63,-2.14,0.11,1.05,-0.17
4.234009,9.79,0.44,-8.66,0.6,0.67,0.07
4.307007,17.42,-0.27,-4.98,0.11,0.3,-0.41
4.380005,11.02,-0.1,-2.75,1.24,0.3,-0.17
4.453003,10.67,1.79,-1.48,1.29,-0.3,-0.34
4.526001,2.37,0.76,-3.35,0.93,-0.61,-1.39
4.598999,1.03,0.27,-4.33,-0.66,1.07,-1.15
4.671997,15.52,3.43,-8.21,-0.76,0.09,0.83
4.744995,15,-0.78,-1.61,-0.61,-0.71,0.17
4.817993,10.92,1.35,-3.03,0.97,-0.07,0.5
4.890991,6.49,-0.55,-2.78,1.68,-0.81,-0.55
4.9639893,-0.78,-1.75,-4.59,0.87,1,-0.63
5.0369873,10.64,-0.22,-6.99,1.25,1.47,0.08
5.1099854,18.39,1.88,-6.08,2.4,-0.5,-0.42
5.1829834,9.15,-0.31,-1.99,2.67,-0.18,-0.73
5.2559814,8.92,2.76,-2.12,1.75,-0.27,-0.74
5.3289795,1.28,2,-3.52,0.93,-0.49,-1.21
5.4019775,3.05,-0.44,-3.58,-1.44,1.77,-0.29
5.4749756,18.59,2.56,-7.47,-0.87,0.36,1.37
5.5479736,11.79,-0.73,0.05,0.03,-0.81,0.06
5.6209717,10.32,1.01,-3.82,1.48,-0.92,0.33
5.6939697,5.14,0.75,-4.31,1.09,-0.81,-0.27
5.766968,0.99,1.09,-4.18,-0.69,1.85,0.22
5.839966,12.16,4,-8.85,-0.3,0.64,0.7
5.912964,13.51,3.47,-3.39,0.29,-0.95,-0.74
5.985962,9.07,1.78,-4.05,-0.52,-0.06,0.12
6.05896,5.93,3.49,-4.15,-0.73,-0.35,0.08
6.131958,0.83,1.6,-6.78,-2.31,0.13,0.54
6.204956,8.79,4.81,-7.45,-3.42,0.82,1.71
6.277954,18.69,-0.73,-7.38,-2.18,-1.15,1.56
6.350952,11.46,1.82,-3.36,-1.6,-0.06,0.67
6.42395,5.51,1.58,-3.04,-0.72,-0.11,0.47
6.4969482,0.56,-1.69,-1.49,-1.33,0.97,0.73
6.5699463,7.91,0.89,-5.26,-0.38,0.87,0.76
6.6429443,18.33,3.63,-6.73,-0.35,0.06,0.04
6.7160645,8.7,0.47,-1.95,-0.2,0.01,-0.51
6.7890625,7.88,2.3,-3.01,-0.61,-0.13,0.27
6.8620605,6.73,1.2,-2.65,-1.07,-0.56,-0.14
6.9350586,4.44,1.92,-4.74,-2.57,0.95,0.37
7.0080566,10.63,3.8,-6.85,-2.58,0.87,0.82
7.0810547,15.89,-0.42,-6.01,-2.43,-1.09,0.43
7.1540527,10.85,-1.2,-2.47,-2,-0.24,1
7.227051,8.55,1.31,-2.37,-0.07,-0.79,0.3
7.300049,4.28,0.61,-2.54,0.08,-0.33,0.02
7.373047,3.32,0.44,-5.24,-0.84,1.08,0.72
7.446045,17.16,1.53,-7.15,-1.15,0.86,0.69
7.519043,13.27,2.11,-3.93,-1.01,-0.09,-0.27
7.592041,9.75,-0.17,-4.58,-1.18,0.16,0.21
7.665039,6.98,2.38,-2.38,-1.04,-0.71,-0.33
7.738037,3.36,1.68,-4.01,-1.95,0.09,0.01
7.811035,5.44,2.74,-5.96,-3.48,1.18,0.1
7.884033,16.71,4.15,-9.25,-2.86,-0.74,1.01
7.9570312,14.2,-0.06,-1.54,-2.53,-0.73,0.67
8.030029,9.69,2.07,-2.58,-0.74,-0.39,0.41
8.103027,4.52,-0.33,-2.69,-0.44,-0.27,0.2
8.176025,1.58,0.27,-3.2,-1.57,1.35,1.03
8.249023,12.89,2.24,-5.98,-0.77,0.94,0.95
8.3220215,13.3,2.28,-4.25,0.19,-1.32,-0.11
8.39502,9.77,-0.44,-5.08,-0.71,-0.67,0.79
8.468018,9.33,0.63,-2.19,-1.4,-0.76,0.69
8.541016,6.66,1.17,-4.15,-1.27,-0.02,-0.06
8.614014,4.24,0.73,-4.28,-2.17,0.31,-0.4
8.687012,15.8,0.99,-6.11,-1.33,0.54,0.91
8.76001,11.94,2.41,-4.88,-0.34,-0.16,0.22
8.833008,10.45,0.45,-2.63,0.56,-0.13,0.08
8.906006,7.32,0.76,-2.78,0.83,-0.17,-0.08
8.979004,5.07,0.92,-3.87,0.84,0.75,0.11
9.052002,5.92,4.24,-6.75,0.56,1,-0.26
9.125,14.59,3.26,-6.52,0.74,0.34,-0.71
9.197998,12.14,1.39,-4.21,0.59,-0.31,-0.72
9.270996,9.11,3.26,-2.78,-0.14,-0.24,-0.15
9.343994,5.11,2.74,-3.03,-0.04,-0.45,-0.4
9.416992,2.66,1.94,-5.51,-1.96,0.4,-0.29
9.48999,8.17,5.24,-5.77,-2.85,-0.15,0.41
9.562988,16.65,2.82,-5.07,-2.55,-1.54,0.52
9.635986,11.75,2.62,-2.21,-1.4,0.09,0.68
9.708984,7.2,2.6,-2.43,0.47,-0.41,-0.04
9.781982,1.85,-0.93,-3.61,-0.2,0.37,0.25
9.85498,6,0.63,-4.41,-0.6,0.8,0.65
9.9279785,16.22,4.01,-8.51,0.65,-1.29,-0.04
10.000977,12.76,0.82,-4.49,0.61,-0.24,-0.09
10.073975,8.45,1.24,-4.31,1.09,0.37,-0.69
10.146973,5.45,0.44,-2.59,1.78,0.19,-1.15
10.219971,3.16,0.76,-4.09,0.47,1.16,-0.92
10.292969,12.7,2.91,-6.6,0.91,0.63,0.56
10.365967,14.52,0.31,-5.26,0.5,-0.2,0.02
10.438965,12.12,0.2,-3.69,0.5,-0.15,0.27
10.511963,7.51,0.37,-2.55,0.65,-0.28,0.11
10.584961,1.01,0.11,-2.84,0.76,0.57,0.09
10.657959,6.86,-0.42,-9.2,1.02,0.77,0.22
10.730957,17.23,-0.23,-5.26,0.86,0.2,-0.4
10.803955,10.27,0.05,-3.37,1.64,-0.07,-0.7
10.876953,9.85,1.27,-2.45,1.35,-0.4,-0.56
10.949951,5.18,1.2,-2.64,0.84,-0.02,-0.76
11.022949,2.26,0.58,-4.67,-0.33,1.07,-0.51
11.095947,15.1,2.19,-6.71,-0.35,0.32,0.89
11.168945,14.33,-0.73,-3.48,-0.73,-0.49,0.07
11.242065,11.48,0.23,-2.62,-0.04,-0.09,0.35
11.315063,6.09,0.48,-2.14,0.79,-0.65,-0.11
11.388062,0.24,-0.31,-3.08,0.51,0.62,-0.23
11.46106,11.36,0.1,-8.67,0.84,0.77,0.1
11.534058,16.2,0.19,-4.88,0.68,0.13,-0.44
11.607056,10.14,-0.07,-2.51,1.88,-0.11,-0.47
11.680054,9.42,2.32,-1.99,1.22,-0.57,-0.63
11.753052,2.42,0.81,-3.02,0.7,-0.1,-1.02
11.82605,2.69,1.5,-5.62,-1.07,1.52,-0.29
11.899048,16.42,3.67,-6.96,-0.93,-0.52,0.85
11.972046,16.68,-1.5,-2.46,-1.49,-0.18,1.01
12.045044,10.48,0.69,-1.69,-0.38,-0.03,0.5
12.118042,3.63,0.19,-2.2,0.93,-0.78,-0.24
12.19104,-0.74,0.15,-2.31,0.38,0.77,-0.24
12.264038,14.25,1.02,-8.96,0.83,0.24,0.21
12.337036,15.47,0.31,-3.79,0.91,0.06,-0.45
12.410034,10.02,0.11,-3.05,1.75,0.02,-0.17
12.483032,8.33,2.75,-2.04,1.14,-0.37,-0.69
12.55603,0.36,1.58,-2.94,-0.33,0.66,-0.59
12.629028,4.52,0.82,-4.55,-1.36,1.03,0.34
12.702026,19.15,2.2,-7.23,-0.9,-0.76,0.55
12.775024,13.78,-0.84,-1.44,-1.02,-0.5,0.42
12.848022,10.02,0.93,-2.41,0.36,-0.67,0.02
12.9210205,1.52,-1.13,-2.63,0.48,-0.21,-0.13
12.994019,2.46,-1.12,-4.96,0.25,1.18,0.17
13.067017,17.33,0.92,-7.26,0.97,0.34,0.44
13.140015,12.85,0.94,-2.44,1.5,-0.41,-0.71
13.213013,10.34,0.58,-2.77,1.12,-0.11,-0.46
13.286011,5.43,1.36,-2.17,0.76,-0.63,-1.09
13.359009,0.52,1.25,-2.2,-0.51,0.85,-0.64
13.432007,10.87,2.94,-7.19,-0.97,0.6,0.42
13.505005,16.68,-0.16,-4.76,-0.88,-0.79,0.1
13.578003,12.56,-0.58,-2.15,-0.53,0.09,0.81
13.651001,7.66,1.2,-2.25,1.03,-1.06,-0.29
13.723999,0.85,-0.33,-2.88,0.64,0.24,-0.26
13.796997,8.35,1.12,-6.95,0.62,0.9,0.28
13.869995,17.17,0.29,-5.58,0.69,-0.18,-0.64
13.942993,9.79,0.99,-2.95,1.45,-0.31,-0.62
14.015991,9.19,2.54,-2.35,0.71,-0.34,-0.38
14.088989,3.36,1.02,-2.39,-0.04,-0.15,-0.66
