NAME:,run_124_5_1,,,,,
64.26001,-1.06,-8.94,-0.67,2.23,-0.47,-3.93
64.359985,3.22,5.3,-2.82,-0.89,1.48,-1.47
64.459961,5.06,20.01,8.32,-0.88,2.28,0.18
66.700012,1.22,18.28,12.75,-2.19,-0.21,-2.53
66.809998,0.9,4,3.06,0.19,2.12,1.05
67.619995,-1.02,6.39,-3.96,0.48,2.08,0.89
67.719971,-0.31,-2.24,-0.71,0.99,-1.09,-0.72
67.829956,9.26,20.01,-5.53,-0.12,-2.48,3.02
67.929993,0.9,18.71,0.78,-0.88,-1.33,0.66
68.029968,2.51,2.04,-1.53,1.02,1.61,0.87
68.130005,-0.63,17.85,-1.49,-0.92,-0.24,-0.91
68.22998,2.31,16.08,12.24,-2.16,0.17,-1.37
