"NAME:","walk_126_3_1.csv"
"EXPERIMENT TIME:","24/03/2024 15:43"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","90"
""
"Time [sec]","ACC X","ACC Y","ACC Z","GYRO X","GYRO Y","GYRO Z"
"10.00","-0.67","-1.02","-10.32","0.46","-0.13","-0.13"
"10.10","-1.41","-1.10","-10.59","0.57","0.16","0.13"
"10.20","-1.45","-1.84","-13.57","0.13","-0.07","-0.14"
"10.31","-2.16","-3.26","-11.45","-2.22","1.51","1.01"
"10.41","3.37","-7.34","-7.92","-1.13","2.00","3.56"
"10.51","2.00","7.77","-7.45","-0.23","1.39","-0.01"
"10.61","0.16","-2.63","-6.55","-0.57","0.66","0.05"
"10.72","1.49","-2.04","-8.98","0.58","-1.66","-0.54"
"10.82","0.82","10.71","-10.12","-0.84","0.82","-2.09"
"10.92","6.86","0.75","-18.04","-0.08","-1.13","-1.25"
"11.02","-1.80","-7.49","-14.16","1.71","1.52","1.25"
"11.12","-2.63","-4.24","-10.90","1.70","-2.39","0.85"
"11.23","0.12","1.80","-11.45","0.91","-1.60","-2.45"
"11.33","-1.80","-1.92","-9.41","-0.58","-1.40","-1.52"
"11.43","0.12","0.12","-9.92","0.83","-1.38","-0.32"
"11.53","-2.08","-0.82","-15.46","0.00","0.34","-1.80"
"11.63","-3.37","-3.30","-11.26","-3.20","3.41","0.60"
"11.73","10.00","-9.22","-7.14","-1.02","0.59","3.84"
"11.84","-1.22","12.16","-8.55","0.07","1.66","-2.75"
"11.94","0.86","-1.10","-4.82","-1.22","-0.21","-0.84"
"12.04","0.08","-2.12","-17.10","0.56","-3.21","-0.92"
"12.14","-6.28","5.81","-4.67","-0.09","0.56","-4.95"
"12.24","-0.98","-8.51","-9.57","-1.71","1.34","0.58"
"12.35","-2.82","-2.90","-8.83","3.50","-0.59","0.83"
"12.45","-1.53","-2.28","-6.83","0.86","-3.02","-1.03"
"12.55","-1.84","0.71","-7.06","0.91","-0.65","-3.30"
"12.65","-1.10","-2.08","-10.75","0.88","-1.22","-1.43"
"12.76","-0.98","0.94","-15.77","0.41","-0.13","-3.24"
"12.86","4.04","-7.02","-13.22","-1.72","3.60","2.69"
"12.96","0.90","-1.45","-9.92","-0.81","1.74","5.90"
"13.06","0.90","0.12","-5.69","-0.53","0.83","-0.25"
"13.16","-1.10","-4.55","-1.26","-1.39","-1.72","3.32"
"13.27","20.01","9.02","-20.01","1.36","-3.14","-0.50"
"13.37","2.00","-4.90","-15.30","-1.94","1.89","0.59"
"13.47","-10.43","-10.12","-2.90","-0.22","-1.38","0.29"
"13.57","5.37","-0.39","-6.83","3.55","-1.10","1.64"
"13.68","-1.14","-4.47","-6.32","0.93","-0.25","-0.36"
"13.78","-1.10","0.31","-7.30","0.36","-1.43","-0.97"
"13.88","0.00","-7.34","-11.14","-0.28","-0.20","3.07"
"13.98","-2.51","-3.26","-16.12","0.16","-0.21","-0.93"
"14.08","9.06","-1.49","-14.98","-0.65","1.04","1.20"
"14.19","-0.59","-8.90","-17.50","-2.31","2.28","-4.70"
"14.29","-0.12","-1.84","-5.65","-0.79","1.35","2.99"
"14.39","-0.16","-4.75","-3.53","-0.96","-0.97","4.25"
"14.49","-0.47","-2.71","-12.40","1.52","-3.89","-1.49"
"14.59","-0.75","-6.83","-7.69","-3.19","1.93","0.11"
"14.69","-5.14","-9.57","-4.63","-1.78","2.23","2.25"
"14.80","-2.16","-1.96","-9.30","3.06","-1.27","0.63"
"14.90","-0.43","-2.94","-2.43","1.90","-0.54","-0.63"
"15.00","1.49","1.49","-9.22","0.24","-2.48","-2.92"
"15.10","4.04","-0.63","-9.96","0.35","-0.80","0.02"
"15.20","-4.51","0.08","-15.18","1.39","0.39","-1.17"
"15.31","6.79","-2.79","-12.51","-2.05","3.39","1.69"
"15.41","0.39","-0.71","-11.96","-1.89","2.05","-3.50"
"15.51","2.16","2.12","-6.28","-0.35","0.73","1.99"
"15.61","-2.63","-3.26","-2.39","-0.76","-0.54","2.58"
