"Name:","run_127_5_1"
"EXPERIMENT TIME:","15/03/2024 20:41"
"ACTIVITY TYPE:","Running"
"COUNT OF ACTUAL STEPS:","136"

"Time [sec]","ACC X","ACC Y","ACC Z","GYRO X","GYRO Y","GYRO Z"
"0.0","1.06","2.94","-10.43","-0.02","0.02","-0.01"
"0.05","1.18","3.1","-10.2","-0.03","0.05","0.03"
"0.1","0.86","2.98","-10.98","-0.05","0.1","0.07"
"0.15","1.14","3.33","-10.32","-0.08","0.05","0.06"
"0.2","1.22","3.14","-10.24","-0.01","0.08","-0.02"
"0.4","1.18","3.1","-10.36","-0.06","0.1","0.13"
"0.45","0.98","2.94","-10.63","0.05","0.04","0.11"
"0.5","0.94","3.06","-10.55","0.1","0.01","0.07"
"0.55","0.67","2.67","-10.36","0.1","-0.09","0.02"
"0.6","0.67","2.94","-10.75","0.12","0.02","0.06"
"0.65","0.43","2.9","-10.4","0.09","-0.01","0.03"
"0.7","0.08","2.75","-10.83","0.2","-0.02","-0.01"
"0.75","0.0","2.86","-9.85","0.08","0.04","0.03"
"1.1","-1.33","1.18","-10.67","0.17","0.28","-0.17"
"1.15","-1.69","0.47","-12.67","0.01","0.09","0.03"
"4.66","4.82","2.31","0.43","0.12","0.39","0.92"
"4.71","-5.57","-2.82","-17.38","0.46","0.55","-0.63"
"4.76","10.16","5.96","-12.91","-1.41","0.37","-0.1"
"4.81","20.01","19.89","-17.38","-0.09","2.88","-0.01"
"4.86","-13.93","-8.2","-18.79","1.49","-0.82","-1.96"
"4.91","5.53","12.51","-10.51","-0.93","2.17","1.7"
"4.96","0.04","5.73","-15.06","1.01","1.07","-0.01"
"5.01","3.96","4.16","-9.3","0.01","0.57","-1.05"
"5.16","3.26","-0.51","-4.63","-0.56","-0.3","0.24"
"5.21","10.75","4.2","-3.57","-0.9","-0.62","0.16"
"5.26","12.16","9.92","-20.01","1.62","-0.29","-1.12"
"5.46","3.69","4.12","4.04","-0.44","-1.23","-0.43"
"5.51","-3.73","-8.98","4.63","1.21","-1.15","-1.54"
"5.56","4.08","-0.31","-0.31","-0.63","1.13","0.55"
"5.61","7.14","3.96","-18.99","-0.61","1.11","0.44"
"5.66","14.32","11.81","-19.38","-1.58","1.13","2.13"
"5.71","-3.06","6.59","-10.28","0.33","0.11","1.24"
"5.76","1.57","9.34","-15.46","0.81","1.51","1.06"
"5.81","3.02","6.08","-10.94","-0.44","1.75","0.84"
"5.86","3.65","6.2","-9.18","0.02","1.55","-0.05"
"6.01","3.88","-0.04","-5.18","-1.15","-0.8","0.42"
"6.06","7.57","2.08","-3.69","-0.71","-1.55","0.19"
"6.11","12.4","15.14","-20.01","1.33","0.16","0.6"
"6.16","4.86","2.75","-19.73","0.63","-0.62","-1.34"
"6.21","-1.41","2.67","-20.01","2.86","-0.8","-0.22"
"6.26","-1.1","2.31","-17.18","0.17","-1.2","0.61"
"6.31","0.82","3.3","0.86","-1.65","-1.2","1.09"
"6.36","-0.71","-0.47","6.28","-0.14","-1.09","-0.08"
"6.41","-1.29","-3.53","3.45","0.15","-0.18","-0.26"
"6.46","-0.12","2.55","-15.18","-0.24","1.05","0.89"
"6.51","7.06","4.98","-8.12","-0.91","0.52","-0.14"
"6.56","14.32","12.43","-20.01","0.7","2.25","0.43"
"6.61","-4.51","1.33","-20.01","1.24","0.18","-1.19"
"6.66","7.02","9.41","-14.08","-0.26","1.17","1.19"
"6.71","-0.24","1.84","-9.85","-0.1","1.11","-0.38"
"6.76","0.35","-0.9","-9.73","-0.65","0.47","0.57"
"6.81","3.18","2.24","0.47","-0.51","-0.54","-0.05"
"6.86","-1.02","-0.55","-2.86","-0.09","-0.69","0.3"
"6.91","1.8","-0.98","-4.43","0.01","-1.29","-0.44"
"6.96","8.28","4.35","-4.2","-0.61","0.4","-0.07"
"7.01","8.79","4.82","-20.01","1.52","-0.11","-1.85"
"7.06","-1.77","-0.31","-19.81","0.71","-0.38","0.07"
"7.11","-0.75","5.65","-20.01","0.1","-0.2","1.15"
"7.16","-0.55","2.08","-4.16","-0.7","-1.3","0.8"
"7.31","0.0","-2.2","-4.9","-0.08","0.6","0.1"
"7.36","7.1","4.16","-11.61","-1.2","0.02","0.6"
"7.41","4.75","4.51","-20.01","0.16","1.57","1.0"
"7.46","5.02","7.96","-8.59","-1.28","0.16","1.33"
"7.51","0.24","6.9","-16.16","0.51","1.88","1.43"
"7.56","5.1","7.02","-9.57","-0.27","1.63","-0.21"
"7.61","1.37","0.39","-13.85","0.33","1.31","-0.6"
"7.66","1.1","-2.71","0.59","-0.66","0.13","-0.64"
"7.71","-1.26","-1.02","-3.18","-0.49","-0.17","0.72"
"7.76","1.33","1.61","-4.24","-0.64","-1.11","-0.15"
"7.81","7.14","2.98","-4.04","-0.02","-0.2","-0.72"
"7.96","0.12","4.28","-20.01","-0.13","-1.01","1.13"
"8.01","0.59","6.32","-4.0","-1.7","-1.66","1.25"
"8.06","1.53","2.24","6.67","-0.3","-1.13","-0.66"
"8.11","-4.86","-8.47","5.41","0.78","-0.8","-0.95"
"8.16","1.26","2.9","-9.41","-0.35","1.21","0.81"
"8.21","10.2","7.02","-8.24","-1.23","-0.61","0.84"
"8.26","12.36","8.94","-20.01","0.11","1.88","0.65"
"8.31","5.02","9.1","-7.88","-1.06","0.56","0.74"
"8.36","1.41","6.63","-17.97","1.46","1.62","0.96"
"8.41","5.49","6.08","-8.0","0.39","1.79","-0.14"
"8.46","-2.16","-1.49","-12.2","-0.53","1.13","0.01"
"8.51","0.63","2.59","-1.53","-0.55","0.06","-0.3"
"8.56","1.26","0.55","-2.0","-0.05","-0.95","-0.07"
"8.61","3.06","0.78","-9.41","0.5","-1.63","-0.51"
"8.66","8.32","-0.27","2.82","-0.43","-1.43","-0.85"
"8.71","20.01","15.69","-20.01","4.21","-0.18","-1.88"
"8.76","-6.0","-15.77","-20.01","-0.17","-0.79","-0.57"
"8.81","1.18","4.24","-19.61","-1.97","0.04","3.02"
"8.86","1.41","7.18","-4.35","-2.78","-0.83","2.2"
"8.91","2.43","5.14","4.82","-0.47","-1.42","-0.24"
"8.96","-4.28","-6.63","3.96","0.88","-1.3","-1.87"
"9.01","1.41","-1.41","-1.69","-0.09","0.25","0.33"
"9.06","-2.75","-1.69","-12.2","-0.89","0.35","0.6"
"9.11","13.73","14.63","-17.53","-1.52","1.36","1.53"
"9.16","0.71","5.92","-19.85","0.36","0.49","-1.04"
"9.21","-7.65","3.61","-16.79","1.3","1.12","0.5"
"9.26","6.0","11.38","-10.51","0.39","1.58","1.06"
