"NAME:","run_126_5_1.csv"
"EXPERIMENT TIME:","24/03/2024 15:59"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","108"
""
"Time [sec]","ACC X","ACC Y","ACC Z","GYRO X","GYRO Y","GYRO Z"
"325.59","1.57","-4.51","-9.57","-0.29","1.09","-0.63"
"325.70","0.00","-4.98","-7.65","-0.12","0.75","-0.18"
"325.80","2.55","-3.06","-8.12","-0.11","0.72","-0.46"
"325.90","4.43","-2.79","-9.38","0.69","-0.62","0.53"
"326.00","5.84","-3.02","-10.40","0.26","-0.01","0.18"
"326.10","-0.04","-4.08","-5.96","-0.68","0.41","-0.46"
"326.21","0.78","-7.34","-6.32","-0.06","0.11","-2.87"
"326.31","-3.30","-3.45","-8.39","0.69","-2.00","1.86"
"326.41","-5.53","-1.96","-12.98","0.15","-0.72","-3.02"
"326.51","9.10","-7.49","-13.18","2.74","-1.45","1.99"
"326.61","0.16","-0.90","-6.94","0.34","0.47","1.67"
"326.72","-2.98","-12.36","-20.01","-2.01","2.14","3.37"
"326.82","-3.80","-20.01","-16.75","-0.46","4.77","0.39"
"326.92","11.06","3.45","-1.88","7.33","-1.33","4.63"
"327.02","-6.35","3.73","5.26","4.63","0.68","3.58"
"327.12","11.38","-20.01","-17.30","-1.60","-10.57","5.39"
"327.23","-4.00","-2.43","-18.48","3.40","-0.17","-0.13"
"327.33","4.67","-6.59","-16.95","3.68","1.61","2.28"
"327.43","-2.39","-5.53","3.18","2.05","3.73","5.64"
"327.53","4.59","2.31","-19.73","-13.02","-0.06","-10.43"
"327.63","-2.71","-1.18","-8.83","3.54","4.03","-2.22"
"327.74","-8.98","3.65","2.24","3.96","4.70","1.43"
"327.84","-1.41","4.12","-20.01","-2.01","-3.39","3.68"
"327.94","1.37","8.16","-20.01","4.59","6.57","0.39"
"328.04","-5.06","-6.12","-14.67","1.70","-2.15","3.11"
"328.14","1.37","6.28","-2.59","0.96","1.32","-3.91"
