"NAME:","walk_122_3_2.csv"
"EXPERIMENT TIME:","15/03/2024 23:37:22"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","121"
""
"Time [sec]","ACC X","ACC Y","ACC Z","GYRO X","GYRO Y","GYRO Z"
"0.0","0.82","9.02","-3.02","-0.10","0.30","0.11"
"0.059","1.92","10.2","-3.80","0.20","0.16","-0.12"
"0.129","1.65","11.7","-4.28","-0.02","0.31","-0.07"
"0.189","-1.18","13.1","-0.12","0.19","0.36","-0.14"
"0.25","1.33","13.3","-1.22","-0.46","0.08","0.13"
"0.309","-0.16","10.0","-0.39","-0.32","0.41","0.16"
"0.379","-1.02","8.94","-0.31","-0.90","0.25","-0.09"
"0.439","0.90","7.37","-1.88","-0.44","0.37","-0.18"
"0.5","-0.47","8.98","-0.20","-0.20","0.47","-0.28"
"0.569","-1.69","8.98","-2.08","-0.87","0.15","-0.12"
"0.629","0.71","9.14","-1.14","-0.54","0.21","-0.08"
"0.689","1.45","11.4","-1.80","-0.43","-0.50","-0.05"
"0.759","0.43","9.26","2.20","0.36","-0.13","-0.23"
"0.819","-3.22","12.7","2.59","1.93","-0.53","-0.51"
"0.879","-0.78","14.9","-0.20","1.47","0.38","-0.42"
"0.939","2.00","7.61","-2.08","0.34","0.46","0.04"
"1.009","-1.37","7.57","-1.14","0.40","-0.12","0.60"
"1.069","0.08","8.51","-2.86","0.24","0.05","0.54"
"1.129","2.08","8.47","-4.90","-0.52","0.88","-0.08"
"1.199","-0.75","11.9","-3.84","0.15","0.29","-0.04"
"1.259","-2.79","19.5","3.73","-0.38","-0.01","0.38"
"1.319","-0.12","7.45","0.55","-0.73","-0.67","1.46"
"1.389","-0.35","11.4","-1.69","-0.37","0.16","-0.39"
"1.449","-3.37","7.92","0.82","-1.25","0.11","-0.41"
"1.509","0.27","6.32","-2.28","-0.07","-0.52","-0.15"
"1.569","-0.51","11.1","-0.04","-0.72","-0.57","-0.20"
"1.639","0.71","9.22","-2.12","-1.36","-0.51","-0.00"
"1.699","3.69","10.2","-2.55","-0.09","-0.74","-0.08"
"1.759","0.71","8.59","4.00","1.31","-0.13","-0.44"
"1.830","-3.45","18.1","2.82","1.97","-0.01","-0.63"
"1.889","1.69","10.5","-0.43","0.58","0.59","-0.27"
"1.949","0.39","8.20","-1.61","0.09","1.05","0.07"
"2.009","-1.88","7.45","-2.00","0.61","0.55","0.54"
"2.080","0.27","8.32","-3.14","-0.27","0.66","0.26"
"2.139","0.82","9.18","-2.94","-0.53","1.19","-0.57"
"2.199","-0.90","13.4","-4.00","0.16","-0.17","0.02"
"2.269","-2.67","16.0","0.12","0.08","-0.67","0.93"
"2.330","2.35","7.92","0.24","-0.31","-0.03","0.72"
"2.389","-3.10","10.4","-0.94","-0.67","0.06","-0.31"
"2.459","-2.12","7.96","-1.10","-0.68","-0.35","-0.17"
"2.519","0.94","7.69","-1.29","0.16","-0.28","-0.16"
"2.580","-1.49","10.1","-1.57","-0.85","-0.73","-0.08"
"2.639","0.16","9.73","-1.41","-0.99","-0.11","0.02"
"2.709","2.90","11.1","-1.65","-0.01","-0.70","-0.16"
"2.769","-0.78","9.73","3.69","0.89","-0.17","-0.58"
"2.830","-2.59","14.8","2.55","1.60","0.07","-0.39"
"2.899","1.73","10.2","-0.86","0.45","0.24","-0.03"
"2.959","-0.04","7.57","-0.75","-0.00","0.93","0.12"
"3.019","-0.90","8.12","-2.39","0.58","0.34","0.50"
"3.089","0.90","9.18","-3.26","-0.14","0.77","0.10"
"3.149","0.35","9.92","-3.77","-0.54","1.14","-0.52"
"3.209","-0.59","12.4","-4.63","0.18","0.14","-0.04"
"3.269","-3.84","17.8","1.18","0.17","-0.22","0.46"
"3.339","0.35","7.85","0.27","-0.55","-0.51","1.00"
"3.399","-1.29","10.3","-1.53","-0.51","-0.12","-0.50"
"3.459","-1.92","7.37","-0.67","-0.66","-0.55","-0.19"
"3.529","0.75","7.26","-2.16","-0.07","-0.45","-0.16"
"3.589","-1.80","10.3","-1.73","-0.75","-0.78","-0.23"
"3.649","0.43","10.0","-1.57","-1.01","-0.43","-0.03"
"3.720","2.82","10.1","-1.61","0.11","-0.87","-0.24"
"3.779","-0.90","9.92","4.63","1.56","-0.02","-0.80"
"3.839","-3.06","16.6","2.35","1.66","0.02","-0.47"
"3.899","1.49","10.8","-0.31","0.04","0.49","-0.13"
"3.970","0.20","7.37","-1.73","-0.00","0.90","0.26"
"4.029","-1.02","7.96","-2.47","0.48","0.39","0.59"
"4.089","0.78","8.12","-3.73","-0.42","0.70","-0.05"
"4.159","0.12","11.1","-1.57","-0.18","1.05","-0.44"
"4.220","-1.49","16.7","0.35","-0.08","-0.12","0.10"
"4.279","-0.71","8.94","0.55","-1.35","-1.01","1.53"
"4.349","-1.37","12.9","0.63","-0.18","-0.14","-0.10"
"4.409","-4.20","9.92","0.59","-1.06","0.01","-0.59"
"4.470","0.20","6.00","-2.98","-0.40","-0.97","-0.05"
"4.529","0.43","7.61","-0.51","-0.59","-0.72","-0.34"
"4.599","-1.73","9.92","-1.96","-1.08","-0.90","-0.11"
"4.659","1.92","9.38","-2.79","-0.77","-0.63","-0.08"
